Name,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR,pid,연도,수상횟수,연봉,샐러리캡,이후연봉,예측연봉
김도현,35,10,25,6,0,0,4,6,0,3,75.0,41,45,45.85,345,87,11,1,9,31,9,0,59,2,0,4,4.92,5.4,5.5,5.42,5.31,1.57,1.23,14128,2024,0.0,3500.0,1124900,9000.0,7354.13
이준영,56,0,56,5,0,0,4,0,0,9,35.0,15,21,22.15,160,37,8,0,5,17,2,3,33,4,0,0,3.86,5.4,5.7,5.64,4.96,1.54,0.42,11303,2024,0.0,14000.0,1124900,17000.0,11923.9
최지민,56,0,56,4,0,0,3,3,3,12,46.0,26,28,29.9,225,44,10,1,2,40,4,0,37,4,0,6,5.09,5.48,5.85,5.88,5.67,1.83,0.41,15057,2024,0.0,10000.0,1124900,12000.0,11784.6
김승현,14,0,14,4,0,0,1,0,0,0,18.0,8,12,11.95,85,23,5,1,3,7,0,0,11,2,0,0,4.0,6.0,5.98,5.85,5.86,1.67,0.2,12637,2024,0.0,4100.0,1124900,4600.0,5155.9
유승철,5,0,5,1,0,0,0,0,0,0,5.0,3,3,1.8,23,3,1,0,0,7,0,0,4,0,0,2,5.4,5.4,3.24,3.54,6.54,2.0,0.13,12914,2024,0.0,3600.0,1124900,3800.0,3852.3
이의리,4,4,0,0,0,0,1,0,0,0,13.1,8,10,10.0,69,17,3,0,3,14,0,0,14,1,0,0,5.4,6.75,6.75,6.9,7.51,2.33,0.07,14788,2024,0.0,17000.0,1124900,17000.0,14841.0
김기훈,17,0,17,4,0,0,1,0,0,0,19.2,11,13,14.6,95,16,4,1,1,15,3,0,17,3,1,1,5.03,5.95,6.68,6.71,5.48,1.58,0.06,14176,2024,0.0,4000.0,1124900,5500.0,5400.08
장재혁,1,0,1,0,0,0,0,0,0,0,1.1,0,0,0.0,7,2,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.52,2.25,0.06,14657,2024,0.0,3000.0,1124900,3100.0,3124.8
박정우,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,3,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.8,0.0,0.04,12869,2024,0.0,3800.0,1124900,6500.0,4150.1
김사윤,23,2,21,10,0,0,0,1,1,0,37.0,19,29,30.05,173,40,6,2,2,25,5,0,36,1,0,4,4.62,7.05,7.31,7.29,4.92,1.76,-0.01,11364,2024,0.0,3400.0,1124900,4000.0,6492.46
박준표,8,0,8,2,0,0,0,0,0,1,6.0,4,4,5.2,29,10,2,0,0,3,1,0,4,0,0,0,6.0,6.0,7.8,7.71,4.6,2.17,-0.03,11070,2024,0.0,8000.0,1124900,7500.0,6043.4
유지성,3,0,3,2,0,0,0,0,0,0,2.1,2,4,2.8,14,5,0,0,1,0,1,0,3,1,0,0,7.71,15.43,10.8,10.82,7.41,2.14,-0.04,14607,2024,0.0,3100.0,1124900,3200.0,3628.3
김민주,2,0,2,0,0,0,0,0,0,0,1.0,1,2,2.85,8,3,1,0,0,1,0,0,2,1,0,1,9.0,18.0,25.65,25.68,2.3,4.0,-0.13,16082,2024,0.0,3000.0,1124900,3100.0,3381.8
김민재,4,0,4,4,0,0,0,0,0,0,4.0,7,7,7.0,22,9,0,0,3,1,1,0,3,0,0,0,15.75,15.75,15.75,14.94,12.8,2.5,-0.15,16083,2024,0.0,3000.0,1124900,3100.0,5647.1
임기영,37,3,34,3,0,0,6,2,0,2,45.2,32,35,37.2,218,61,12,0,8,17,1,1,36,4,1,1,6.31,6.9,7.33,7.37,5.47,1.71,-0.16,10909,2024,0.0,25000.0,1124900,30000.0,18008.1
김건국,20,3,17,3,0,0,0,1,0,0,34.1,30,33,31.1,165,48,8,0,5,14,2,0,20,3,0,3,7.86,8.65,8.15,8.14,5.92,1.81,-0.23,12944,2024,0.0,4000.0,1124900,4500.0,4460.4
이형범,16,0,16,5,0,0,0,1,0,2,15.0,13,17,15.8,83,26,4,0,2,7,5,1,9,2,0,0,7.8,10.2,9.48,9.66,6.77,2.2,-0.3,11159,2024,0.0,7000.0,1124900,6500.0,5928.8
김현수,5,0,5,4,0,0,0,0,0,0,5.0,10,10,10.15,28,7,4,0,0,5,1,0,4,0,0,2,18.0,18.0,18.27,18.33,5.92,2.4,-0.31,14162,2024,0.0,4500.0,1124900,4500.0,6177.2
김대유,37,0,37,5,0,0,0,0,0,8,25.0,23,23,26.45,122,35,5,0,4,12,2,0,26,0,0,1,8.28,8.28,9.52,9.57,5.24,1.88,-0.61,10706,2024,0.0,11000.0,1124900,12000.0,10263.2
윤중현,11,0,11,4,0,0,0,0,0,0,10.1,16,17,19.25,62,22,2,1,4,9,3,1,4,1,0,0,13.94,14.81,16.77,16.88,11.14,3.0,-0.82,13122,2024,0.0,6500.0,1124900,6000.0,7542.6
쿠에바스,31,31,0,0,0,0,7,12,0,0,173.1,79,86,86.0,737,158,36,3,17,59,7,4,154,11,1,11,4.1,4.47,4.47,4.34,4.25,1.25,5.06,13942,2024,0.0,100000.0,1051641,140000.0,118102.1
엄상백,29,29,0,0,0,0,13,10,0,0,156.2,85,88,85.4,675,164,26,3,26,42,7,0,159,3,0,2,4.88,5.06,4.91,4.74,4.61,1.31,3.93,11318,2024,0.0,25000.0,1051641,90000.0,48800.9
박영현,66,0,66,52,0,0,10,2,25,0,76.2,30,31,32.85,310,63,7,1,12,22,0,2,87,3,0,1,3.52,3.64,3.86,3.82,4.07,1.11,2.72,15089,2024,1.0,16000.0,1051641,24000.0,24671.336
김민,71,1,70,5,0,0,8,4,0,21,77.1,37,38,36.45,336,84,13,0,5,27,2,3,77,3,0,5,4.31,4.42,4.24,4.2,3.6,1.44,2.1,13167,2024,0.0,5000.0,1051641,11000.0,13159.73
고영표,18,17,1,0,0,0,6,8,0,0,100.0,55,61,59.8,456,141,27,4,6,14,11,0,79,4,1,2,4.95,5.49,5.38,5.31,3.71,1.55,1.86,11308,2024,0.0,200000.0,1051641,200000.0,74072.228
우규민,45,0,45,15,0,0,4,1,1,4,43.1,12,14,15.9,181,47,7,2,1,2,2,0,39,4,0,0,2.49,2.91,3.3,3.15,2.51,1.13,1.48,10523,2024,0.0,22000.0,1051641,20000.0,28916.382
김민수,75,0,75,6,0,0,5,3,0,12,81.1,47,56,54.45,358,84,13,5,8,33,1,2,75,8,0,3,5.2,6.2,6.03,5.92,4.28,1.44,0.7,11317,2024,0.0,16000.0,1051641,21000.0,15910.16
육청명,13,10,3,1,0,0,1,5,0,0,44.2,27,31,28.95,208,52,13,1,6,20,6,2,20,6,0,3,5.44,6.25,5.83,5.85,6.41,1.61,0.61,16028,2024,0.0,3000.0,1051641,3500.0,6874.42
조이현,16,9,7,2,0,0,1,2,0,0,40.0,28,29,27.4,184,53,11,1,9,10,1,1,19,1,0,1,6.3,6.53,6.17,5.93,6.46,1.58,0.55,11284,2024,0.0,6000.0,1051641,5700.0,6367.42
박시영,26,0,26,5,0,0,0,1,1,4,25.1,13,13,15.4,110,27,8,1,4,7,1,1,23,0,0,3,4.62,4.62,5.47,5.36,4.67,1.34,0.36,10737,2024,0.0,9000.0,1051641,5000.0,8673.7
소형준,6,0,6,1,0,0,2,0,0,0,8.1,3,3,2.5,30,7,2,0,1,1,1,0,3,0,0,0,3.24,3.24,2.7,2.59,5.47,0.96,0.33,14600,2024,0.0,22000.0,1051641,22000.0,32784.28
손동현,42,0,42,10,0,0,1,2,1,4,47.1,28,31,33.05,214,50,6,1,5,20,1,2,27,3,0,3,5.32,5.89,6.28,6.24,5.34,1.48,0.28,14108,2024,0.0,12000.0,1051641,10000.0,10452.5
이선우,6,1,5,3,0,0,0,0,0,0,10.0,6,6,5.35,45,10,0,0,0,4,2,0,4,0,0,0,5.4,5.4,4.82,5.05,5.06,1.4,0.14,14111,2024,0.0,4000.0,1051641,3800.0,4509.0
원상현,22,10,12,3,0,0,2,5,0,1,65.1,51,54,52.8,324,105,18,2,6,31,2,0,59,3,1,7,7.03,7.44,7.27,7.3,4.6,2.08,0.04,16027,2024,0.0,3000.0,1051641,4000.0,6187.68
이상동,29,0,29,8,0,0,0,1,0,3,32.0,19,20,24.45,152,42,9,0,3,14,3,1,30,0,1,4,5.34,5.63,6.88,6.95,4.62,1.75,0.01,14109,2024,0.0,6000.0,1051641,5900.0,6763.78
박세진,6,0,6,3,0,0,0,0,0,0,5.1,2,4,6.2,25,7,1,0,0,4,0,0,2,1,0,0,3.38,6.75,10.46,10.37,5.59,2.06,-0.09,12572,2024,0.0,3500.0,1051641,3700.0,5349.0
성재헌,30,1,29,3,0,0,0,0,0,1,32.0,26,29,27.9,159,46,13,2,1,16,5,2,20,3,1,2,7.31,8.16,7.85,7.73,4.85,1.94,-0.09,14667,2024,0.0,3000.0,1051641,3600.0,5274.64
이채호,9,0,9,1,0,0,0,0,0,0,6.2,7,7,7.0,37,13,0,1,2,3,1,0,5,0,0,1,9.45,9.45,9.45,9.51,7.75,2.4,-0.13,13130,2024,0.0,5300.0,1051641,5000.0,4721.5
주권,48,1,47,13,0,0,1,1,0,0,58.0,43,48,49.9,254,78,14,2,7,11,3,0,31,2,0,0,6.67,7.45,7.74,7.6,5.05,1.53,-0.18,11323,2024,0.0,20000.0,1051641,20000.0,15633.2
강건,4,1,3,2,0,0,0,1,0,0,4.0,5,5,5.85,24,8,0,1,1,4,1,0,3,0,0,0,11.25,11.25,13.16,13.69,9.17,3.0,-0.18,15527,2024,0.0,6500.0,1051641,3500.0,5382.1
전용주,4,0,4,0,0,0,0,0,0,0,1.2,2,3,3.15,11,2,0,0,0,3,1,0,4,0,0,0,10.8,16.2,17.01,17.02,5.64,3.0,-0.22,14106,2024,0.0,3200.0,1051641,3600.0,4081.1
한차현,10,5,5,2,0,0,0,4,0,0,19.0,21,22,19.7,103,29,4,1,4,18,0,0,17,1,0,2,9.95,10.42,9.33,9.4,7.4,2.47,-0.24,14776,2024,0.0,3100.0,1051641,3500.0,3639.0
문용익,12,0,12,4,0,0,0,0,0,0,17.0,23,27,28.55,99,23,4,0,2,22,2,0,17,3,0,2,12.18,14.29,15.11,15.15,7.48,2.65,-0.79,12885,2024,0.0,6300.0,1051641,5800.0,6369.6
원태인,28,28,0,1,1,0,15,6,0,0,159.2,65,68,67.3,670,150,29,3,17,42,7,1,119,5,0,3,3.66,3.83,3.79,3.58,4.55,1.2,5.87,14113,2024,2.0,43000.0,1118100,63000.0,101211.066
레예스,26,26,0,0,0,0,11,4,0,0,144.0,61,65,62.55,617,159,21,3,15,30,7,0,114,5,0,4,3.81,4.06,3.91,3.72,4.26,1.31,5.06,15861,2024,0.0,78000.0,1118100,98000.0,105019.498
이승현,17,17,0,0,0,0,6,4,0,0,87.1,41,44,41.9,384,88,11,1,9,37,6,0,68,3,0,4,4.23,4.53,4.32,4.11,5.01,1.43,2.7,14798,2024,0.0,7000.0,1118100,12000.0,13808.91
임창민,60,0,60,6,0,0,2,1,1,28,54.1,24,26,23.3,253,60,10,0,4,30,2,2,50,3,0,5,3.98,4.31,3.86,3.61,4.49,1.66,1.97,10452,2024,0.0,20000.0,1118100,20000.0,21598.08
최지광,35,0,35,1,0,0,3,2,0,7,36.1,9,9,12.25,154,22,6,1,1,21,4,2,38,0,1,2,2.23,2.23,3.03,2.85,3.96,1.18,1.63,12934,2024,0.0,14000.0,1118100,17000.0,17018.29
김재윤,65,0,65,21,0,0,4,8,11,25,66.0,30,37,37.45,284,58,9,1,13,25,1,5,51,5,0,2,4.09,5.05,5.11,4.81,5.69,1.26,1.42,11489,2024,0.0,40000.0,1118100,80000.0,37039.328
김태훈,56,0,56,8,0,0,3,2,0,23,52.1,23,24,25.55,225,49,8,1,6,19,4,1,37,2,1,2,3.96,4.13,4.39,4.34,5.16,1.3,1.32,10871,2024,0.0,17000.0,1118100,24000.0,20577.672
황동재,15,6,9,2,0,0,1,2,0,0,42.0,19,20,20.0,180,38,9,1,2,18,4,0,30,0,0,5,4.07,4.29,4.29,4.25,4.6,1.33,1.18,14615,2024,0.0,4100.0,1118100,6200.0,7855.49
이승현,60,0,60,9,0,0,6,2,1,9,60.1,30,31,34.15,265,68,14,2,6,23,3,0,51,1,0,2,4.48,4.62,5.09,4.82,4.61,1.51,1.17,10527,2024,0.0,17000.0,1118100,24000.0,19590.9
백정현,17,15,2,1,0,0,6,5,0,0,78.2,52,56,54.8,360,104,15,2,13,27,1,1,56,4,0,0,5.95,6.41,6.27,5.83,5.45,1.67,1.05,10363,2024,0.0,75000.0,1118100,75000.0,65440.5
이상민,37,0,37,6,0,0,2,1,1,8,30.0,13,13,11.6,121,31,5,0,2,6,4,0,12,0,0,2,3.9,3.9,3.48,3.52,5.03,1.23,0.94,11169,2024,0.0,6500.0,1118100,8500.0,8056.65
송은범,9,0,9,3,0,0,0,0,0,2,8.1,1,1,1.5,32,8,2,0,0,1,0,0,2,0,0,0,1.08,1.08,1.62,1.51,3.97,1.08,0.38,10137,2024,0.0,5000.0,1118100,6000.0,7150.2
최하늘,27,0,27,4,0,0,1,1,0,1,32.0,19,20,20.85,139,26,4,0,2,16,4,0,18,3,0,2,5.34,5.63,5.86,5.72,5.47,1.31,0.32,13152,2024,0.0,4100.0,1118100,6000.0,5614.62
김대우,32,1,31,13,0,0,0,0,0,5,34.1,21,24,23.2,157,42,9,0,4,9,3,2,23,3,0,1,5.5,6.29,6.08,5.9,4.81,1.49,0.31,10685,2024,0.0,10000.0,1118100,10000.0,9145.9
육선엽,11,1,10,5,0,0,0,0,0,0,17.0,10,11,12.55,87,19,2,0,3,17,2,0,11,1,0,1,5.29,5.82,6.64,6.46,8.15,2.12,0.14,15864,2024,0.0,3000.0,1118100,3500.0,4336.9
오승환,58,0,58,42,0,0,3,9,27,2,55.0,30,36,40.35,262,75,17,2,9,18,3,3,42,3,0,5,4.91,5.89,6.6,6.17,5.31,1.69,0.09,10367,2024,0.0,40000.0,1118100,80000.0,32427.964
홍원표,4,0,4,4,0,0,0,0,0,0,6.1,3,3,4.2,28,4,1,0,1,6,0,0,5,0,0,0,4.26,4.26,5.97,5.43,7.04,1.58,0.08,14614,2024,0.0,3300.0,1118100,3550.0,6667.7
최성훈,28,0,28,0,0,0,0,1,0,3,13.0,10,10,9.3,61,14,1,0,1,9,1,1,10,0,0,2,6.92,6.92,6.44,6.07,5.34,1.77,0.08,10851,2024,0.0,10000.0,1118100,7800.0,9690.6
양현,18,0,18,4,0,0,0,1,0,2,13.0,11,11,10.35,64,21,2,0,4,5,1,0,10,0,0,0,7.62,7.62,7.17,6.71,7.37,2.0,0.02,10730,2024,0.0,9000.0,1118100,7000.0,8447.5
이호성,16,12,4,0,0,0,2,4,0,0,45.0,37,39,39.2,224,66,13,1,9,26,2,0,28,0,0,3,7.4,7.8,7.84,7.39,6.95,2.04,-0.04,15496,2024,0.0,23200.0,1118100,4000.0,15128.8
최채흥,14,1,13,3,0,0,0,0,0,1,20.0,14,15,16.55,96,24,5,1,4,12,0,0,14,2,0,1,6.3,6.75,7.45,7.37,6.69,1.8,-0.04,13156,2024,0.0,15000.0,1118100,13000.0,11375.5
장필준,1,0,1,0,0,0,0,0,0,0,0.1,5,5,3.95,6,5,1,0,0,0,0,0,0,0,0,1,99.99,99.99,106.65,102.27,4.2,15.0,-0.16,11404,2024,0.0,7000.0,1118100,4000.0,6176.8
김대호,1,1,0,0,0,0,0,1,0,0,4.0,5,6,6.0,22,7,2,0,1,2,0,0,1,1,0,0,11.25,13.5,13.5,13.55,8.1,2.25,-0.17,15882,2024,0.0,3000.0,1118100,3300.0,3133.1
김윤수,4,0,4,2,0,0,0,0,0,0,5.1,6,6,6.7,26,6,0,0,0,7,0,0,2,0,0,1,10.13,10.13,11.31,10.93,7.33,2.44,-0.24,13162,2024,0.0,7000.0,1118100,7000.0,5581.3
이승민,25,8,17,6,0,0,1,4,0,0,47.1,45,48,45.25,237,71,8,1,14,26,3,0,23,5,0,1,8.56,9.13,8.6,8.27,8.4,2.05,-0.33,14616,2024,0.0,4100.0,1118100,5000.0,5067.8
이재익,9,0,9,1,0,0,1,0,0,0,9.2,19,19,17.75,58,29,3,0,2,4,0,0,6,0,0,0,17.69,17.69,16.53,17.15,6.39,3.41,-0.76,13244,2024,0.0,8200.0,1118100,6200.0,7451.2
앤더슨,24,23,1,0,0,0,11,3,0,0,115.2,50,55,53.8,496,98,13,1,11,53,8,0,158,4,1,5,3.89,4.28,4.19,3.93,3.55,1.31,3.86,16146,2024,0.0,57000.0,1045700,161000.0,100152.76
김광현,31,31,0,0,0,0,12,10,0,0,162.1,89,95,94.65,709,162,29,0,24,73,6,1,154,6,0,8,4.93,5.27,5.25,5.08,5.1,1.45,3.42,10126,2024,0.0,100000.0,1045700,300000.0,110661.8
노경은,77,0,77,7,0,0,8,5,0,38,83.2,27,30,36.0,350,71,10,1,10,32,4,4,71,2,0,3,2.9,3.23,3.87,3.75,4.69,1.23,2.95,10203,2024,0.0,35000.0,1045700,40000.0,42890.738
오원석,29,25,4,1,0,0,6,9,0,1,121.2,68,72,68.7,550,122,14,1,17,65,13,1,112,6,0,3,5.03,5.33,5.08,4.96,5.52,1.54,2.67,14581,2024,0.0,14000.0,1045700,14000.0,16038.09
조병현,76,0,76,27,0,0,4,6,12,12,73.0,29,34,32.65,302,52,10,0,8,31,2,3,96,5,0,5,3.58,4.19,4.03,3.8,3.53,1.14,2.37,14805,2024,0.0,3000.0,1045700,13500.0,13697.05
문승원,62,0,62,37,0,0,6,1,20,6,60.0,30,33,35.75,265,67,7,0,10,24,1,3,53,3,0,2,4.5,4.95,5.36,5.05,5.16,1.52,1.06,10783,2024,0.0,18000.0,1045700,80000.0,18787.48
송영진,26,20,6,2,0,0,5,10,0,0,99.1,64,74,68.15,456,112,19,2,10,51,1,0,67,7,2,8,5.8,6.7,6.17,6.06,5.33,1.64,1.04,15462,2024,0.0,19500.0,1045700,5500.0,23878.3
한두솔,69,0,69,8,0,0,2,1,0,3,59.1,33,40,35.9,273,62,10,2,3,31,3,2,68,5,0,1,5.01,6.07,5.45,5.24,3.61,1.57,0.86,13228,2024,0.0,3200.0,1045700,8000.0,9407.8
이로운,62,0,62,14,0,0,1,3,1,9,56.0,37,43,40.1,277,67,9,2,4,43,3,4,41,3,0,3,5.95,6.91,6.44,6.22,5.65,1.96,0.3,15461,2024,0.0,32400.0,1045700,7400.0,29317.03
박종훈,10,9,1,1,0,0,1,4,0,0,35.0,27,28,26.1,164,37,7,0,7,21,8,0,34,0,0,3,6.94,7.2,6.71,6.68,6.72,1.66,0.2,10131,2024,0.0,110000.0,1045700,110000.0,67752.63
박시후,11,0,11,5,0,0,0,0,0,0,14.2,11,11,10.65,70,18,1,0,1,7,2,0,11,1,0,0,6.75,6.75,6.54,6.34,5.04,1.7,0.12,14687,2024,0.0,3000.0,1045700,3100.0,4598.8
