선수,연봉(만원),WAR,WAR당 연봉,팀,pid,연도
김동헌,3000.0,0.48,6292,키움 히어로즈,15473,2023
오상원,3000.0,-0.09,-33749,키움 히어로즈,15474,2023
박윤성,3000.0,-,-,키움 히어로즈,15475,2023
이승원,3000.0,-0.17,-17183,키움 히어로즈,15476,2023
송재선,3000.0,-0.09,-34371,키움 히어로즈,15477,2023
우승원,3000.0,-,-,키움 히어로즈,15478,2023
박성빈,3000.0,-,-,키움 히어로즈,15479,2023
이호열,3000.0,-,-,키움 히어로즈,15480,2023
변헌성,3000.0,-,-,키움 히어로즈,15481,2023
안겸,3000.0,-,-,키움 히어로즈,15482,2023
서유신,3000.0,-,-,키움 히어로즈,15483,2023
김동규,3000.0,-0.17,-17377,키움 히어로즈,15485,2023
류현진,250000.0,4.56,54775,한화 이글스,10590,2024
채은성,100000.0,1.40,71340,한화 이글스,11215,2024
페냐,65000.0,0.35,187034,한화 이글스,15146,2024
페라자,104000.0,2.90,20686,한화 이글스,16121,2024
최재훈,60000.0,1.68,35760,한화 이글스,10170,2024
이태양,50000.0,-0.29,-170710,한화 이글스,10609,2024
안치홍,50000.0,1.97,25319,한화 이글스,10014,2024
산체스,50000.0,1.58,31615,한화 이글스,15643,2024
바리아,48000.0,1.75,27382,한화 이글스,16150,2024
노시환,35000.0,2.92,11985,한화 이글스,14125,2024
장시환,20000.0,0.21,97084,한화 이글스,10453,2024
박상원,19500.0,1.00,19491,한화 이글스,12871,2024
김범수,19300.0,0.14,134337,한화 이글스,11411,2024
정은원,17800.0,0.14,130324,한화 이글스,13137,2024
김민우,16700.0,0.62,26890,한화 이글스,11410,2024
장민재,15000.0,0.66,22587,한화 이글스,10610,2024
김강민,11000.0,0.08,142068,한화 이글스,10108,2024
주현상,11000.0,3.16,3479,한화 이글스,11415,2024
윤대경,11000.0,-0.13,-85456,한화 이글스,11110,2024
정우람,10000.0,-,-,한화 이글스,10156,2024
문동주,10000.0,1.93,5191,한화 이글스,15013,2024
문현빈,23000.0,0.24,33324,한화 이글스,15422,2024
김태연,7800.0,0.47,16566,한화 이글스,12585,2024
이도윤,7500.0,1.14,6585,한화 이글스,11414,2024
이진영,7000.0,0.03,205441,한화 이글스,12539,2024
하주석,7000.0,0.23,30579,한화 이글스,10913,2024
김인환,6900.0,-1.27,-5425,한화 이글스,12589,2024
김종수,6800.0,-,-,한화 이글스,11117,2024
장진혁,5800.0,0.76,7644,한화 이글스,12583,2024
이민우,5600.0,0.90,6199,한화 이글스,13003,2024
배민서,5100.0,-0.03,-178322,한화 이글스,14158,2024
이명기,5000.0,-0.09,-53323,한화 이글스,10119,2024
이재원,5000.0,-0.25,-19618,한화 이글스,10082,2024
한승혁,4900.0,0.96,5130,한화 이글스,10812,2024
와이스,4800.0,3.16,1521,한화 이글스,16153,2024
최인호,4800.0,2.03,2359,한화 이글스,14707,2024
한승주,4500.0,-0.48,-9304,한화 이글스,14621,2024
이상규,4400.0,0.38,11481,한화 이글스,13245,2024
김기중,4400.0,0.38,11587,한화 이글스,14808,2024
박상언,4200.0,0.53,7988,한화 이글스,12587,2024
김규연,4100.0,0.07,59451,한화 이글스,14871,2024
남지민,4000.0,0.10,38156,한화 이글스,14619,2024
조한민,3800.0,-,-,한화 이글스,14210,2024
이원석,3600.0,0.19,18675,한화 이글스,13138,2024
이충호,3400.0,-0.05,-68741,한화 이글스,11116,2024
임종찬,3400.0,-0.22,-15452,한화 이글스,14706,2024
김서현,53300.0,0.65,5071,한화 이글스,15421,2024
권광민,3300.0,0.53,6250,한화 이글스,13676,2024
허관회,3300.0,-,-,한화 이글스,14204,2024
유로결,3300.0,-0.06,-59189,한화 이글스,14126,2024
장규현,3200.0,-0.13,-23948,한화 이글스,14811,2024
김건,3200.0,-,-,한화 이글스,14209,2024
장지수,3200.0,-0.08,-39864,한화 이글스,14178,2024
이재용,3100.0,-,-,한화 이글스,12902,2024
이상혁,3100.0,-0.11,-28290,한화 이글스,15139,2024
이민준,14100.0,-,-,한화 이글스,15423,2024
서정훈,3000.0,-,-,한화 이글스,16120,2024
김선동,3000.0,-,-,한화 이글스,16119,2024
김도빈,3000.0,-0.02,-128266,한화 이글스,16118,2024
권동욱,3000.0,-,-,한화 이글스,16117,2024
승지환,3000.0,-,-,한화 이글스,16116,2024
권현,3000.0,-,-,한화 이글스,16115,2024
원종혁,3000.0,-,-,한화 이글스,16114,2024
이승현,3000.0,-,-,한화 이글스,16113,2024
최준서,3000.0,-,-,한화 이글스,16112,2024
이기창,3000.0,-,-,한화 이글스,16111,2024
황영묵,3000.0,1.83,1642,한화 이글스,16110,2024
정안석,3000.0,-,-,한화 이글스,16109,2024
조동욱,3000.0,0.08,35359,한화 이글스,16108,2024
황준서,3000.0,1.31,2288,한화 이글스,16107,2024
김진욱,3000.0,-,-,한화 이글스,13144,2024
이성민,3000.0,-,-,한화 이글스,15019,2024
정이황,3000.0,-,-,한화 이글스,14127,2024
조은,3000.0,-,-,한화 이글스,14810,2024
한경빈,3000.0,0.00,-629368,한화 이글스,15633,2024
성지훈,3000.0,-,-,한화 이글스,15631,2024
김승일,3000.0,0.13,23229,한화 이글스,14711,2024
박동원,250000.0,4.75,52599,LG 트윈스,10387,2024
김현수,100000.0,1.01,99083,LG 트윈스,10187,2024
켈리,80000.0,1.73,46128,LG 트윈스,13934,2024
오스틴,80000.0,5.62,14229,LG 트윈스,15532,2024
엔스,117000.0,3.76,15962,LG 트윈스,16023,2024
박해민,60000.0,2.71,22112,LG 트윈스,11190,2024
홍창기,51000.0,6.29,8112,LG 트윈스,12546,2024
에르난데스,44000.0,1.33,32988,LG 트윈스,16160,2024
최원태,40000.0,2.78,14390,LG 트윈스,11379,2024
정우영,32000.0,-0.02,-2063305,LG 트윈스,14136,2024
문보경,30000.0,4.30,6972,LG 트윈스,14137,2024
오지환,30000.0,3.12,9616,LG 트윈스,10475,2024
문성주,20000.0,2.89,6928,LG 트윈스,13112,2024
함덕주,20000.0,0.26,78097,LG 트윈스,11094,2024
김진성,20000.0,0.57,35046,LG 트윈스,11166,2024
임찬규,20000.0,3.98,5029,LG 트윈스,10652,2024
최동환,13000.0,-0.22,-58350,LG 트윈스,10535,2024
이우찬,12500.0,-0.64,-19685,LG 트윈스,10749,2024
김윤식,12000.0,-0.07,-163067,LG 트윈스,14588,2024
신민재,11500.0,2.36,4876,LG 트윈스,13056,2024
허도환,10000.0,-0.76,-13118,LG 트윈스,10684,2024
백승현,9200.0,-0.40,-22725,LG 트윈스,13009,2024
유영찬,8500.0,0.66,12856,LG 트윈스,14669,2024
구본혁,7000.0,1.57,4471,LG 트윈스,14140,2024
윤호솔,7000.0,0.10,69777,LG 트윈스,11170,2024
이재원,7000.0,-,-,LG 트윈스,13104,2024
이지강,6800.0,-0.09,-76140,LG 트윈스,14143,2024
김유영,6700.0,0.56,11926,LG 트윈스,11229,2024
박명근,17500.0,-0.34,-19027,LG 트윈스,15486,2024
김민수,6000.0,-0.36,-16868,LG 트윈스,12931,2024
배재준,6000.0,-,-,LG 트윈스,12697,2024
김대현,5700.0,0.03,216389,LG 트윈스,12532,2024
안익훈,5500.0,0.01,689157,LG 트윈스,11347,2024
이영빈,5500.0,0.00,2305239,LG 트윈스,14783,2024
이상영,5000.0,0.50,9955,LG 트윈스,14135,2024
임준형,4800.0,0.13,37733,LG 트윈스,14142,2024
손주영,4300.0,3.68,1168,LG 트윈스,12908,2024
최승민,4000.0,-0.02,-251300,LG 트윈스,14187,2024
강효종,3800.0,-0.06,-66747,LG 트윈스,14780,2024
김영준,3600.0,-0.23,-15448,LG 트윈스,13102,2024
송찬의,3600.0,-0.12,-29631,LG 트윈스,13109,2024
김주성,3500.0,0.17,20427,LG 트윈스,12545,2024
김범석,28300.0,-0.31,-10590,LG 트윈스,15484,2024
전준호,3300.0,-0.02,-155746,LG 트윈스,12864,2024
성동현,3200.0,0.08,37930,LG 트윈스,13103,2024
김진수,3200.0,0.02,204366,LG 트윈스,14781,2024
김성우,3100.0,-0.24,-12863,LG 트윈스,15085,2024
우강훈,3100.0,0.15,20274,LG 트윈스,14816,2024
김성진,3100.0,-0.04,-73680,LG 트윈스,14141,2024
김현종,3000.0,0.17,17163,LG 트윈스,16013,2024
손용준,3000.0,-,-,LG 트윈스,16014,2024
진우영,3000.0,0.08,36767,LG 트윈스,16015,2024
배강,3000.0,-,-,LG 트윈스,16018,2024
최명경,3000.0,-0.04,-68830,LG 트윈스,16026,2024
이태겸,3000.0,-,-,LG 트윈스,16025,2024
오승윤,3000.0,-,-,LG 트윈스,16024,2024
심규빈,3000.0,-,-,LG 트윈스,16022,2024
김도윤,3000.0,-,-,LG 트윈스,16021,2024
강석현,3000.0,-,-,LG 트윈스,16020,2024
김대원,3000.0,0.07,44048,LG 트윈스,16016,2024
정지헌,3000.0,-0.24,-12395,LG 트윈스,16017,2024
김종우,3000.0,-,-,LG 트윈스,16019,2024
한지용,3000.0,-,-,LG 트윈스,14604,2024
이종준,3000.0,0.35,8545,LG 트윈스,14651,2024
문정빈,3000.0,-,-,LG 트윈스,15086,2024
최원영,3000.0,0.25,11916,LG 트윈스,15084,2024
조건희,3000.0,-,-,LG 트윈스,14782,2024
김의준,3000.0,-,-,LG 트윈스,13108,2024
이주헌,3000.0,0.10,29869,LG 트윈스,15081,2024
김단우,3000.0,-,-,LG 트윈스,14841,2024
김유민,3000.0,-,-,LG 트윈스,14842,2024
김형욱,3000.0,-,-,LG 트윈스,14844,2024
박민호,3000.0,-,-,LG 트윈스,14845,2024
전진영,3000.0,-,-,LG 트윈스,14885,2024
이믿음,3000.0,-0.16,-18953,LG 트윈스,14847,2024
백선기,3000.0,-,-,LG 트윈스,13174,2024
하영진,3000.0,-,-,LG 트윈스,14671,2024
김주온,3000.0,-0.11,-27713,LG 트윈스,13057,2024
함창건,3000.0,-0.19,-15608,LG 트윈스,14680,2024
강민,3000.0,-,-,LG 트윈스,14660,2024
김수인,3000.0,-0.15,-20407,LG 트윈스,14675,2024
허용주,8000.0,-,-,LG 트윈스,15491,2024
박세웅,135000.0,4.69,28778,롯데 자이언츠,11310,2024
전준우,130000.0,1.95,66702,롯데 자이언츠,10266,2024
유강남,100000.0,0.02,5859879,롯데 자이언츠,10753,2024
반즈,85000.0,6.81,12473,롯데 자이언츠,15011,2024
레이예스,91000.0,3.72,16111,롯데 자이언츠,16106,2024
윌커슨,60000.0,7.42,8084,롯데 자이언츠,12295,2024
노진혁,60000.0,-0.23,-260317,롯데 자이언츠,11165,2024
김원중,50000.0,2.65,18866,롯데 자이언츠,10825,2024
구승민,45000.0,0.24,188098,롯데 자이언츠,11291,2024
정훈,30000.0,1.18,25494,롯데 자이언츠,10253,2024
한현희,30000.0,1.66,18041,롯데 자이언츠,10863,2024
김민성,20000.0,0.13,150016,롯데 자이언츠,10238,2024
나균안,17000.0,-0.30,-56322,롯데 자이언츠,12930,2024
최준용,16300.0,0.13,121606,롯데 자이언츠,14624,2024
한동희,16200.0,-0.57,-28421,롯데 자이언츠,13145,2024
김상수,16000.0,1.22,13126,롯데 자이언츠,10427,2024
진해수,15000.0,0.02,609489,롯데 자이언츠,10075,2024
박승욱,13500.0,-0.10,-135107,롯데 자이언츠,10804,2024
이인복,10000.0,-0.10,-101025,롯데 자이언츠,11232,2024
오선진,10000.0,0.18,54627,롯데 자이언츠,10557,2024
심재민,9400.0,-,-,롯데 자이언츠,11311,2024
이학주,9200.0,-0.19,-48785,롯데 자이언츠,14114,2024
윤동희,9000.0,3.72,2419,롯데 자이언츠,15048,2024
박진형,8600.0,0.21,40344,롯데 자이언츠,11425,2024
김민석,33500.0,-0.32,-26589,롯데 자이언츠,15253,2024
고승민,8000.0,3.49,2294,롯데 자이언츠,14160,2024
김도규,8000.0,-0.01,-706658,롯데 자이언츠,13148,2024
신정락,8000.0,-,-,롯데 자이언츠,10516,2024
황성빈,7600.0,2.15,3532,롯데 자이언츠,14642,2024
정보근,7500.0,-0.54,-13918,롯데 자이언츠,13154,2024
이정훈,6000.0,0.49,12178,롯데 자이언츠,12916,2024
김진욱,6000.0,2.38,2524,롯데 자이언츠,14792,2024
지시완,5800.0,-,-,롯데 자이언츠,11413,2024
신윤후,5200.0,0.30,17392,롯데 자이언츠,14169,2024
손성빈,5000.0,0.24,21042,롯데 자이언츠,14796,2024
손호영,4500.0,2.83,1587,롯데 자이언츠,14590,2024
진승현,4300.0,0.02,177767,롯데 자이언츠,15047,2024
임준섭,4000.0,0.11,37866,롯데 자이언츠,10795,2024
장두성,4000.0,-0.22,-17905,롯데 자이언츠,13155,2024
최설우,4000.0,-,-,롯데 자이언츠,11276,2024
나승엽,4000.0,1.44,2783,롯데 자이언츠,14797,2024
정성종,3900.0,-,-,롯데 자이언츠,13147,2024
최이준,3800.0,-0.36,-10553,롯데 자이언츠,13169,2024
이민석,3800.0,0.10,36348,롯데 자이언츠,15045,2024
강태율,3600.0,-0.27,-13194,롯데 자이언츠,11388,2024
박진,3300.0,1.15,2860,롯데 자이언츠,14163,2024
서동욱,3300.0,-0.48,-6922,롯데 자이언츠,15624,2024
정대선,10200.0,0.04,89444,롯데 자이언츠,15443,2024
김강현,3200.0,0.52,6205,롯데 자이언츠,12699,2024
현도훈,3200.0,-0.13,-24338,롯데 자이언츠,13271,2024
박명현,3200.0,-,-,롯데 자이언츠,14622,2024
이진하,18200.0,-,-,롯데 자이언츠,15441,2024
이태연,9100.0,-,-,롯데 자이언츠,15444,2024
최항,3100.0,-0.18,-17554,롯데 자이언츠,10810,2024
윤성빈,3100.0,-0.06,-49968,롯데 자이언츠,12928,2024
김동혁,3100.0,0.21,14524,롯데 자이언츠,15645,2024
신병률,3100.0,-,-,롯데 자이언츠,13173,2024
이주찬,3100.0,-0.49,-6332,롯데 자이언츠,14819,2024
정우준,3100.0,0.04,78951,롯데 자이언츠,14795,2024
송재영,3100.0,-0.17,-18291,롯데 자이언츠,14794,2024
홍민기,3100.0,-0.01,-245954,롯데 자이언츠,14625,2024
안우진,3000.0,-,-,롯데 자이언츠,16096,2024
이선우,3000.0,-0.20,-14708,롯데 자이언츠,16095,2024
박성준,3000.0,-,-,롯데 자이언츠,16094,2024
강성우,3000.0,-0.01,-577736,롯데 자이언츠,16093,2024
박준우,3000.0,0.00,3037969,롯데 자이언츠,16092,2024
이호준,3000.0,0.12,25827,롯데 자이언츠,16091,2024
정현수,3000.0,0.89,3373,롯데 자이언츠,16090,2024
전미르,3000.0,0.45,6734,롯데 자이언츠,16089,2024
소한빈,3000.0,-,-,롯데 자이언츠,16097,2024
전하원,3000.0,-,-,롯데 자이언츠,16098,2024
유제모,3000.0,-,-,롯데 자이언츠,16099,2024
기민성,3000.0,-,-,롯데 자이언츠,16105,2024
김대현,3000.0,-,-,롯데 자이언츠,16104,2024
고경표,3000.0,-,-,롯데 자이언츠,16103,2024
강승구,3000.0,-0.08,-39274,롯데 자이언츠,16102,2024
백두산,3000.0,-0.02,-150583,롯데 자이언츠,16101,2024
배세종,3000.0,-,-,롯데 자이언츠,16100,2024
하혜성,3000.0,-,-,롯데 자이언츠,15050,2024
이병준,3000.0,-,-,롯데 자이언츠,14817,2024
최우인,3000.0,-,-,롯데 자이언츠,14818,2024
이인한,3000.0,0.12,24573,롯데 자이언츠,14690,2024
최형우,100000.0,2.09,47887,KIA 타이거즈,10344,2024
나성범,80000.0,1.84,43391,KIA 타이거즈,11162,2024
김태군,70000.0,1.00,70094,KIA 타이거즈,10459,2024
김선빈,60000.0,2.11,28379,KIA 타이거즈,10008,2024
크로우,104000.0,1.28,47041,KIA 타이거즈,16087,2024
소크라테스,50000.0,4.06,12324,KIA 타이거즈,14996,2024
양현종,50000.0,4.99,10026,KIA 타이거즈,10058,2024
네일,71500.0,5.02,6975,KIA 타이거즈,16088,2024
박찬호,30000.0,4.03,7451,KIA 타이거즈,11261,2024
알드레드,30000.0,1.45,20711,KIA 타이거즈,16151,2024
라우어,30000.0,0.88,33923,KIA 타이거즈,16161,2024
임기영,25000.0,-0.20,-125138,KIA 타이거즈,10909,2024
최원준,22000.0,2.35,9351,KIA 타이거즈,12534,2024
정해영,20000.0,2.35,8510,KIA 타이거즈,14608,2024
전상현,17000.0,1.49,11445,KIA 타이거즈,12537,2024
이의리,17000.0,0.09,183155,KIA 타이거즈,14788,2024
장현식,16000.0,1.69,9468,KIA 타이거즈,11164,2024
고종욱,15000.0,0.09,165595,KIA 타이거즈,10659,2024
이준영,14000.0,0.38,36780,KIA 타이거즈,11303,2024
이우성,13000.0,-0.10,-128006,KIA 타이거즈,11099,2024
이창진,12000.0,0.64,18738,KIA 타이거즈,11233,2024
김대유,11000.0,-0.35,-31834,KIA 타이거즈,10706,2024
최지민,10000.0,0.38,25990,KIA 타이거즈,15057,2024
김도영,10000.0,8.52,1174,KIA 타이거즈,15056,2024
김호령,9000.0,-0.07,-126775,KIA 타이거즈,11298,2024
윤영철,41000.0,2.11,4261,KIA 타이거즈,15432,2024
박준표,8000.0,-0.04,-194862,KIA 타이거즈,11070,2024
황대인,8000.0,-0.02,-349722,KIA 타이거즈,11306,2024
이형범,7000.0,-0.19,-36107,KIA 타이거즈,11159,2024
한승택,6500.0,-0.10,-64995,KIA 타이거즈,11119,2024
윤중현,6500.0,-0.35,-18821,KIA 타이거즈,13122,2024
변우혁,6000.0,0.64,9336,KIA 타이거즈,14124,2024
김규성,5500.0,-0.18,-30087,KIA 타이거즈,12540,2024
서건창,5000.0,1.61,3106,KIA 타이거즈,10855,2024
한준수,5000.0,1.80,2774,KIA 타이거즈,13113,2024
스타우트,4500.0,0.33,13448,KIA 타이거즈,16163,2024
김현수,4500.0,-0.12,-38109,KIA 타이거즈,14162,2024
주효상,4400.0,-,-,KIA 타이거즈,12567,2024
최정용,4300.0,-0.18,-23881,KIA 타이거즈,11407,2024
김유신,4200.0,-,-,KIA 타이거즈,13114,2024
김승현,4100.0,0.12,34777,KIA 타이거즈,12637,2024
김기훈,4000.0,0.05,75404,KIA 타이거즈,14176,2024
예진원,4000.0,-0.53,-7559,KIA 타이거즈,13093,2024
김건국,4000.0,-0.20,-19538,KIA 타이거즈,12944,2024
김석환,4000.0,-,-,KIA 타이거즈,12917,2024
박정우,3800.0,0.42,8953,KIA 타이거즈,12869,2024
유승철,3600.0,0.12,31245,KIA 타이거즈,12914,2024
홍종표,3500.0,0.26,13612,KIA 타이거즈,14612,2024
황동하,3500.0,2.12,1652,KIA 타이거즈,15063,2024
장민기,3500.0,-,-,KIA 타이거즈,14789,2024
박민,3500.0,-0.03,-103627,KIA 타이거즈,14611,2024
김도현,3500.0,1.18,2957,KIA 타이거즈,14128,2024
김사윤,3400.0,-0.10,-32496,KIA 타이거즈,11364,2024
오선우,3300.0,-0.03,-95565,KIA 타이거즈,14181,2024
곽도규,9300.0,1.27,2592,KIA 타이거즈,15435,2024
임석진,3200.0,-,-,KIA 타이거즈,12612,2024
권혁경,3200.0,-,-,KIA 타이거즈,14790,2024
최수빈,3100.0,-,-,KIA 타이거즈,12618,2024
고명성,3100.0,-,-,KIA 타이거즈,13171,2024
정해원,13100.0,-,-,KIA 타이거즈,15433,2024
박건우,3100.0,-,-,KIA 타이거즈,14786,2024
유지성,3100.0,-0.02,-128033,KIA 타이거즈,14607,2024
김태윤,3000.0,-,-,KIA 타이거즈,16079,2024
이상준,3000.0,-,-,KIA 타이거즈,16078,2024
조대현,3000.0,-,-,KIA 타이거즈,16077,2024
박시온,3000.0,-,-,KIA 타이거즈,16157,2024
장재혁,3000.0,0.06,50100,KIA 타이거즈,14657,2024
김두현,3000.0,-0.21,-13982,KIA 타이거즈,16086,2024
성영탁,3000.0,-,-,KIA 타이거즈,16085,2024
강민제,3000.0,-,-,KIA 타이거즈,16084,2024
김민재,3000.0,-0.06,-46670,KIA 타이거즈,16083,2024
김민주,3000.0,-0.04,-82061,KIA 타이거즈,16082,2024
최지웅,3000.0,-,-,KIA 타이거즈,16081,2024
오규석,3000.0,-,-,KIA 타이거즈,14655,2024
강동훈,3000.0,-,-,KIA 타이거즈,16080,2024
박상준,3000.0,-,-,KIA 타이거즈,15125,2024
홍원빈,3000.0,-,-,KIA 타이거즈,14177,2024
김재현,6000.0,-,-,KIA 타이거즈,15440,2024
김도월,6000.0,-,-,KIA 타이거즈,15439,2024
이도현,7000.0,-,-,KIA 타이거즈,15437,2024
이송찬,8000.0,-,-,KIA 타이거즈,15436,2024
김원경,3000.0,-,-,KIA 타이거즈,14791,2024
오정환,3000.0,-,-,KIA 타이거즈,13117,2024
이성주,3000.0,-,-,KIA 타이거즈,15061,2024
김찬민,3000.0,-,-,KIA 타이거즈,15060,2024
윤도현,3000.0,0.51,5916,KIA 타이거즈,15058,2024
장시현,3000.0,-,-,KIA 타이거즈,14824,2024
이영재,3000.0,-,-,KIA 타이거즈,14826,2024
강이준,3000.0,-,-,KIA 타이거즈,12866,2024
김민수,3000.0,-,-,KIA 타이거즈,14183,2024
고영표,200000.0,1.89,105830,KT 위즈,11308,2024
황재균,100000.0,-0.19,-536924,KT 위즈,10407,2024
쿠에바스,100000.0,4.93,20280,KT 위즈,13942,2024
벤자민,90000.0,3.07,29362,KT 위즈,15143,2024
로하스,50000.0,7.26,6889,KT 위즈,12995,2024
장성우,50000.0,3.51,14254,KT 위즈,10235,2024
오재일,50000.0,-0.84,-59474,KT 위즈,10400,2024
배정대,32000.0,0.77,41600,KT 위즈,11212,2024
김상수,30000.0,1.95,15374,KT 위즈,10320,2024
심우준,29000.0,0.90,32170,KT 위즈,11334,2024
강백호,29000.0,2.75,10546,KT 위즈,13168,2024
엄상백,25000.0,3.95,6335,KT 위즈,11318,2024
김민혁,24000.0,2.70,8893,KT 위즈,11339,2024
우규민,22000.0,1.34,16466,KT 위즈,10523,2024
소형준,22000.0,0.31,70608,KT 위즈,14600,2024
주권,20000.0,-0.17,-118929,KT 위즈,11323,2024
박경수,20000.0,0.08,260169,KT 위즈,10469,2024
박영현,16000.0,2.43,6581,KT 위즈,15089,2024
김민수,16000.0,0.51,31184,KT 위즈,11317,2024
조용호,15000.0,-0.42,-35436,KT 위즈,12943,2024
오윤석,14000.0,1.57,8907,KT 위즈,11397,2024
신본기,13000.0,0.83,15636,KT 위즈,10840,2024
손동현,12000.0,0.13,88905,KT 위즈,14108,2024
문상철,11000.0,3.43,3206,KT 위즈,11333,2024
김준태,10000.0,0.19,52689,KT 위즈,10835,2024
박시영,9000.0,0.29,30622,KT 위즈,10737,2024
이호연,8500.0,-0.65,-13160,KT 위즈,13151,2024
송민섭,6500.0,-0.27,-24314,KT 위즈,11342,2024
문용익,6300.0,-0.34,-18391,KT 위즈,12885,2024
이상동,6000.0,-0.03,-179748,KT 위즈,14109,2024
조이현,6000.0,0.51,11721,KT 위즈,11284,2024
장준원,5300.0,-0.03,-171447,KT 위즈,11214,2024
이채호,5300.0,-0.11,-50284,KT 위즈,13130,2024
강현우,5000.0,0.38,13279,KT 위즈,14603,2024
안치영,5000.0,-0.07,-71312,KT 위즈,13006,2024
김민,5000.0,1.84,2712,KT 위즈,13167,2024
권동진,4600.0,-0.07,-64146,KT 위즈,14777,2024
천성호,4500.0,0.08,54946,KT 위즈,14606,2024
홍현빈,4500.0,-0.16,-29019,KT 위즈,12941,2024
하준호,4500.0,0.00,-1497604,KT 위즈,10304,2024
정준영,16200.0,0.41,10337,KT 위즈,15519,2024
김영현,4100.0,0.00,2704271,KT 위즈,14869,2024
이선우,4000.0,0.15,26897,KT 위즈,14111,2024
강민성,3600.0,0.01,427911,KT 위즈,14191,2024
강건,6500.0,-0.13,-27776,KT 위즈,15527,2024
김태오,3500.0,-,-,KT 위즈,12577,2024
이정현,3500.0,-,-,KT 위즈,12937,2024
박세진,3500.0,-0.05,-71550,KT 위즈,12572,2024
전용주,3200.0,-0.09,-35628,KT 위즈,14106,2024
양승혁,3200.0,-,-,KT 위즈,13233,2024
류현인,8100.0,-,-,KT 위즈,15523,2024
박민석,3100.0,-0.42,-7327,KT 위즈,14110,2024
조대현,3100.0,0.49,6355,KT 위즈,13177,2024
김정운,25100.0,-,-,KT 위즈,15518,2024
김병준,3100.0,0.27,11466,KT 위즈,15097,2024
한차현,3100.0,-0.25,-12239,KT 위즈,14776,2024
김지민,3000.0,-,-,KT 위즈,16037,2024
이승현,3000.0,-,-,KT 위즈,16034,2024
박태완,3000.0,-,-,KT 위즈,16033,2024
박정현,3000.0,-,-,KT 위즈,16032,2024
신호준,3000.0,-,-,KT 위즈,16031,2024
최윤서,3000.0,-,-,KT 위즈,16030,2024
김민성,3000.0,-,-,KT 위즈,16029,2024
육청명,3000.0,0.63,4742,KT 위즈,16028,2024
원상현,3000.0,0.04,70898,KT 위즈,16027,2024
김민석,3000.0,-,-,KT 위즈,16035,2024
이승언,3000.0,-,-,KT 위즈,16036,2024
윤준혁,3000.0,-0.24,-12470,KT 위즈,14605,2024
이현민,3000.0,-,-,KT 위즈,16159,2024
한민우,3000.0,-,-,KT 위즈,16144,2024
최용준,3000.0,-,-,KT 위즈,14658,2024
이태규,3000.0,-,-,KT 위즈,14179,2024
박시윤,3000.0,-,-,KT 위즈,13170,2024
안현민,3000.0,-0.10,-29490,KT 위즈,15092,2024
김건형,3000.0,-0.21,-14433,KT 위즈,14779,2024
이근혁,3000.0,-,-,KT 위즈,15254,2024
김규대,3000.0,-,-,KT 위즈,14884,2024
최성민,3000.0,-,-,KT 위즈,14870,2024
윤강찬,3000.0,-,-,KT 위즈,13172,2024
김주완,3000.0,-,-,KT 위즈,14833,2024
최정태,3000.0,-,-,KT 위즈,15619,2024
이종혁,3000.0,-,-,KT 위즈,12938,2024
이준명,6000.0,-,-,KT 위즈,15526,2024
