Name,Team,WAAwithPOS,G_x,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR,G_y,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,id,2023,2024,2024_예측
서호철,23 3B,0.751,128,101,884.0,322,111,197,14,0.957,3.136,5.09,0.0,0.14,1.47,0.0,0.0,0.0,0.0,7.11,7.999,0.247,7.357,0.725,142205,2.23,114,1.5,0.73,435,429,397,50,114,17,3,5,152,41,4,5,20,8,0,51,9,6,4,0.287,0.331,0.383,0.714,0.115,97.1,14220,4500.0,12000.0,12385.0
송민섭,23 RF,0.407,64,1,124.0,42,42,0,0,1.0,3.048,3.28,0.57,0.22,0.0,0.0,0.0,0.0,0.0,4.07,9.158,-0.079,3.991,0.415,113428,0.19,69,-0.23,0.42,25,25,23,6,3,0,0,0,3,0,3,1,1,1,0,8,0,0,0,0.13,0.2,0.13,0.33,-0.018,-15.3,11342,6500.0,6500.0,6393.0
정준영,23 LF,0.21,36,7,128.0,44,41,2,1,0.977,3.023,1.56,0.86,-0.3,0.0,0.0,0.0,0.0,0.0,2.15,8.6,-0.089,2.061,0.219,155198,0.38,34,0.16,0.22,55,51,48,6,14,2,0,0,16,6,0,0,3,0,0,11,1,4,0,0.292,0.333,0.333,0.666,0.1,80.7,15519,3000.0,16200.0,12988.0
장준원,23 SS,0.291,75,26,288.0,113,39,72,2,0.982,3.469,-0.04,0.0,0.67,1.46,0.0,0.0,0.0,0.0,2.18,4.186,0.667,2.847,0.222,112148,0.16,69,-0.06,0.22,104,101,87,10,15,2,1,1,22,10,3,0,12,1,0,25,1,3,1,0.172,0.277,0.253,0.53,0.058,48.0,11214,5000.0,5300.0,5351.0
예진원,23 LF,-0.374,15,7,68.0,15,14,1,0,1.0,1.985,-3.91,0.25,0.13,0.0,0.0,0.0,0.0,0.0,-3.55,-34.08,-0.119,-3.669,-0.362,130937,-0.51,16,-0.15,-0.36,36,34,34,2,8,1,0,1,12,4,0,0,0,0,0,7,0,2,0,0.235,0.235,0.353,0.588,0.055,47.4,13093,3900.0,4000.0,5219.0
박수종,23 RF,0.295,21,11,111.0,38,37,1,0,1.0,3.081,2.7,0.33,0.22,0.0,0.0,0.0,0.0,0.0,3.22,22.08,-0.327,2.893,0.329,151327,1.02,23,0.7,0.33,50,50,45,7,19,1,2,0,24,3,0,0,3,1,0,6,1,0,1,0.422,0.46,0.533,0.993,0.219,191.1,15132,3000.0,4000.0,6719.0
송성문,23 3B,0.289,120,93,848.0,362,211,141,10,0.972,3.736,3.4,0.0,-0.09,-0.52,0.0,0.0,0.0,0.0,3.13,3.756,-0.3,2.83,0.319,113767,0.92,104,0.6,0.32,438,431,388,43,102,16,3,5,139,60,1,0,39,0,5,38,9,4,7,0.263,0.325,0.358,0.683,0.098,84.6,11376,12000.0,13000.0,14547.0
임병욱,23 RF,-0.19,68,48,454.0,119,114,2,3,0.975,2.3,-1.6,0.98,-0.72,0.0,0.0,0.0,0.0,0.0,-1.32,-2.795,-0.545,-1.865,-0.135,112267,0.31,80,0.44,-0.14,223,222,208,30,54,11,1,6,85,36,4,0,10,1,0,75,1,1,3,0.26,0.293,0.409,0.702,0.103,88.1,11226,5800.0,7000.0,8167.0
문성주,23 LF,0.461,142,107,990.0,268,260,5,3,0.989,2.409,6.85,-0.63,0.82,0.0,0.0,0.0,0.0,0.0,7.04,7.139,-2.519,4.521,0.718,131126,3.58,136,2.86,0.72,534,528,449,77,132,21,4,2,167,57,24,14,67,8,0,34,10,6,4,0.294,0.392,0.372,0.764,0.146,129.1,13112,9500.0,20000.0,20245.0
유로결,23 RF,-0.0,27,14,134.0,25,24,1,0,1.0,1.679,0.11,-0.15,0.24,0.0,0.0,0.0,0.0,0.0,0.19,1.013,-0.191,-0.001,0.019,141269,-0.63,27,-0.65,0.02,53,52,48,5,7,1,0,0,8,5,1,0,1,1,0,10,3,1,2,0.146,0.173,0.167,0.34,-0.029,-24.3,14126,3300.0,3300.0,3632.0
박계범,23 SS,-0.101,76,44,422.0,201,72,120,9,0.955,4.095,1.08,0.0,-0.95,-2.76,0.0,0.0,0.0,0.0,-2.62,-4.964,1.633,-0.987,-0.267,111981,-0.33,78,-0.06,-0.27,194,189,169,18,37,6,0,2,49,15,2,2,15,2,1,44,4,5,3,0.219,0.286,0.29,0.576,0.066,58.0,11198,9700.0,8500.0,8051.0
안익훈,23 RF,0.005,14,4,56.0,13,13,0,0,1.0,2.089,0.38,-0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.14,1.44,-0.091,0.049,0.014,113476,0.05,11,0.04,0.01,23,23,22,1,7,1,0,0,8,2,0,0,0,1,0,2,0,0,0,0.318,0.348,0.364,0.712,0.117,103.7,11347,5100.0,5500.0,6379.0
이유찬,23 2B,0.455,100,62,582.0,340,143,181,16,0.953,5.01,4.89,0.0,-2.45,0.52,0.0,0.0,0.0,0.0,2.95,4.248,1.506,4.456,0.301,128941,0.85,104,0.55,0.3,239,234,210,31,51,7,2,1,65,16,12,5,20,3,0,51,0,5,1,0.243,0.316,0.31,0.626,0.09,79.4,12894,6000.0,8500.0,9403.0
박지훈,23 1B,-0.096,17,4,52.0,38,36,2,0,1.0,6.577,-0.56,0.0,0.1,-0.26,0.0,0.0,0.0,0.0,-0.73,-6.184,-0.209,-0.939,-0.074,147361,-0.21,22,-0.14,-0.07,21,21,19,2,4,1,0,0,5,2,1,0,2,0,0,7,0,0,0,0.211,0.286,0.263,0.549,0.062,55.8,14736,3600.0,3600.0,3672.0
김태근,23 RF,-0.393,38,11,154.0,40,34,2,4,0.9,2.104,-2.39,0.48,-1.7,0.0,0.0,0.0,0.0,0.0,-3.62,-13.718,-0.231,-3.851,-0.369,141751,-0.77,41,-0.4,-0.37,55,53,52,9,11,3,0,0,14,3,0,3,0,1,0,21,0,2,0,0.212,0.226,0.269,0.495,0.029,25.7,14175,3000.0,3400.0,4776.0
이재원,23 LF,-0.197,42,28,205.0,70,64,4,2,0.971,2.985,-0.77,0.11,-0.62,0.0,0.0,0.0,0.0,0.0,-1.23,-4.217,-0.702,-1.932,-0.125,131046,0.05,57,0.17,-0.13,129,128,112,15,24,5,0,4,41,18,4,2,12,2,2,40,1,0,3,0.214,0.295,0.366,0.661,0.091,80.4,13104,8500.0,7000.0,7323.0
이주형,23 CF,0.0,32,31,268.0,91,91,0,0,1.0,3.056,1.24,-1.57,0.38,0.0,0.0,0.0,0.0,0.0,0.06,0.27,-0.056,0.004,0.006,145917,2.15,51,2.15,0.01,227,223,200,30,66,11,4,6,103,34,3,1,19,4,2,48,4,2,2,0.33,0.396,0.515,0.911,0.184,160.1,14591,3300.0,6600.0,7835.0
박주홍,23 LF,-0.119,20,16,106.0,63,61,2,0,1.0,5.349,-1.32,0.3,0.19,0.0,0.0,0.0,0.0,0.0,-0.82,-5.904,-0.348,-1.168,-0.084,145807,-0.73,27,-0.65,-0.08,57,56,49,5,6,0,1,0,8,2,1,0,5,0,0,26,0,1,2,0.122,0.196,0.163,0.359,-0.012,-10.2,14580,4000.0,3600.0,3787.0
신준우,23 SS,-0.171,23,4,52.0,31,11,18,2,0.935,5.019,-1.74,0.0,-0.37,0.28,0.0,0.0,0.0,0.0,-1.83,-11.457,0.155,-1.675,-0.187,146957,-0.42,24,-0.23,-0.19,19,19,18,4,2,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0.111,0.158,0.111,0.269,-0.08,-69.2,14695,4800.0,4200.0,4804.0
조용호,23 RF,-0.256,61,39,345.0,66,62,3,1,0.985,1.696,-2.51,1.1,0.16,0.0,0.0,0.0,0.0,0.0,-1.25,-2.951,-1.26,-2.51,-0.128,129438,-0.12,63,0.0,-0.13,184,184,161,20,40,2,0,0,42,7,4,0,23,0,0,25,3,0,0,0.248,0.342,0.261,0.603,0.089,73.5,12943,32000.0,15000.0,15888.0
류현인,23 2B,-0.184,16,5,60.0,25,8,16,1,0.96,3.6,-1.27,0.0,0.15,0.03,0.0,0.0,0.0,0.0,-1.85,-16.65,0.045,-1.805,-0.189,155238,-0.46,17,-0.27,-0.19,24,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0,0,0.13,0.167,0.13,0.297,-0.042,-34.0,15523,3000.0,8100.0,7006.0
김찬형,23 3B,-0.051,36,10,140.0,59,18,38,3,0.949,3.6,0.12,0.0,-0.65,0.26,0.0,0.0,0.0,0.0,-0.53,-2.12,0.034,-0.496,-0.054,126224,-0.04,36,0.01,-0.05,53,51,48,6,11,3,0,1,17,5,0,0,2,1,0,10,1,2,0,0.229,0.275,0.354,0.629,0.081,67.6,12622,5000.0,5000.0,5721.0
하재훈,23 LF,0.221,70,48,468.0,114,107,5,2,0.982,2.154,3.35,0.01,-0.13,0.0,0.0,0.0,0.0,0.0,3.21,6.603,-1.046,2.164,0.328,141474,2.44,77,2.12,0.33,229,226,201,35,61,10,1,7,94,35,11,0,19,5,1,53,0,2,2,0.303,0.374,0.468,0.842,0.161,134.0,14147,5500.0,10000.0,9609.0
최상민,23 RF,0.216,42,6,114.0,36,36,0,0,1.0,2.842,2.16,-0.16,0.18,0.0,0.0,0.0,0.0,0.0,2.19,7.509,-0.069,2.121,0.223,131954,0.16,51,-0.07,0.22,41,39,34,5,8,0,0,0,8,3,2,2,4,0,0,7,0,2,1,0.235,0.308,0.235,0.543,0.061,51.3,13195,3000.0,3200.0,4712.0
홍현빈,23 CF,-0.05,45,20,200.0,63,62,1,0,1.0,2.835,-0.73,-0.01,0.28,0.0,0.0,0.0,0.0,0.0,-0.46,-1.472,-0.028,-0.488,-0.047,129418,0.15,44,0.19,-0.05,86,86,73,15,17,2,0,0,19,1,2,0,13,0,0,21,2,0,0,0.233,0.349,0.26,0.609,0.096,78.2,12941,4800.0,4500.0,5754.0
신본기,23 SS,0.079,49,19,198.0,97,42,52,3,0.969,4.273,0.38,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.49,1.44,0.285,0.775,0.05,108408,0.28,40,0.23,0.05,75,74,54,8,11,2,0,1,16,7,0,1,14,2,0,8,3,1,4,0.204,0.365,0.296,0.661,0.117,94.9,10840,13000.0,13000.0,11375.0
이도윤,23 SS,1.278,115,92,809.0,406,172,226,8,0.98,4.428,4.89,0.0,0.92,1.33,0.0,0.0,0.0,0.0,7.15,8.953,5.375,12.525,0.73,114149,1.64,106,0.91,0.73,346,331,309,36,78,13,2,1,98,13,11,3,18,4,1,55,6,15,0,0.252,0.302,0.317,0.619,0.082,70.0,11414,3400.0,7500.0,10327.0
김동진,23 2B,0.496,51,31,302.0,173,65,102,6,0.965,4.977,3.19,0.0,-0.2,1.06,0.0,0.0,0.0,0.0,4.06,11.464,0.803,4.863,0.414,148633,0.73,44,0.31,0.41,137,134,122,14,32,7,0,0,39,8,3,0,9,1,0,26,4,3,2,0.262,0.313,0.32,0.633,0.088,73.8,14863,3300.0,4500.0,4980.0
이진영,23 RF,0.213,132,95,845.0,231,215,11,5,0.978,2.407,5.17,-0.48,-1.0,0.0,0.0,0.0,0.0,0.0,3.7,4.036,-1.614,2.086,0.378,125399,2.44,121,2.06,0.38,422,418,358,57,89,22,0,10,141,50,5,0,53,2,0,127,4,4,5,0.249,0.344,0.394,0.738,0.129,109.2,12539,3900.0,7000.0,9600.0
류지혁,23 3B,-0.055,81,61,520.0,274,191,81,2,0.993,4.708,-0.66,0.0,1.14,-0.97,0.0,0.0,0.0,0.0,-0.02,-0.036,-0.519,-0.539,-0.002,108943,0.41,66,0.41,0.0,269,261,235,35,63,5,0,2,74,28,22,0,19,3,0,30,7,8,4,0.268,0.326,0.315,0.641,0.092,76.7,10894,15500.0,20000.0,19485.0
김성윤,23 RF,0.414,100,55,548.0,152,147,3,2,0.987,2.464,4.42,0.42,-0.05,0.0,0.0,0.0,0.0,0.0,4.79,6.898,-0.734,4.056,0.489,129363,1.93,101,1.44,0.49,272,268,245,40,77,4,6,2,99,28,20,4,14,4,0,35,2,4,5,0.314,0.354,0.404,0.758,0.13,109.0,12936,4300.0,10000.0,11125.0
김성현,23 2B,0.276,121,84,790.0,419,176,229,14,0.967,4.614,1.97,0.0,-0.47,-0.26,0.0,0.0,0.0,0.0,1.33,1.583,1.375,2.705,0.136,106364,1.19,112,1.06,0.14,354,341,310,35,83,14,0,1,100,27,4,1,29,0,1,36,6,13,2,0.268,0.328,0.323,0.651,0.096,79.6,10636,15000.0,20000.0,19742.0
안주형,23 2B,-0.339,35,16,155.0,84,40,42,2,0.976,4.761,-4.76,0.0,0.41,0.7,0.0,0.0,0.0,0.0,-3.67,-15.099,0.349,-3.321,-0.374,129883,-0.34,53,0.03,-0.37,91,90,79,12,19,2,0,1,24,10,0,0,10,0,0,20,3,1,1,0.241,0.322,0.304,0.626,0.09,74.3,12988,3800.0,5200.0,5876.0
안상현,23 2B,-0.065,52,14,182.0,98,39,57,2,0.98,4.747,-0.64,0.0,-0.01,-0.46,0.0,0.0,0.0,0.0,-1.12,-3.102,0.485,-0.635,-0.114,126134,-0.04,58,0.08,-0.11,66,63,58,10,14,3,0,0,17,2,3,1,5,0,0,15,1,3,0,0.241,0.302,0.293,0.595,0.076,63.5,12613,4000.0,4000.0,4454.0
오윤석,23 1B,0.077,87,57,496.0,406,309,95,2,0.995,7.331,2.02,0.0,1.06,-1.1,0.0,0.0,0.0,0.0,2.04,3.377,-1.281,0.759,0.208,113978,0.55,82,0.35,0.21,223,216,199,24,50,13,1,4,77,17,3,1,13,5,1,44,7,6,0,0.251,0.313,0.387,0.7,0.11,90.7,11397,12000.0,14000.0,12730.0
안치영,23 RF,-0.198,71,33,329.0,66,62,2,2,0.97,1.751,-0.82,0.21,-0.36,0.0,0.0,0.0,0.0,0.0,-0.99,-2.008,-0.946,-1.936,-0.101,130068,0.14,76,0.24,-0.1,136,133,124,20,36,3,1,0,41,9,7,1,6,2,0,35,1,3,1,0.29,0.331,0.331,0.662,0.098,79.7,13006,3000.0,5000.0,7976.0
홍종표,23 2B,0.055,24,1,39.0,19,8,11,0,1.0,4.385,0.29,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.49,2.94,0.05,0.54,0.05,146120,0.11,40,0.06,0.05,12,11,7,10,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0.0,0.364,0.0,0.364,0.079,64.9,14612,3300.0,3500.0,4353.0
김민혁,23 RF,0.644,122,98,767.0,195,190,1,4,0.979,2.241,9.18,-1.04,-0.68,0.0,0.0,0.0,0.0,0.0,7.48,8.829,-1.169,6.311,0.763,113398,2.55,113,1.79,0.76,448,441,397,68,118,20,3,3,153,41,11,4,36,3,0,48,4,7,5,0.297,0.356,0.385,0.741,0.128,104.9,11339,15000.0,24000.0,22935.0
한석현,23 LF,0.125,30,13,146.0,46,44,0,2,0.957,2.712,2.77,-0.56,-0.76,0.0,0.0,0.0,0.0,0.0,1.45,6.96,-0.22,1.23,0.148,132505,-0.27,27,-0.41,0.15,66,64,60,5,12,1,0,0,13,2,2,1,4,0,0,20,2,2,0,0.2,0.25,0.217,0.467,0.026,22.9,13250,3900.0,3900.0,4190.0
김성욱,23 RF,0.021,102,41,441.0,99,98,1,0,1.0,2.02,-1.53,1.43,0.73,0.0,0.0,0.0,0.0,0.0,0.63,0.889,-0.425,0.205,0.064,111535,0.42,93,0.36,0.06,204,201,179,28,40,10,0,6,68,16,6,1,16,5,0,63,7,3,1,0.223,0.303,0.38,0.683,0.105,89.3,11153,10000.0,9500.0,9267.0
최정원,23 CF,0.045,24,9,106.0,45,22,23,0,1.0,3.821,0.54,0.12,0.23,-0.58,0.0,0.0,0.0,0.0,0.3,1.8,0.137,0.438,0.031,142215,0.35,39,0.32,0.03,56,54,50,12,13,3,2,0,20,5,4,1,1,3,0,13,1,2,0,0.26,0.315,0.4,0.715,0.119,100.0,14221,6600.0,6600.0,7160.0
강진성,23 1B,-0.089,39,31,254.0,240,224,15,1,0.996,8.469,-0.01,0.19,0.46,0.0,0.0,0.0,0.0,0.0,0.7,2.585,-1.574,-0.874,0.071,111484,0.1,55,0.03,0.07,142,141,131,10,34,6,1,3,51,17,0,0,6,3,0,20,2,1,1,0.26,0.305,0.389,0.694,0.105,87.8,11148,8000.0,8500.0,8403.0
고승민,23 1B,-0.454,94,71,605.0,456,417,37,2,0.996,6.754,-1.92,-0.63,1.1,0.0,0.0,0.0,0.0,0.0,-1.29,-1.976,-3.158,-4.448,-0.132,141602,0.08,94,0.21,-0.13,308,301,255,35,57,14,2,2,81,24,8,3,42,1,3,64,2,6,4,0.224,0.331,0.318,0.649,0.1,82.5,14160,7300.0,8000.0,14265.0
장두성,23 CF,0.201,22,1,51.0,12,12,0,0,1.0,2.118,1.88,0.03,0.06,0.0,0.0,0.0,0.0,0.0,1.97,12.895,-0.0,1.97,0.201,131552,0.17,25,-0.03,0.2,15,14,13,7,2,0,0,0,2,1,2,0,1,0,0,3,1,1,0,0.154,0.214,0.154,0.368,-0.008,-6.9,13155,3800.0,4000.0,3978.0
윤동희,23 RF,-0.29,116,89,809.0,188,182,2,4,0.979,2.047,0.38,0.2,-0.47,0.0,0.0,0.0,0.0,0.0,0.12,0.149,-2.963,-2.843,0.012,150482,0.35,107,0.34,0.01,423,421,387,45,111,18,1,2,137,41,3,6,28,1,0,69,10,2,5,0.287,0.333,0.354,0.687,0.106,88.0,15048,3300.0,9000.0,11857.0
최항,23 1B,-0.387,11,6,48.0,38,31,3,4,0.895,6.375,-3.33,0.0,-0.41,0.0,0.0,0.0,0.0,0.0,-3.63,-47.52,-0.165,-3.795,-0.37,108104,-0.3,21,0.07,-0.37,35,34,28,3,8,1,0,1,12,6,0,0,5,0,0,12,1,1,1,0.286,0.382,0.429,0.811,0.153,129.2,10810,3100.0,3100.0,6934.0
최지훈,23 CF,-0.361,129,110,966.0,257,249,5,3,0.988,2.366,-3.98,0.68,-0.2,0.0,0.0,0.0,0.0,0.0,-3.48,-3.885,-0.062,-3.542,-0.355,145874,1.26,117,1.61,-0.36,503,495,462,65,124,19,8,2,165,30,21,2,29,3,0,50,3,8,1,0.268,0.315,0.357,0.672,0.101,83.4,14587,30000.0,25000.0,26019.0
김한별,23 SS,0.202,80,23,289.0,124,32,87,5,0.96,3.706,0.88,0.0,0.2,-0.18,0.0,0.0,0.0,0.0,0.91,1.638,1.066,1.976,0.093,147165,-0.43,79,-0.52,0.09,105,103,97,8,21,0,1,0,23,4,0,3,4,2,0,23,6,2,0,0.216,0.262,0.237,0.499,0.038,32.2,14716,3100.0,3800.0,3960.0
김영웅,23 3B,0.323,56,21,260.0,80,19,55,6,0.925,2.562,2.98,0.0,0.1,0.36,0.0,0.0,0.0,0.0,3.09,7.946,0.072,3.162,0.315,150353,0.09,55,-0.22,0.32,103,100,91,11,17,6,0,2,29,12,1,0,8,0,0,28,2,3,1,0.187,0.25,0.319,0.569,0.06,49.1,15035,3200.0,3800.0,4379.0
강승호,23 2B,0.241,135,109,964.0,639,396,227,16,0.975,5.816,0.23,0.0,-0.09,0.49,0.0,0.0,0.0,0.0,0.7,0.747,1.663,2.363,0.071,110871,1.49,127,1.42,0.07,459,455,419,51,111,18,6,7,162,59,13,6,27,6,0,110,12,4,3,0.265,0.316,0.387,0.703,0.11,98.3,11087,20000.0,25500.0,27920.0
송승환,23 LF,0.123,22,18,141.0,41,40,1,0,1.0,2.617,1.26,0.05,0.26,0.0,0.0,0.0,0.0,0.0,1.58,10.342,-0.37,1.21,0.161,141721,-0.1,30,-0.26,0.16,76,74,70,10,16,3,1,0,21,4,0,1,4,0,0,16,2,2,0,0.229,0.27,0.3,0.57,0.062,54.0,14172,3500.0,3500.0,3847.0
김인태,23 RF,-0.097,30,21,184.0,46,45,0,1,0.978,2.201,-1.15,0.84,-0.15,0.0,0.0,0.0,0.0,0.0,-0.46,-2.208,-0.49,-0.95,-0.047,110981,0.36,47,0.41,-0.05,115,114,98,8,25,5,0,1,33,14,2,1,15,1,0,26,1,1,0,0.255,0.36,0.337,0.697,0.122,109.3,11098,10000.0,9000.0,9628.0
송찬의,23 1B,-0.106,6,3,21.0,18,16,1,1,0.944,7.286,-0.97,0.0,0.04,0.0,0.0,0.0,0.0,0.0,-0.94,-22.56,-0.098,-1.038,-0.096,131096,-0.32,19,-0.22,-0.1,22,22,18,2,1,1,0,0,2,1,1,0,4,0,0,6,0,0,0,0.056,0.227,0.111,0.338,0.006,5.3,13109,4000.0,3600.0,3874.0
