Rank,Name,Team,Sort▼,G,GS,IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,팀,pid
26,신민재,21 LF,0.007,2,0,6.0,1,1,0,0,100.0,1.5,0.09,,0.01,,,,,,0.1,0.43,-0.03,0.07,0.009,0.007,LG 트윈스,13056
27,신민재,21 2B,0.005,11,4,39.0,23,8,14,1,95.7,5.08,0.77,,-0.45,-0.41,,,,,-0.08,-0.37,0.13,0.05,-0.008,0.005,LG 트윈스,13056
28,김민성,21 SS,0.002,2,0,2.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.02,0.02,0.0,0.002,LG 트윈스,10238
29,문보경,21 2B,0.002,1,0,3.0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.02,0.02,0.0,0.002,LG 트윈스,14137
30,신민재,21 SS,0.002,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.01,0.02,0.02,0.0,0.002,LG 트윈스,13056
31,김현수,21 1B,0.001,5,2,15.2,20,19,1,0,100.0,11.49,0.16,,0.01,,,,,,0.17,0.17,-0.16,0.01,0.017,0.001,LG 트윈스,10187
32,최민창,21 CF,0.0,2,0,3.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.15,0.0,0.0,0.0,0.0,LG 트윈스,11351
33,이형종,21 CF,0.0,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,LG 트윈스,12516
34,신민재,21 RF,-0.001,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.01,-0.01,-0.01,0.0,-0.001,LG 트윈스,13056
35,이상호,21 2B,-0.011,26,8,97.0,54,21,33,0,100.0,5.01,-0.79,,0.12,0.22,,,,,-0.45,-1.43,0.34,-0.11,-0.044,-0.011,LG 트윈스,11147
36,한석현,21 LF,-0.016,8,5,41.0,5,5,0,0,100.0,1.1,-0.05,0.04,0.04,,,,,,0.02,0.18,-0.18,-0.16,0.002,-0.016,LG 트윈스,13250
37,김민성,21 2B,-0.017,3,0,5.2,5,2,3,0,100.0,7.94,-0.05,,0.01,-0.14,,,,,-0.19,-0.22,0.02,-0.17,-0.019,-0.017,LG 트윈스,10238
38,김용의,21 LF,-0.02,1,0,2.0,0,0,0,0,0.0,0.0,-0.19,,0.0,,,,,,-0.19,-0.27,-0.01,-0.2,-0.019,-0.02,LG 트윈스,10466
39,문보경,21 1B,-0.038,61,48,390.2,443,403,38,2,99.5,10.16,2.95,,0.32,,0.07,,,,3.34,4.49,-3.72,-0.38,0.331,-0.038,LG 트윈스,14137
40,한석현,21 CF,-0.042,2,1,8.0,2,1,0,1,50.0,1.13,0.26,-0.19,-0.49,,,,,,-0.42,-3.82,0.0,-0.42,-0.042,-0.042,LG 트윈스,13250
41,안익훈,21 LF,-0.049,8,0,11.0,2,2,0,0,100.0,1.64,-0.49,,0.01,,,,,,-0.48,-1.43,-0.02,-0.5,-0.047,-0.049,LG 트윈스,11347
42,문성주,21 LF,-0.051,23,11,117.0,27,26,0,1,96.3,2.0,0.21,0.17,-0.39,,,,,,-0.02,-0.07,-0.5,-0.52,-0.002,-0.051,LG 트윈스,13112
43,이주형,21 CF,-0.052,1,0,3.0,0,0,0,0,0.0,0.0,-0.53,,0.0,,,,,,-0.53,-5.42,0.0,-0.53,-0.052,-0.052,LG 트윈스,14591
44,이영빈,21 3B,-0.053,2,0,2.0,1,1,0,0,100.0,4.5,-0.54,,0.0,,,,,,-0.54,-1.07,0.0,-0.54,-0.053,-0.053,LG 트윈스,14783
45,한석현,21 RF,-0.056,2,1,9.0,1,1,0,0,100.0,1.0,-0.22,-0.34,0.01,,,,,,-0.54,-4.88,-0.02,-0.56,-0.054,-0.056,LG 트윈스,13250
46,장준원,21 3B,-0.056,2,0,5.0,2,0,1,1,50.0,1.8,-0.57,,0.0,,,,,,-0.56,-16.24,0.0,-0.56,-0.056,-0.056,LG 트윈스,11214
47,이영빈,21 SS,-0.058,18,7,62.2,29,5,22,2,93.1,3.88,-1.02,,0.1,-0.23,,,,,-1.14,-2.29,0.56,-0.58,-0.113,-0.058,LG 트윈스,14783
48,이상호,21 SS,-0.068,1,1,7.0,3,1,2,0,100.0,3.86,-0.46,,0.01,-0.28,,,,,-0.73,-2.32,0.04,-0.69,-0.072,-0.068,LG 트윈스,11147
49,손호영,21 3B,-0.081,2,1,9.0,1,0,0,1,0.0,0.0,-0.83,,0.01,,,,,,-0.82,-14.74,0.0,-0.82,-0.081,-0.081,LG 트윈스,14590
50,안익훈,21 CF,-0.1,22,0,38.0,7,7,0,0,100.0,1.66,-0.59,-0.45,0.04,,,,,,-1.01,-3.02,0.0,-1.01,-0.1,-0.1,LG 트윈스,11347
51,손호영,21 SS,-0.106,6,1,22.2,13,4,8,1,92.3,4.76,-0.48,,-0.46,-0.26,,,,,-1.21,-21.74,0.14,-1.07,-0.12,-0.106,LG 트윈스,14590
52,이영빈,21 2B,-0.118,20,7,69.0,39,13,23,3,92.3,4.7,-1.48,,0.09,-0.07,,,,,-1.46,-2.92,0.27,-1.19,-0.145,-0.118,LG 트윈스,14783
53,구본혁,21 2B,-0.129,55,0,89.0,43,23,19,1,97.7,4.25,-1.46,,0.11,-0.05,,,,,-1.4,-1.64,0.1,-1.3,-0.139,-0.129,LG 트윈스,14140
54,안익훈,21 RF,-0.13,20,0,33.0,2,2,0,0,100.0,0.55,-1.37,0.06,0.05,,,,,,-1.27,-3.81,-0.04,-1.31,-0.126,-0.13,LG 트윈스,11347
55,이상호,21 1B,-0.157,4,3,26.0,26,23,1,2,92.3,8.31,-1.67,,0.02,,0.31,,,,-1.34,-4.3,-0.24,-1.58,-0.133,-0.157,LG 트윈스,11147
56,김주성,21 3B,-0.198,2,1,12.0,3,1,0,2,33.3,0.75,-2.01,,0.01,,,,,,-2.0,-95.91,0.0,-2.0,-0.198,-0.198,LG 트윈스,12545
57,이천웅,21 CF,-0.204,42,30,266.1,61,60,1,0,100.0,2.06,-2.29,-0.04,0.27,,,,,,-2.05,-4.35,0.0,-2.05,-0.204,-0.204,LG 트윈스,10935
58,이형종,21 LF,-0.245,24,21,178.1,40,37,2,1,97.5,1.97,-1.74,0.51,-0.34,,,,,,-1.57,-2.51,-0.9,-2.47,-0.155,-0.245,LG 트윈스,12516
59,이형종,21 RF,-0.275,19,14,126.1,24,22,1,1,95.8,1.64,-1.67,-0.15,-0.32,,,,,,-2.14,-3.42,-0.63,-2.77,-0.212,-0.275,LG 트윈스,12516
60,보어,21 1B,-0.29,28,27,200.0,196,181,12,3,98.5,8.69,-1.09,,0.17,,0.07,,,,-0.86,-3.87,-2.06,-2.92,-0.085,-0.29,LG 트윈스,14988
61,라모스,21 1B,-0.293,37,37,287.0,314,286,24,4,98.7,9.72,1.63,,-0.76,,-0.83,,,,0.04,0.13,-3.0,-2.96,0.004,-0.293,LG 트윈스,14592
62,김현수,21 LF,-0.52,80,76,615.2,113,112,1,0,100.0,1.65,-1.83,-0.76,0.56,,,,,,-2.04,-2.1,-3.21,-5.25,-0.202,-0.52,LG 트윈스,10187
63,홍창기,21 CF,-0.523,116,108,891.0,199,194,3,2,99.0,1.99,-4.81,-0.38,-0.08,,,,,,-5.27,-5.27,0.0,-5.27,-0.523,-0.523,LG 트윈스,12546
64,채은성,21 RF,-0.545,84,79,641.1,152,147,4,1,99.3,2.12,-2.64,0.13,0.39,,,,,,-2.13,-2.78,-3.37,-5.5,-0.211,-0.545,LG 트윈스,11215
65,김용의,21 2B,,1,0,1.0,1,0,1,0,100.0,9.0,-0.48,,0.0,,,,,,-0.48,-0.68,,,-0.047,,LG 트윈스,10466
65,김지용,21 P,,3,0,4.0,1,0,1,0,100.0,2.25,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,10747
65,채지선,21 P,,14,0,17.1,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,11387
65,이상규,21 P,,7,0,6.0,1,0,1,0,100.0,1.5,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,13245
65,김진수,21 P,,3,0,2.1,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,14781
65,최성훈,21 P,,46,0,40.2,6,4,1,1,83.3,1.11,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,10851
65,이상호,21 LF,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,0.0,,LG 트윈스,11147
65,고우석,21 P,,63,0,58.0,13,2,11,0,100.0,2.02,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,12907
65,장준원,21 SS,,2,0,2.0,2,1,1,0,100.0,9.0,0.34,,0.0,,,,,,0.34,9.81,,,0.034,,LG 트윈스,11214
65,김주성,21 SS,,1,0,1.0,0,0,0,0,0.0,0.0,-0.7,,0.0,,,,,,-0.7,-33.58,,,-0.069,,LG 트윈스,12545
65,이상영,21 P,,21,9,50.0,7,1,6,0,100.0,1.26,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,14135
65,이주형,21 RF,,1,0,1.0,0,0,0,0,0.0,0.0,-0.05,,0.0,,,,,,-0.05,-0.48,,,-0.005,,LG 트윈스,14591
65,진해수,21 P,,48,0,44.1,13,4,9,0,100.0,2.64,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,10075
65,김용의,21 3B,,6,0,7.0,1,1,0,0,100.0,1.29,-0.96,,0.01,,,,,,-0.96,-1.35,,,-0.095,,LG 트윈스,10466
65,이우찬,21 P,,15,5,34.0,5,1,4,0,100.0,1.32,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,10749
65,이형종,21 1B,,1,0,1.0,0,0,0,0,0.0,0.0,-0.82,,0.0,,,,,,-0.82,-1.31,,,-0.081,,LG 트윈스,12516
65,김용의,21 RF,,5,0,5.0,0,0,0,0,0.0,0.0,-0.4,,0.01,,,,,,-0.39,-0.55,,,-0.039,,LG 트윈스,10466
65,장준원,21 1B,,1,0,2.0,2,2,0,0,100.0,9.0,0.51,,0.0,,,,,,0.51,14.66,,,0.05,,LG 트윈스,11214
65,이찬혁,21 P,,1,0,1.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,12909
65,류원석,21 P,,5,0,6.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,13251
65,김대유,21 P,,64,0,50.2,12,2,8,2,83.3,1.78,,,,,,,,,0.0,,,,0.0,,LG 트윈스,10706
65,채은성,21 1B,,1,0,1.0,0,0,0,0,0.0,0.0,-0.01,,0.0,,,,,,-0.01,-0.01,,,-0.001,,LG 트윈스,11215
65,최민창,21 RF,,1,0,2.0,1,1,0,0,100.0,4.5,0.58,0.01,0.0,,,,,,0.6,28.57,,,0.059,,LG 트윈스,11351
65,최민창,21 LF,,1,0,1.0,0,0,0,0,0.0,0.0,-0.06,,0.0,,,,,,-0.06,-2.94,,,-0.006,,LG 트윈스,11351
65,이정용,21 P,,66,0,69.2,12,3,8,1,91.7,1.42,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,14134
1,마차도,21 SS,1.818,133,127,1076.2,583,235,337,11,98.1,4.78,3.38,,1.24,3.03,,,,,7.66,8.23,10.68,18.34,0.759,1.818,롯데 자이언츠,14629
2,안중열,21 C,0.709,56,41,364.2,324,292,31,1,99.7,7.97,-0.15,,0.68,,-0.04,1.92,1.46,,3.43,8.53,3.72,7.15,0.341,0.709,롯데 자이언츠,11329
3,지시완,21 C,0.406,72,52,448.1,436,395,40,1,99.8,8.73,0.44,,0.95,,-0.04,0.02,-2.41,,-0.32,-0.63,4.42,4.1,-0.031,0.406,롯데 자이언츠,11413
4,한동희,21 3B,0.237,124,116,992.1,298,89,195,14,95.3,2.58,1.6,,0.74,-0.28,0.33,,,,2.39,2.67,0.0,2.39,0.237,0.237,롯데 자이언츠,13145
5,김준태,21 C,0.203,45,31,286.0,273,254,18,1,99.6,8.56,-0.14,,0.43,,-0.27,-1.77,1.11,,-0.97,-2.42,3.02,2.05,-0.097,0.203,롯데 자이언츠,10835
6,김민수,21 SS,0.136,6,2,23.0,9,5,4,0,100.0,3.52,1.36,,0.04,-0.27,,,,,1.13,1.99,0.24,1.37,0.112,0.136,롯데 자이언츠,12931
7,김주현,21 1B,0.133,2,1,11.0,12,11,1,0,100.0,9.82,1.43,,0.01,,,,,,1.44,25.86,-0.1,1.34,0.142,0.133,롯데 자이언츠,12570
8,이호연,21 1B,0.121,1,1,9.0,11,10,1,0,100.0,11.0,1.29,,0.01,,,,,,1.3,26.69,-0.08,1.22,0.129,0.121,롯데 자이언츠,13151
9,신용수,21 LF,0.092,24,3,53.0,12,12,0,0,100.0,2.04,1.25,-0.17,0.05,,,,,,1.12,2.28,-0.2,0.92,0.112,0.092,롯데 자이언츠,14169
10,이주찬,21 SS,0.09,1,1,8.0,5,2,3,0,100.0,5.63,0.83,,0.01,,,,,,0.84,40.54,0.06,0.9,0.084,0.09,롯데 자이언츠,14819
11,이호연,21 3B,0.084,1,0,2.0,1,0,1,0,100.0,4.5,0.49,,0.0,0.36,,,,,0.85,17.53,0.0,0.85,0.084,0.084,롯데 자이언츠,13151
12,김민수,21 3B,0.078,22,14,145.1,39,9,30,0,100.0,2.42,1.7,,0.11,-0.03,-0.98,,,,0.79,1.39,0.0,0.79,0.078,0.078,롯데 자이언츠,12931
13,추재현,21 RF,0.052,20,9,93.0,27,26,1,0,100.0,2.61,0.92,-0.07,0.13,,,,,,0.98,1.49,-0.46,0.52,0.097,0.052,롯데 자이언츠,13094
14,강로한,21 LF,0.048,2,1,11.0,7,7,0,0,100.0,5.73,0.62,-0.09,0.01,,,,,,0.54,3.67,-0.05,0.49,0.053,0.048,롯데 자이언츠,11389
15,추재현,21 CF,0.038,47,39,315.1,78,77,0,1,98.7,2.2,0.68,-0.12,-0.18,,,,,,0.38,0.58,0.0,0.38,0.038,0.038,롯데 자이언츠,13094
16,최종은,21 2B,0.02,1,0,1.0,1,0,1,0,100.0,9.0,0.19,,0.0,,,,,,0.19,27.71,0.01,0.2,0.019,0.02,롯데 자이언츠,14820
17,신용수,21 SS,0.002,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.02,0.02,0.0,0.002,롯데 자이언츠,14169
18,이호연,21 2B,0.001,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.03,0.01,0.01,0.0,0.001,롯데 자이언츠,13151
19,오윤석,21 P,0.0,1,0,0.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,롯데 자이언츠,11397
19,김민수,21 P,0.0,1,0,1.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,롯데 자이언츠,12931
21,장두성,21 LF,-0.001,1,0,2.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.01,-0.01,-0.01,0.0,-0.001,롯데 자이언츠,13155
22,오윤석,21 3B,-0.003,2,0,5.0,0,0,0,0,0.0,0.0,-0.03,,0.0,,,,,,-0.03,-0.04,0.0,-0.03,-0.003,-0.003,롯데 자이언츠,11397
23,한동희,21 2B,-0.005,2,0,3.0,0,0,0,0,0.0,0.0,-0.07,,0.0,,,,,,-0.06,-0.07,0.01,-0.05,-0.006,-0.005,롯데 자이언츠,13145
24,나승엽,21 1B,-0.007,27,11,121.1,113,100,9,4,96.5,8.09,1.9,,-0.9,,,,,,1.0,2.41,-1.08,-0.08,0.1,-0.007,롯데 자이언츠,14797
25,손성빈,21 C,-0.013,12,3,37.2,36,33,3,0,100.0,8.6,0.0,,0.12,,,-0.12,-0.76,,-0.54,-3.86,0.41,-0.13,-0.053,-0.013,롯데 자이언츠,14796
26,강태율,21 C,-0.026,18,10,79.1,67,55,8,4,94.0,7.15,-0.83,,-1.24,,,-0.06,1.6,,-1.0,-7.6,0.74,-0.26,-0.099,-0.026,롯데 자이언츠,11388
27,오윤석,21 2B,-0.032,8,5,51.0,27,9,17,1,96.3,4.59,-0.89,,0.06,0.28,,,,,-0.54,-0.8,0.22,-0.32,-0.054,-0.032,롯데 자이언츠,11397
28,최민재,21 CF,-0.036,6,3,23.0,7,7,0,0,100.0,2.74,-0.24,-0.14,0.02,,,,,,-0.36,-2.49,0.0,-0.36,-0.036,-0.036,롯데 자이언츠,13004
29,한동희,21 1B,-0.043,3,1,9.1,13,13,0,0,100.0,12.54,-0.34,,0.01,,,,,,-0.33,-0.37,-0.1,-0.43,-0.033,-0.043,롯데 자이언츠,13145
30,이주찬,21 2B,-0.048,1,1,9.0,5,3,2,0,100.0,5.0,-0.34,,0.01,-0.2,,,,,-0.53,-25.33,0.04,-0.49,-0.052,-0.048,롯데 자이언츠,14819
31,김민수,21 1B,-0.049,22,9,96.1,104,94,10,0,100.0,9.72,0.17,,0.08,,0.07,,,,0.32,0.57,-0.82,-0.5,0.032,-0.049,롯데 자이언츠,12931
32,추재현,21 LF,-0.055,29,20,177.0,39,35,3,1,97.4,1.93,1.27,-0.65,-0.34,,,,,,0.28,0.43,-0.84,-0.56,0.028,-0.055,롯데 자이언츠,13094
33,김재유,21 RF,-0.066,5,1,16.0,3,3,0,0,100.0,1.69,-0.92,0.3,0.02,,,,,,-0.6,-1.0,-0.06,-0.66,-0.06,-0.066,롯데 자이언츠,11483
34,나승엽,21 3B,-0.069,21,13,110.0,24,7,16,1,95.8,1.88,-1.03,,0.08,0.34,-0.09,,,,-0.69,-1.67,0.0,-0.69,-0.069,-0.069,롯데 자이언츠,14797
35,강로한,21 CF,-0.072,14,6,68.2,28,27,0,1,96.4,3.54,-0.65,-0.14,0.07,,,,,,-0.72,-4.96,0.0,-0.72,-0.072,-0.072,롯데 자이언츠,11389
36,정보근,21 C,-0.075,11,7,54.0,48,41,6,1,97.9,7.83,-0.12,,-0.32,,-0.04,0.0,-1.07,,-1.23,-16.13,0.48,-0.75,-0.122,-0.075,롯데 자이언츠,13154
37,김민수,21 2B,-0.079,35,23,205.1,114,51,60,3,97.4,4.87,-3.4,,0.26,1.41,,,,,-1.72,-3.03,0.93,-0.79,-0.171,-0.079,롯데 자이언츠,12931
38,장두성,21 RF,-0.1,3,1,12.0,1,1,0,0,100.0,0.75,-1.12,0.13,0.02,,,,,,-0.98,-3.27,-0.03,-1.01,-0.097,-0.1,롯데 자이언츠,13155
39,신용수,21 3B,-0.104,2,1,8.0,5,2,2,1,80.0,4.5,-0.66,,0.01,-0.39,,,,,-1.05,-2.13,0.0,-1.05,-0.104,-0.104,롯데 자이언츠,14169
40,김재유,21 LF,-0.105,9,1,22.0,9,8,0,1,88.9,3.27,-1.06,0.06,0.02,,,,,,-0.99,-1.63,-0.07,-1.06,-0.098,-0.105,롯데 자이언츠,11483
41,배성근,21 2B,-0.113,26,7,92.0,59,25,31,3,94.9,5.48,-0.28,,-0.38,-0.8,,,,,-1.46,-2.7,0.32,-1.14,-0.145,-0.113,롯데 자이언츠,13279
42,이병규,21 1B,-0.128,3,2,17.0,17,17,0,0,100.0,9.0,-1.11,,0.01,,,,,,-1.09,-5.44,-0.2,-1.29,-0.109,-0.128,롯데 자이언츠,10477
43,배성근,21 3B,-0.129,7,0,8.1,1,0,1,0,100.0,1.08,-1.31,,0.01,,,,,,-1.3,-2.4,0.0,-1.3,-0.129,-0.129,롯데 자이언츠,13279
44,최민재,21 LF,-0.135,8,3,37.0,4,4,0,0,100.0,0.97,-1.39,0.12,0.03,,,,,,-1.23,-8.45,-0.13,-1.36,-0.122,-0.135,롯데 자이언츠,13004
45,안치홍,21 2B,-0.141,110,108,908.2,476,176,290,10,97.9,4.62,-5.57,,0.15,-0.69,,,,,-6.12,-7.4,4.69,-1.43,-0.607,-0.141,롯데 자이언츠,10014
46,정훈,21 CF,-0.156,18,16,124.1,18,17,1,0,100.0,1.3,-2.13,0.43,0.13,,,,,,-1.57,-1.68,0.0,-1.57,-0.156,-0.156,롯데 자이언츠,10253
47,신용수,21 RF,-0.231,13,2,32.0,3,3,0,0,100.0,0.84,-1.75,-0.5,0.04,,,,,,-2.21,-4.48,-0.12,-2.33,-0.219,-0.231,롯데 자이언츠,14169
48,오윤석,21 1B,-0.251,16,10,92.0,92,84,7,1,98.9,8.9,-1.74,,0.08,,,,,,-1.67,-2.48,-0.86,-2.53,-0.165,-0.251,롯데 자이언츠,11397
49,배성근,21 SS,-0.252,34,14,162.1,74,36,34,4,94.6,3.88,-1.44,,0.26,-2.76,,,,,-3.94,-7.28,1.4,-2.54,-0.391,-0.252,롯데 자이언츠,13279
50,김재유,21 CF,-0.252,55,38,339.1,94,88,3,3,96.8,2.41,-1.84,-0.05,-0.65,,,,,,-2.54,-4.21,0.0,-2.54,-0.252,-0.252,롯데 자이언츠,11483
51,장두성,21 CF,-0.297,35,7,100.0,16,15,0,1,93.8,1.35,-2.75,0.15,-0.4,,,,,,-3.0,-10.04,0.0,-3.0,-0.297,-0.297,롯데 자이언츠,13155
52,민병헌,21 CF,-0.37,12,11,88.1,17,17,0,0,100.0,1.73,-2.93,-0.9,0.09,,,,,,-3.73,-38.38,0.0,-3.73,-0.37,-0.37,롯데 자이언츠,10188
53,이대호,21 1B,-0.376,18,15,118.1,118,107,9,2,98.3,8.82,-2.22,,-0.4,,0.07,,,,-2.56,-3.23,-1.24,-3.8,-0.253,-0.376,롯데 자이언츠,10251
54,신용수,21 CF,-0.433,39,24,212.0,48,46,1,1,97.9,2.0,-3.7,-0.38,-0.28,,,,,,-4.36,-8.85,0.0,-4.36,-0.433,-0.433,롯데 자이언츠,14169
55,정훈,21 1B,-0.615,100,94,796.2,791,746,44,1,99.9,8.92,1.91,,0.16,,-0.09,,,,1.97,2.11,-8.18,-6.21,0.196,-0.615,롯데 자이언츠,10253
56,손아섭,21 RF,-0.93,134,131,1118.0,232,222,5,5,97.8,1.83,-2.39,-0.11,-0.95,,,,,,-3.45,-3.57,-5.93,-9.38,-0.342,-0.93,롯데 자이언츠,10261
57,전준우,21 LF,-1.023,116,116,969.0,239,233,6,0,100.0,2.22,-4.96,-1.06,0.88,,,,,,-5.14,-5.14,-5.18,-10.32,-0.509,-1.023,롯데 자이언츠,10266
58,이인복,21 P,,25,8,61.1,12,5,7,0,100.0,1.76,,,,,,,,,0.0,0.0,,,0.0,,롯데 자이언츠,11232
58,한승혁,21 P,,7,0,4.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,,,,0.0,,롯데 자이언츠,12590
58,배성근,21 P,,2,0,2.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,롯데 자이언츠,13279
