선수,WAR,G_x,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,G_y,GS,IP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,수상횟수,1루수,2루수,3루수,우익수,유격수,좌익수,중견수,포수,샐러리캡,연봉,이후연봉,예측연봉
고승민,3.08,120,2.96,0.12,532,531,481,79,148,27,6,14,229,87,5,4,41,1,0,78,10,1,8,0.308,0.358,0.476,0.834,0.152,107.9,141602,2024,14160,129.0,114.0,970.0,0.421,534.0,243.0,278.0,13.0,0.976,4.834,2.37,0.3,-1.2,-0.43,0.0,0.0,0.0,0.0,1.05,1.172,3.562,4.612,0.096,0.0,0,1,0,0,0,0,0,0,1115018,8000.0,18500.0,18505.322
손호영,2.4,100,2.96,-0.57,428,425,396,70,126,26,4,18,214,78,7,4,17,9,2,65,5,1,5,0.318,0.356,0.54,0.896,0.17,121.7,145902,2024,14590,105.0,93.0,787.0,-0.598,262.0,90.0,159.0,13.0,0.95,2.848,-4.54,0.0,-1.13,-0.86,0.0,0.0,0.0,0.0,-6.67,-9.147,0.121,-6.549,-0.609,0.0,0,0,1,0,0,0,0,0,1115018,4500.0,12500.0,17875.214
황성빈,2.33,125,2.46,-0.13,406,400,366,94,117,15,8,4,160,26,51,10,31,2,0,56,3,6,1,0.32,0.375,0.437,0.812,0.153,109.0,146422,2024,14642,123.0,85.0,749.0,-0.171,155.0,146.0,5.0,4.0,0.974,1.814,-0.35,-0.19,-0.72,0.0,0.0,0.0,0.0,0.0,-1.25,-1.463,-0.619,-1.869,-0.114,0.0,0,0,0,0,0,0,1,0,1115018,7600.0,15500.0,15888.302
나승엽,2.22,121,2.83,-0.61,489,486,407,59,127,35,4,7,191,66,1,0,69,4,1,83,4,2,7,0.312,0.411,0.469,0.88,0.182,129.7,147972,2024,14797,113.0,111.0,937.1,-1.582,891.0,813.0,67.0,11.0,98.8,8.45,-6.9,0.0,-0.89,0.0,-0.1,0.0,0.0,0.0,-7.89,-9.39,-9.42,-17.31,-0.721,0.0,1,0,0,0,0,0,0,0,1115018,4000.0,12000.0,22207.884
전준우,1.8,109,2.15,-0.36,483,482,423,57,124,26,2,17,205,82,3,1,49,5,0,84,11,1,5,0.293,0.369,0.485,0.854,0.163,115.7,102662,2024,10266,47.0,47.0,381.1,-0.54,90.0,87.0,2.0,1.0,98.9,2.1,-4.1,0.3,-0.07,0.0,0.0,0.0,0.0,0.0,-3.87,-5.11,-2.04,-5.91,-0.353,0.0,0,0,0,0,0,1,0,0,1115018,130000.0,40000.0,74434.292
박승욱,1.01,139,1.65,-0.64,468,463,405,57,106,19,1,7,148,53,4,5,47,10,3,120,7,3,3,0.262,0.351,0.365,0.716,0.121,86.4,108042,2024,10804,155.0,112.0,1010.0,-0.335,481.0,166.0,292.0,23.0,0.952,4.081,-9.41,0.0,-2.97,2.75,0.0,0.0,0.0,0.0,-9.19,-8.538,5.524,-3.666,-0.84,0.0,0,0,0,0,1,0,0,0,1115018,13500.0,17000.0,18521.28
정훈,0.76,109,0.76,0.0,325,324,285,31,76,20,0,9,123,47,1,1,35,0,0,63,3,1,4,0.267,0.343,0.432,0.775,0.133,94.9,102532,2024,10253,54.0,40.0,347.0,-0.142,305.0,265.0,37.0,3.0,0.99,7.833,0.31,0.0,0.34,-0.45,0.0,0.0,0.0,0.0,0.23,0.613,-1.781,-1.551,0.021,0.0,1,0,0,0,0,0,0,0,1115018,46666.0,20000.0,27690.24
오선진,0.16,26,0.04,0.12,29,24,20,0,4,1,0,0,5,0,0,0,2,2,0,8,0,5,0,0.2,0.333,0.25,0.583,0.095,67.4,105572,2024,10557,27.0,3.0,74.0,0.144,20.0,3.0,17.0,0.0,1.0,2.432,0.69,0.0,0.5,0.35,0.0,0.0,0.0,0.0,1.54,8.213,0.034,1.574,0.141,0.0,0,0,1,0,0,0,0,0,1115018,10000.0,4000.0,5623.4
김동혁,0.16,39,0.15,0.01,17,17,15,8,3,0,1,0,5,1,3,1,2,0,0,5,0,0,0,0.2,0.294,0.333,0.627,0.086,60.6,156452,2024,15645,29.0,0.0,58.0,0.009,23.0,21.0,0.0,2.0,0.913,3.259,1.21,-0.23,-0.87,0.0,0.0,0.0,0.0,0.0,0.1,0.497,-0.005,0.095,0.009,0.0,0,0,0,0,0,0,1,0,1115018,3100.0,3300.0,3423.76
이정훈,0.14,65,0.19,-0.06,116,114,100,10,30,8,0,0,38,18,0,0,13,0,1,21,4,1,2,0.3,0.374,0.38,0.754,0.133,94.9,129162,2024,12916,2.0,0.0,3.0,-0.055,1.0,1.0,0.0,0.0,1.0,3.0,-0.37,0.1,0.0,0.0,0.0,0.0,-0.49,0.0,-0.6,-43.2,-0.005,-0.605,-0.055,0.0,0,0,0,0,0,1,0,0,1115018,6000.0,6500.0,8295.0
신윤후,0.12,39,-0.29,0.41,35,34,31,5,5,0,0,0,5,1,0,0,1,2,0,8,1,1,0,0.161,0.235,0.161,0.396,0.004,2.9,141692,2024,14169,33.0,6.0,103.0,0.391,33.0,28.0,5.0,0.0,1.0,2.883,1.97,2.21,0.3,0.0,0.0,0.0,0.0,0.0,4.49,19.593,-0.206,4.284,0.41,0.0,0,0,0,1,0,0,0,0,1115018,5200.0,4800.0,5244.5
이호준,0.11,12,0.1,0.01,7,7,6,5,2,1,1,0,5,3,0,0,1,0,0,1,0,0,0,0.333,0.429,0.833,1.262,0.307,214.0,160912,2024,16091,8.0,1.0,20.0,0.017,9.0,1.0,8.0,0.0,1.0,4.05,0.49,0.0,0.15,-0.5,0.0,0.0,0.0,0.0,0.14,2.52,0.045,0.185,0.013,0.0,0,0,0,0,1,0,0,0,1115018,3000.0,3100.0,3491.57
이인한,0.1,5,0.1,0.0,5,5,4,0,2,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0.5,0.6,0.5,1.1,0.313,217.3,146902,2024,14690,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1115018,3000.0,3100.0,3696.43
김민성,0.1,35,0.06,0.03,84,84,70,6,14,5,0,2,25,8,0,1,10,3,0,18,1,0,1,0.2,0.321,0.357,0.678,0.109,79.9,102382,2024,10238,32.0,21.0,174.0,0.043,49.0,14.0,33.0,2.0,0.959,2.431,-0.59,0.0,0.18,0.51,0.0,0.0,0.0,0.0,0.46,2.07,0.006,0.466,0.042,0.0,0,0,1,0,0,0,0,0,1115018,20000.0,20000.0,18560.2
유강남,0.08,52,-0.08,0.16,155,153,136,11,26,3,0,5,44,20,0,0,9,7,0,25,4,2,1,0.191,0.275,0.324,0.599,0.071,50.3,107532,2024,10753,50.0,42.0,324.2,0.5,303.0,277.0,23.0,3.0,99.0,8.32,0.59,0.0,-0.33,0.0,0.0,1.0,0.89,0.0,1.88,5.2,3.6,5.48,0.171,0.0,0,0,0,0,0,0,0,1,1115018,200000.0,210000.0,43659.56
손성빈,0.08,86,0.19,-0.11,171,170,152,24,30,6,2,6,58,21,0,0,13,3,0,38,3,1,2,0.197,0.271,0.382,0.653,0.082,58.7,147962,2024,14796,86.0,52.0,445.2,0.228,443.0,414.0,25.0,4.0,99.1,8.87,-1.0,0.0,-0.4,0.0,0.22,-1.43,1.43,0.0,-1.61,-2.7,4.1,2.49,-0.147,0.0,0,0,0,0,0,0,0,1,1115018,5000.0,6800.0,8057.2
강성우,0.0,2,0.0,0.0,3,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,0.229,173.1,160932,2024,16093,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.64,0.0,0.0,0.001,0.0,0,0,0,0,1,0,0,0,1115018,3000.0,3100.0,6496.14
강승구,-0.08,5,-0.05,-0.03,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-127.9,161022,2024,16102,5.0,0.0,7.0,-0.027,6.0,6.0,0.0,0.0,100.0,7.71,-0.09,0.0,0.03,0.0,0.0,0.0,-0.39,0.0,-0.34,-9.82,0.05,-0.29,-0.031,0.0,0,0,0,0,0,0,0,1,1115018,3000.0,3100.0,3193.65
장두성,-0.12,71,-0.14,0.01,37,37,32,23,5,0,0,0,5,1,14,3,3,2,0,9,2,0,0,0.156,0.27,0.156,0.426,0.028,19.8,131552,2024,13155,53.0,3.0,105.0,0.011,30.0,29.0,0.0,1.0,0.967,2.486,0.65,-0.2,-0.28,0.0,0.0,0.0,0.0,0.0,0.17,0.462,-0.045,0.125,0.016,0.0,0,0,0,0,0,0,1,0,1115018,4000.0,4600.0,4510.12
노진혁,-0.26,73,-0.18,-0.08,157,154,137,13,30,6,0,2,42,13,0,0,15,1,1,39,1,2,2,0.219,0.297,0.307,0.604,0.072,51.0,111652,2024,11165,59.0,31.0,284.0,-0.112,139.0,67.0,64.0,8.0,0.942,4.151,-0.03,0.0,-1.82,-0.07,0.0,0.0,0.0,0.0,-1.92,-4.686,0.69,-1.23,-0.175,0.0,0,0,0,0,1,0,0,0,1115018,120000.0,130000.0,45488.426
최항,-0.31,72,-0.41,0.1,143,143,132,17,33,3,1,0,38,12,0,1,10,1,0,32,3,0,0,0.25,0.308,0.288,0.596,0.073,51.3,108102,2024,10810,68.0,27.0,295.0,0.202,163.0,64.0,97.0,2.0,0.988,4.912,0.45,0.0,0.82,0.38,0.0,0.0,0.0,0.0,1.64,3.473,0.576,2.216,0.15,0.0,0,1,0,0,0,0,0,0,1115018,3100.0,5000.0,5363.7
김민석,-0.41,41,-0.42,0.01,83,82,76,14,16,3,1,0,21,6,3,1,2,4,0,20,4,1,0,0.211,0.268,0.276,0.544,0.054,38.9,152532,2024,15253,25.0,16.0,152.0,-0.033,46.0,45.0,1.0,0.0,1.0,2.724,0.36,-0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.864,-0.51,-0.36,0.014,0.0,0,0,0,0,0,0,1,0,1115018,33500.0,7500.0,13076.698
이주찬,-0.43,17,-0.11,-0.32,25,25,24,7,4,1,0,1,8,2,0,0,1,0,0,9,1,0,0,0.167,0.2,0.333,0.533,0.025,17.0,148192,2024,14819,15.0,5.0,54.0,-0.4,23.0,7.0,12.0,4.0,0.826,3.167,-2.29,0.0,-1.63,-0.46,0.0,0.0,0.0,0.0,-4.38,-42.048,0.003,-4.377,-0.4,0.0,0,0,1,0,0,0,0,0,1115018,3100.0,3200.0,3364.75
서동욱,-0.45,33,-0.35,-0.1,27,27,26,2,3,1,0,0,4,0,0,0,0,1,0,8,1,0,0,0.115,0.148,0.154,0.302,-0.052,-37.8,156242,2024,15624,32.0,5.0,95.0,-0.037,86.0,75.0,10.0,1.0,98.8,8.05,-0.15,0.0,-0.16,0.0,0.05,0.18,-1.35,0.0,-1.03,-4.5,0.62,-0.41,-0.094,0.0,0,0,0,0,0,0,0,1,1115018,3300.0,3500.0,3584.83
정보근,-0.63,89,-0.61,-0.02,140,136,133,9,30,0,1,2,38,7,0,0,3,0,0,31,5,4,0,0.226,0.243,0.286,0.529,0.03,21.4,131542,2024,13154,89.0,42.0,379.1,0.291,373.0,335.0,34.0,4.0,98.9,8.75,0.41,0.0,-0.64,0.0,0.03,0.39,-0.49,0.0,-0.15,-0.25,3.34,3.18,-0.014,0.0,0,0,0,0,0,0,0,1,1115018,7500.0,7700.0,7689.4
김도영,8.32,141,8.51,-0.18,625,619,544,143,189,29,10,38,352,109,40,4,66,7,7,110,10,1,7,0.347,0.42,0.647,1.067,0.232,172.5,150560,2024,15056,135.0,132.0,1113.0,-0.397,323.0,77.0,216.0,30.0,0.907,2.369,2.45,0.0,-6.91,-0.06,0.0,0.0,0.0,0.0,-4.34,-4.629,0.0,-4.34,-0.397,1.0,0,0,1,0,0,0,0,0,1124900,10000.0,50000.0,45946.854
박찬호,2.78,134,2.58,0.2,577,570,515,86,158,24,1,5,199,61,20,13,48,1,1,44,9,7,6,0.307,0.363,0.386,0.749,0.129,95.7,112610,2024,11261,132.0,129.0,1120.1,1.374,564.0,213.0,328.0,23.0,95.9,4.35,4.92,0.0,-0.6,-0.75,0.0,0.0,0.0,0.0,3.57,3.83,11.48,15.05,0.326,0.0,0,0,0,0,1,0,0,0,1124900,30000.0,45000.0,38856.632
김선빈,2.38,116,2.98,-0.6,466,458,423,48,139,23,0,9,189,57,5,1,30,5,0,39,13,7,0,0.329,0.38,0.447,0.827,0.156,117.4,100080,2024,10008,120.0,112.0,892.0,-0.121,505.0,209.0,286.0,10.0,0.98,4.994,-4.86,0.0,0.38,-1.27,0.0,0.0,0.0,0.0,-5.75,-6.9,4.428,-1.322,-0.525,1.0,0,1,0,0,0,0,0,0,1124900,60000.0,60000.0,54184.97
최원준,2.17,136,2.43,-0.26,508,501,438,75,128,23,3,9,184,56,21,9,50,8,0,66,6,7,5,0.292,0.371,0.42,0.791,0.147,110.1,125340,2024,12534,190.0,111.0,1024.0,-0.305,242.0,233.0,5.0,4.0,0.983,2.092,-3.73,0.74,0.5,0.0,0.0,0.0,0.0,0.0,-2.49,-1.887,-0.844,-3.334,-0.228,0.0,0,0,0,1,0,0,0,0,1124900,22000.0,40000.0,36867.036
나성범,1.73,102,1.89,-0.16,424,422,374,51,109,17,1,21,191,80,0,0,38,4,1,98,8,0,7,0.291,0.357,0.511,0.868,0.16,118.4,111620,2024,11162,67.0,67.0,505.0,-0.385,97.0,91.0,5.0,1.0,99.0,1.71,-2.51,0.08,1.02,0.0,0.0,0.0,0.0,0.0,-1.4,-1.98,-2.81,-4.21,-0.128,0.0,0,0,0,1,0,0,0,0,1124900,180000.0,180000.0,76241.222
최형우,1.54,116,1.83,-0.29,487,486,425,67,119,23,2,22,212,109,1,1,52,5,4,86,5,0,5,0.28,0.361,0.499,0.86,0.161,119.0,103440,2024,10344,16.0,15.0,117.0,-0.351,16.0,14.0,0.0,2.0,87.5,1.08,-2.74,0.43,-0.87,0.0,0.0,0.0,0.0,0.0,-3.18,-3.95,-0.66,-3.84,-0.291,1.0,0,0,0,0,0,1,0,0,1124900,100000.0,100000.0,74774.768
한준수,1.54,115,1.66,-0.12,316,316,287,39,88,22,0,7,131,41,0,0,21,2,1,48,7,0,6,0.307,0.351,0.456,0.807,0.141,105.2,131130,2024,13113,103.0,60.0,600.1,0.447,584.0,541.0,39.0,4.0,99.3,8.7,-0.57,0.0,0.16,0.0,0.21,0.75,-3.09,0.0,-1.61,-2.02,6.5,4.89,-0.147,0.0,0,0,0,0,0,0,0,1,1124900,5000.0,14000.0,12098.5
서건창,1.51,94,1.54,-0.02,248,245,203,40,63,14,1,1,82,26,3,1,36,3,0,31,2,3,3,0.31,0.416,0.404,0.82,0.169,124.5,108550,2024,10855,85.0,43.0,434.0,-0.213,361.0,275.0,81.0,5.0,0.986,7.382,-0.91,0.0,-0.19,0.22,0.0,0.0,0.0,0.0,-1.03,-1.745,-1.304,-2.334,-0.094,0.0,1,0,0,0,0,0,0,0,1124900,5000.0,12000.0,10724.266
김태군,1.13,105,0.81,0.32,270,259,235,24,62,7,0,7,90,34,0,0,12,11,0,24,14,11,1,0.264,0.328,0.383,0.711,0.115,85.3,104590,2024,10459,101.0,82.0,640.2,0.858,611.0,567.0,38.0,6.0,99.0,8.5,0.81,0.0,-0.7,0.0,0.11,-1.1,5.58,0.0,3.03,4.15,6.36,9.39,0.277,0.0,0,0,0,0,0,0,0,1,1124900,70000.0,70000.0,61474.744
변우혁,0.72,69,0.77,-0.04,187,187,168,22,51,9,2,5,79,21,1,0,16,2,0,48,8,0,1,0.304,0.369,0.47,0.839,0.159,119.0,141240,2024,14124,68.0,43.0,388.0,-0.256,312.0,283.0,26.0,3.0,0.99,7.168,-1.24,0.0,0.56,0.32,0.0,0.0,0.0,0.0,-0.64,-1.355,-2.167,-2.807,-0.058,0.0,1,0,0,0,0,0,0,0,1124900,6000.0,8500.0,8390.95
이창진,0.54,103,0.8,-0.26,247,242,191,36,50,10,0,1,63,18,4,3,45,2,0,36,6,5,4,0.262,0.401,0.33,0.731,0.144,107.0,112330,2024,11233,95.0,56.0,489.0,-0.362,118.0,117.0,0.0,1.0,0.992,2.153,-2.17,-1.02,0.39,0.0,0.0,0.0,0.0,0.0,-2.8,-4.244,-1.165,-3.965,-0.256,0.0,0,0,0,0,0,1,0,0,1124900,12000.0,14000.0,12670.1
윤도현,0.5,6,0.33,0.16,27,27,27,5,11,2,0,1,16,8,1,0,0,0,0,9,0,0,0,0.407,0.407,0.593,1.0,0.212,154.7,150580,2024,15058,7.0,6.0,53.0,0.186,19.0,8.0,11.0,0.0,1.0,3.226,1.3,0.0,0.37,0.28,0.0,0.0,0.0,0.0,1.95,40.114,0.084,2.034,0.178,0.0,0,1,0,0,0,0,0,0,1124900,3000.0,3200.0,4740.1
박정우,0.42,66,0.05,0.37,69,69,65,17,20,3,1,0,25,11,0,1,4,0,0,14,3,0,0,0.308,0.348,0.385,0.733,0.121,89.2,128690,2024,12869,74.0,9.0,187.0,0.32,57.0,52.0,2.0,3.0,0.947,2.599,5.09,-0.4,-1.14,0.0,0.0,0.0,0.0,0.0,3.56,6.928,-0.054,3.506,0.325,0.0,0,0,0,0,0,0,1,0,1124900,3800.0,6500.0,5885.3
이우성,0.18,112,0.73,-0.55,449,449,399,56,115,16,1,9,160,54,7,1,44,3,0,89,17,0,3,0.288,0.361,0.401,0.762,0.134,99.8,110990,2024,11099,120.0,106.0,865.0,-0.923,695.0,651.0,36.0,8.0,0.988,7.148,-4.32,-0.31,-0.17,0.0,0.0,0.0,0.0,0.0,-5.1,-6.12,-5.006,-10.106,-0.466,0.0,0,0,0,0,0,1,0,0,1124900,13000.0,17000.0,17544.088
홍종표,0.16,100,0.48,-0.32,115,112,105,27,31,4,3,0,41,11,5,2,6,1,0,31,0,3,0,0.295,0.339,0.39,0.729,0.12,89.0,146120,2024,14612,98.0,16.0,302.0,-0.329,148.0,51.0,92.0,5.0,0.966,4.262,-4.95,0.0,-0.42,1.23,0.0,0.0,0.0,0.0,-4.05,-5.951,0.45,-3.6,-0.37,0.0,0,1,0,0,0,0,0,0,1124900,3500.0,6500.0,6067.1
박민,-0.01,16,0.0,-0.01,30,30,29,5,8,4,0,0,12,2,0,1,1,0,0,7,0,0,0,0.276,0.3,0.414,0.714,0.105,77.5,146110,2024,14611,17.0,8.0,72.0,-0.058,39.0,10.0,23.0,6.0,0.846,4.125,0.66,0.0,-2.46,0.96,0.0,0.0,0.0,0.0,-0.84,-7.115,0.209,-0.631,-0.077,0.0,0,0,0,0,1,0,0,0,1124900,3500.0,3800.0,3841.79
고종욱,-0.02,28,0.06,-0.09,36,36,32,3,8,2,0,1,13,4,0,0,4,0,0,6,2,0,0,0.25,0.333,0.406,0.739,0.122,92.0,106590,2024,10659,8.0,3.0,25.0,-0.096,4.0,4.0,0.0,0.0,100.0,1.44,-0.8,-0.16,0.03,0.0,0.0,0.0,0.0,0.0,-0.93,-4.78,-0.12,-1.05,-0.085,0.0,0,0,0,0,0,1,0,0,1124900,15000.0,15000.0,13297.6
황대인,-0.05,3,-0.01,-0.04,7,7,7,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0,0,0.286,0.286,0.429,0.715,0.1,74.4,113060,2024,11306,2.0,2.0,10.0,-0.053,10.0,9.0,1.0,0.0,100.0,9.0,-0.51,0.0,0.05,0.0,0.0,0.0,0.0,0.0,-0.46,-22.06,-0.12,-0.58,-0.042,0.0,1,0,0,0,0,0,0,0,1124900,8000.0,7000.0,6624.8
오선우,-0.07,3,-0.03,-0.04,7,7,7,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0.286,0.286,0.286,0.572,0.049,36.1,141810,2024,14181,3.0,1.0,13.0,-0.038,6.0,4.0,1.0,1.0,0.833,3.462,0.09,-0.01,-0.46,0.0,0.0,0.0,0.0,0.0,-0.38,-18.24,-0.033,-0.413,-0.035,0.0,1,0,0,0,0,0,0,0,1124900,3300.0,3400.0,3464.0
한승택,-0.07,20,0.11,-0.17,15,15,11,2,3,0,0,0,3,2,0,0,4,0,0,1,0,0,0,0.273,0.467,0.273,0.74,0.171,128.3,111190,2024,11119,19.0,2.0,47.0,-0.145,52.0,43.0,7.0,2.0,96.2,9.57,0.34,0.0,-0.83,0.0,0.0,0.34,-2.5,0.0,-1.9,-13.65,0.31,-1.58,-0.173,0.0,0,0,0,0,0,0,0,1,1124900,6500.0,6500.0,6013.9
김두현,-0.15,3,0.1,-0.26,6,6,5,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0.4,0.5,0.4,0.9,0.229,164.9,160860,2024,16086,3.0,2.0,15.0,-0.248,8.0,2.0,4.0,2.0,0.75,3.6,-1.93,0.0,-0.89,0.05,0.0,0.0,0.0,0.0,-2.76,-132.48,0.047,-2.713,-0.252,0.0,0,0,0,0,1,0,0,0,1124900,3000.0,3100.0,3743.72
김규성,-0.19,27,0.05,-0.25,15,14,12,5,3,1,0,0,4,2,1,0,2,0,0,4,0,1,0,0.25,0.357,0.333,0.69,0.119,88.3,125400,2024,12540,26.0,2.0,56.0,-0.231,36.0,22.0,11.0,3.0,0.917,5.304,-0.44,0.0,-1.11,-0.99,0.0,0.0,0.0,0.0,-2.54,-14.068,0.014,-2.526,-0.232,0.0,0,1,0,0,0,0,0,0,1124900,5500.0,6500.0,6041.7
최정용,-0.2,6,-0.1,-0.1,12,12,11,0,2,0,0,0,2,1,0,0,1,0,0,4,1,0,0,0.182,0.25,0.182,0.432,0.01,7.5,114070,2024,11407,6.0,2.0,24.0,-0.09,8.0,3.0,4.0,1.0,0.875,2.625,-0.69,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,-1.05,-25.2,0.06,-0.99,-0.096,0.0,0,1,0,0,0,0,0,0,1124900,4300.0,4500.0,4319.84
김호령,-0.23,64,-0.44,0.21,67,67,59,12,8,2,0,1,13,4,3,2,8,0,0,25,1,0,0,0.136,0.239,0.22,0.459,0.021,16.0,112980,2024,11298,61.0,9.0,177.0,0.215,64.0,62.0,0.0,2.0,96.9,3.15,3.13,-0.14,-0.64,0.0,0.0,0.0,0.0,0.0,2.36,5.3,0.0,2.36,0.215,0.0,0,0,0,0,0,0,1,0,1124900,9000.0,8000.0,7184.9
로하스,6.5,144,6.34,0.16,670,664,572,108,188,39,1,32,325,112,2,1,88,6,9,115,10,0,4,0.329,0.421,0.568,0.989,0.211,153.3,129958,2024,12995,171.0,135.0,1142.0,-0.096,287.0,279.0,6.0,2.0,0.993,2.246,1.6,-1.07,1.4,0.0,0.0,0.0,0.0,0.0,1.92,1.617,-2.967,-1.047,0.175,0.0,0,0,0,0,0,1,0,0,1051641,50000.0,210000.0,57312.822
