선수,WAR,G_x,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,G_y,GS,IP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,수상횟수,1루수,2루수,3루수,우익수,유격수,좌익수,중견수,포수,샐러리캡,연봉,이후연봉,예측연봉
김성욱,-0.49,129,-0.1,-0.38,412,409,358,55,73,8,2,17,136,60,10,4,31,15,0,79,7,3,5,0.204,0.291,0.38,0.671,0.095,71.4,111535,2024,11153,144.0,94.0,875.0,-0.367,233.0,226.0,6.0,1.0,0.996,2.386,-4.93,-0.35,1.34,0.0,0.0,0.0,0.0,0.0,-3.93,-3.93,-0.084,-4.014,-0.359,0.0,0,0,0,0,0,0,1,0,947275,9500.0,10000.0,13186.932
한석현,-0.52,40,-0.22,-0.3,76,76,73,10,18,4,1,0,24,3,2,1,2,1,0,22,2,0,0,0.247,0.276,0.329,0.605,0.067,50.3,132505,2024,13250,39.0,14.0,169.0,-0.317,44.0,39.0,5.0,0.0,1.0,2.343,-4.66,1.01,0.42,0.0,0.0,0.0,0.0,0.0,-3.22,-11.889,-0.25,-3.47,-0.294,0.0,0,0,0,1,0,0,0,0,947275,3900.0,3700.0,5853.22
강승호,3.71,140,2.9,0.81,566,561,521,81,146,34,7,18,248,81,16,5,32,7,4,158,8,2,4,0.28,0.328,0.476,0.804,0.136,104.3,110871,2024,11087,156.0,131.0,1131.0,0.99,677.0,360.0,304.0,13.0,0.981,5.284,7.05,0.0,0.16,-0.06,0.0,0.0,0.0,0.0,7.21,6.655,3.624,10.834,0.659,0.0,0,1,0,0,0,0,0,0,1119436,25500.0,37000.0,35159.562
양의지,3.21,119,3.4,-0.19,485,482,430,57,135,18,1,17,206,94,2,1,40,9,5,56,13,0,6,0.314,0.379,0.479,0.858,0.164,125.3,101651,2024,10165,76.0,74.0,608.1,0.517,579.0,551.0,24.0,4.0,99.3,8.51,0.03,0.0,0.19,0.0,-0.17,-0.93,-1.5,0.0,-1.93,-2.33,7.58,5.66,-0.176,0.0,0,0,0,0,0,0,0,1,1119436,160000.0,270000.0,74256.622
허경민,3.2,115,2.99,0.21,477,477,417,69,129,28,0,7,178,61,5,1,36,18,0,25,8,0,6,0.309,0.384,0.427,0.811,0.16,122.0,101841,2024,10184,110.0,109.0,883.0,0.334,225.0,77.0,143.0,5.0,97.8,2.24,-0.33,0.0,3.55,0.48,-0.05,0.0,0.0,0.0,3.66,4.58,0.0,3.66,0.334,0.0,0,0,1,0,0,0,0,0,1119436,122500.0,30000.0,72499.204
김재환,3.09,136,3.37,-0.28,552,549,474,78,134,28,0,29,249,92,1,1,63,6,3,168,8,0,9,0.283,0.368,0.525,0.893,0.173,132.0,106431,2024,10643,45.0,43.0,335.1,-0.437,71.0,71.0,0.0,0.0,100.0,1.91,-3.11,-0.27,0.38,0.0,0.0,0.0,0.0,0.0,-3.0,-3.18,-1.78,-4.78,-0.274,0.0,0,0,0,0,0,1,0,0,1119436,287500.0,237500.0,75126.916
정수빈,2.97,136,2.52,0.45,608,598,510,95,145,21,3,4,184,47,52,13,71,9,1,72,8,10,8,0.284,0.376,0.361,0.737,0.131,100.2,101951,2024,10195,133.0,131.0,1114.0,0.471,319.0,313.0,5.0,1.0,99.7,2.57,2.03,1.31,1.82,0.0,0.0,0.0,0.0,0.0,5.15,5.46,0.0,5.15,0.471,0.0,0,0,0,0,0,0,1,0,1119436,86666.0,86666.0,84498.43
양석환,2.17,142,1.79,0.37,593,592,533,83,131,25,1,34,260,107,5,3,49,7,1,128,15,1,3,0.246,0.316,0.488,0.804,0.136,104.5,112131,2024,11213,131.0,130.0,1118.0,-0.711,1038.0,943.0,85.0,10.0,99.0,8.28,2.55,0.0,0.51,0.0,0.21,0.0,0.0,0.0,3.27,3.32,-11.06,-7.79,0.299,0.0,1,0,0,0,0,0,0,0,1119436,30000.0,30000.0,32245.864
박준영,1.47,65,0.91,0.56,212,211,186,25,42,9,2,7,76,28,2,0,21,3,0,58,3,1,1,0.226,0.313,0.409,0.722,0.114,86.6,125221,2024,12522,66.0,52.0,461.0,0.889,229.0,87.0,138.0,4.0,0.983,4.393,3.22,0.0,2.04,1.03,0.0,0.0,0.0,0.0,6.35,13.855,3.385,9.735,0.58,0.0,0,0,0,0,1,0,0,0,1119436,7000.0,8500.0,8969.3
김기연,1.16,95,0.85,0.31,283,279,252,31,70,10,0,5,95,31,0,2,22,2,0,47,5,4,3,0.278,0.337,0.377,0.714,0.113,86.7,125491,2024,12549,84.0,61.0,579.0,0.895,501.0,474.0,25.0,2.0,99.6,7.76,-0.24,0.0,1.09,0.0,-0.26,1.28,2.43,0.0,3.56,5.4,6.24,9.8,0.325,0.0,0,0,0,0,0,0,0,1,1119436,4000.0,11000.0,9465.5
이유찬,1.01,103,0.67,0.33,262,255,231,39,64,11,0,3,84,23,16,6,22,1,0,51,9,7,1,0.277,0.341,0.364,0.705,0.115,87.9,128941,2024,12894,110.0,62.0,567.0,0.394,221.0,97.0,121.0,3.0,0.986,3.46,2.06,-0.63,1.74,0.36,0.0,0.0,0.0,0.0,4.02,5.263,0.293,4.313,0.367,0.0,0,1,0,0,0,0,0,0,1119436,8500.0,10500.0,10809.4
조수행,0.97,130,0.4,0.57,382,368,328,60,87,5,2,0,96,30,64,8,33,3,1,53,2,14,4,0.265,0.334,0.293,0.627,0.085,65.5,125241,2024,12524,135.0,93.0,885.0,0.445,252.0,247.0,4.0,1.0,0.996,2.553,5.46,-0.29,1.14,0.0,0.0,0.0,0.0,0.0,6.32,6.741,-1.445,4.875,0.577,0.0,0,0,0,0,0,1,0,0,1119436,9500.0,20000.0,18849.24
전다민,0.3,25,0.34,-0.04,34,34,27,10,9,2,0,0,11,1,1,1,7,0,0,8,0,0,0,0.333,0.471,0.407,0.878,0.202,156.9,160721,2024,16072,14.0,5.0,62.0,-0.049,9.0,8.0,1.0,0.0,1.0,1.306,-0.02,-0.53,0.09,0.0,0.0,0.0,0.0,0.0,-0.45,-4.629,-0.083,-0.533,-0.041,0.0,0,0,0,0,0,1,0,0,1119436,3000.0,3500.0,3742.95
김민혁,0.19,5,0.19,0.0,8,8,5,1,1,0,0,1,4,2,0,0,3,0,0,3,0,0,0,0.2,0.5,0.8,1.3,0.303,237.7,129701,2024,12970,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1119436,3800.0,3420.0,3780.96
류현준,0.12,2,0.11,0.01,3,3,3,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.667,0.487,380.3,160761,2024,16076,1.0,0.0,3.0,0.007,4.0,3.0,1.0,0.0,100.0,12.0,0.0,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.06,4.18,0.02,0.08,0.005,0.0,0,0,0,0,0,0,0,1,1119436,3000.0,3100.0,4896.86
홍성호,0.07,15,0.03,0.03,15,15,14,0,4,2,0,0,6,1,1,0,1,0,0,7,0,0,0,0.286,0.333,0.429,0.762,0.129,100.8,126061,2024,12606,7.0,0.0,12.0,0.031,5.0,5.0,0.0,0.0,1.0,3.75,0.31,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.36,7.406,-0.023,0.337,0.033,0.0,0,0,0,1,0,0,0,0,1119436,3300.0,3300.0,3423.48
오명진,-0.01,2,0.01,-0.02,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.5,0.0,0.5,0.173,130.2,147371,2024,14737,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-0.27,-19.42,0.0,0.0,-0.025,0.0,0,1,0,0,0,0,0,0,1119436,3100.0,3100.0,6771.57
임종성,-0.01,1,-0.06,0.04,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.25,0.0,0.25,-0.008,-6.5,160691,2024,16069,1.0,1.0,9.0,0.046,2.0,0.0,2.0,0.0,100.0,2.0,0.44,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.5,72.24,0.0,0.5,0.046,0.0,0,0,1,0,0,0,0,0,1119436,3000.0,3100.0,3205.1
장규빈,-0.02,3,-0.02,0.0,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.02,15.1,145701,2024,14570,3.0,0.0,7.0,0.009,9.0,8.0,1.0,0.0,100.0,11.57,-0.09,0.0,0.03,0.0,0.0,0.0,0.13,0.0,0.02,1.11,0.07,0.1,0.002,0.0,0,0,0,0,0,0,0,1,1119436,3000.0,3100.0,3153.65
여동건,-0.03,9,-0.02,-0.01,11,11,10,2,4,0,0,0,4,0,3,0,1,0,0,2,0,0,0,0.4,0.455,0.4,0.855,0.181,140.6,160681,2024,16068,5.0,2.0,21.0,0.006,13.0,5.0,8.0,0.0,100.0,5.57,0.14,0.0,0.13,-0.29,0.0,0.0,0.0,0.0,-0.02,-0.4,0.09,0.07,-0.002,0.0,0,1,0,0,0,0,0,0,1119436,3000.0,3300.0,3561.75
장승현,-0.1,9,-0.07,-0.04,23,22,20,1,4,2,0,0,6,0,0,1,2,0,0,5,0,1,0,0.2,0.273,0.3,0.573,0.061,43.3,110971,2024,11097,9.0,7.0,58.0,0.015,59.0,57.0,2.0,0.0,100.0,9.16,-0.24,0.0,0.21,0.0,0.05,-0.21,-0.27,0.0,-0.38,-6.16,0.55,0.17,-0.035,0.0,0,0,0,0,0,0,0,1,1119436,6000.0,4800.0,5083.3
박민준,-0.14,5,-0.12,-0.01,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.19,-144.6,155151,2024,15515,4.0,1.0,10.0,-0.008,10.0,10.0,0.0,0.0,100.0,9.0,0.0,0.0,0.04,0.0,0.0,0.0,-0.28,0.0,-0.16,-4.65,0.07,-0.09,-0.015,0.0,0,0,0,0,0,0,0,1,1119436,7000.0,3100.0,4231.8
전민재,-0.32,100,-0.39,0.07,276,272,248,34,61,5,1,2,74,32,7,3,17,4,1,53,8,4,3,0.246,0.301,0.298,0.599,0.071,54.5,130731,2024,13073,115.0,65.0,627.0,0.321,290.0,123.0,159.0,8.0,0.972,4.048,2.28,0.0,0.99,-1.85,0.0,0.0,0.0,0.0,1.49,1.866,2.018,3.508,0.136,0.0,0,0,0,0,1,0,0,0,1119436,3400.0,7500.0,7496.7
박계범,-0.33,24,0.11,-0.44,20,20,15,5,3,1,0,0,4,0,1,0,5,0,0,7,2,0,0,0.2,0.4,0.267,0.667,0.135,102.1,111981,2024,11198,27.0,3.0,59.0,-0.513,26.0,6.0,17.0,3.0,0.885,3.508,-4.28,0.0,-1.08,-0.28,0.0,0.0,0.0,0.0,-5.66,-30.187,0.042,-5.618,-0.517,0.0,0,0,0,0,1,0,0,0,1119436,8500.0,6800.0,6779.2
김인태,-0.39,10,-0.24,-0.15,26,26,23,3,4,0,0,1,7,2,0,0,2,0,0,7,1,0,1,0.174,0.231,0.304,0.535,0.031,22.0,110981,2024,11098,8.0,6.0,44.0,-0.167,7.0,7.0,0.0,0.0,1.0,1.432,-2.2,0.48,0.06,0.0,0.0,0.0,0.0,0.0,-1.66,-29.88,-0.162,-1.822,-0.152,0.0,0,0,0,1,0,0,0,0,1119436,9000.0,7200.0,7488.1
김대한,-0.69,61,-0.7,0.01,89,87,75,10,10,1,0,1,14,7,1,1,8,2,0,26,1,2,2,0.133,0.23,0.187,0.417,0.007,5.6,141701,2024,14170,59.0,18.0,221.0,-0.042,55.0,54.0,0.0,1.0,0.982,2.199,-0.23,0.13,-0.01,0.0,0.0,0.0,0.0,0.0,-0.11,-0.268,-0.35,-0.46,-0.01,0.0,0,0,0,1,0,0,0,0,1119436,3700.0,4200.0,4202.5
김태근,-0.7,43,-0.5,-0.2,27,26,23,7,2,0,0,0,2,1,0,1,0,3,0,10,0,1,0,0.087,0.192,0.087,0.279,-0.028,-21.7,141751,2024,14175,33.0,5.0,94.0,-0.207,23.0,23.0,0.0,0.0,1.0,2.202,-1.37,-0.97,0.16,0.0,0.0,0.0,0.0,0.0,-2.17,-9.469,-0.092,-2.262,-0.198,0.0,0,0,0,0,0,1,0,0,1119436,3400.0,4500.0,4228.17
송성문,6.13,142,5.83,0.29,602,601,527,88,179,29,4,19,273,104,21,0,64,3,2,82,5,0,8,0.34,0.409,0.518,0.927,0.191,148.9,113767,2024,11376,148.0,120.0,1072.0,0.389,431.0,232.0,189.0,10.0,0.977,3.535,2.77,0.0,1.94,-0.27,0.0,0.0,0.0,0.0,4.48,4.359,-0.217,4.263,0.409,0.0,0,0,1,0,0,0,0,0,567876,13000.0,30000.0,34460.694
이주형,1.96,115,1.72,0.25,537,536,473,82,126,19,3,13,190,60,6,0,49,14,1,119,4,0,1,0.266,0.352,0.402,0.754,0.133,103.6,145917,2024,14591,107.0,91.0,776.0,0.154,217.0,210.0,4.0,3.0,0.986,2.482,2.41,0.07,0.51,0.0,0.0,0.0,0.0,0.0,2.99,4.024,-1.301,1.689,0.273,0.0,0,0,0,1,0,0,0,0,567876,6600.0,11000.0,12186.378
이용규,1.42,60,1.43,-0.01,227,224,183,27,56,5,2,1,68,12,2,2,31,9,0,33,4,3,1,0.306,0.429,0.372,0.801,0.172,136.7,100357,2024,10035,60.0,48.0,425.0,-0.039,119.0,118.0,0.0,1.0,0.992,2.499,-0.25,-0.1,0.32,0.0,0.0,0.0,0.0,0.0,-0.03,-0.072,-0.393,-0.423,-0.003,0.0,0,0,0,0,0,1,0,0,567876,20000.0,20000.0,20212.98
이형종,0.36,35,0.28,0.08,126,125,102,19,22,3,0,4,37,19,1,0,22,1,1,27,1,1,0,0.216,0.36,0.363,0.723,0.128,100.7,125167,2024,12516,29.0,26.0,218.2,-0.007,60.0,59.0,0.0,1.0,98.3,2.43,0.87,-0.05,0.16,0.0,0.0,0.0,0.0,0.0,0.98,4.03,-1.06,-0.08,0.09,0.0,0,0,0,1,0,0,0,0,567876,68000.0,60000.0,52676.848
김건희,0.22,83,0.37,-0.16,283,283,261,27,67,15,0,9,109,38,0,0,18,0,0,82,7,0,4,0.257,0.3,0.418,0.718,0.103,79.2,154727,2024,15472,66.0,49.0,431.2,0.296,295.0,267.0,24.0,4.0,98.6,6.07,-0.32,0.0,-0.45,0.0,-0.37,-1.12,0.91,0.0,-1.63,-2.83,4.87,3.24,-0.149,0.0,0,0,0,0,0,0,0,1,567876,25200.0,5200.0,21958.054
박수종,0.05,80,-0.05,0.11,148,144,129,23,33,5,1,0,40,6,3,0,13,2,0,17,4,4,0,0.256,0.333,0.31,0.643,0.097,73.8,151327,2024,15132,85.0,33.0,360.0,0.105,124.0,120.0,0.0,4.0,0.968,3.0,2.23,0.37,-1.33,0.0,0.0,0.0,0.0,0.0,1.25,2.118,-0.098,1.152,0.114,0.0,0,0,0,0,0,0,1,0,567876,4000.0,4500.0,5031.3
박성빈,-0.02,12,0.05,-0.07,11,11,9,1,2,1,0,0,3,2,0,0,1,1,0,2,0,0,0,0.222,0.364,0.333,0.697,0.137,110.5,154797,2024,15479,12.0,4.0,37.0,-0.047,27.0,24.0,2.0,1.0,96.3,6.32,0.0,0.0,-0.37,0.0,0.0,-0.12,-0.38,0.0,-0.76,-9.08,0.24,-0.52,-0.069,0.0,0,0,0,0,0,0,0,1,567876,8000.0,3000.0,4401.9
최주환,-0.03,130,-0.32,0.3,544,544,482,49,124,23,1,13,188,84,0,1,47,6,2,92,12,0,9,0.257,0.325,0.39,0.715,0.111,86.1,101827,2024,10182,122.0,116.0,1027.2,-0.499,972.0,906.0,60.0,6.0,99.4,8.46,2.39,0.0,2.07,0.0,0.29,0.0,0.0,0.0,4.75,5.26,-10.22,-5.47,0.434,0.0,1,0,0,0,0,0,0,0,567876,65000.0,30000.0,38297.014
김태진,-0.04,81,-0.77,0.73,202,197,189,26,42,6,3,0,54,10,0,0,7,0,1,27,1,5,1,0.222,0.249,0.286,0.535,0.035,27.5,112447,2024,11244,78.0,37.0,416.0,0.964,201.0,82.0,115.0,4.0,0.98,4.262,6.27,-0.01,1.3,0.81,0.0,0.0,0.0,0.0,8.38,15.471,2.173,10.553,0.766,0.0,0,0,0,0,1,0,0,0,567876,11000.0,9000.0,10305.5
송지후,-0.05,2,-0.03,-0.01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.19,-151.2,161307,2024,16130,1.0,0.0,3.0,-0.012,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,0.02,0.0,0.0,0.0,0.0,0.0,-0.14,-10.1,0.01,-0.13,-0.013,0.0,0,1,0,0,0,0,0,0,567876,3000.0,3000.0,3204.35
김재현,-0.07,110,-0.18,0.1,326,316,288,27,70,11,0,0,81,26,1,1,14,10,0,63,8,10,4,0.243,0.297,0.281,0.578,0.067,52.1,108707,2024,10870,109.0,85.0,758.1,0.787,682.0,627.0,48.0,7.0,99.0,8.01,-1.18,0.0,-0.78,0.0,-0.12,2.21,0.98,0.0,0.81,1.06,7.8,8.61,0.074,0.0,0,0,0,0,0,0,0,1,567876,5500.0,10000.0,10305.5
김동헌,-0.1,2,0.04,-0.14,7,7,5,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.2,0.429,0.2,0.629,0.153,115.9,154737,2024,15473,2.0,2.0,14.0,-0.123,11.0,10.0,0.0,1.0,90.9,6.43,0.0,0.0,-0.45,0.0,0.0,-0.73,-0.47,0.0,-1.51,-109.07,0.17,-1.35,-0.138,0.0,0,0,0,0,0,0,0,1,567876,4000.0,3800.0,3857.17
주성원,-0.13,27,-0.23,0.09,62,61,55,7,11,1,0,1,15,5,0,0,6,0,0,18,2,1,0,0.2,0.279,0.273,0.552,0.054,42.4,141337,2024,14133,20.0,13.0,114.0,0.064,39.0,36.0,1.0,2.0,0.949,2.921,1.22,0.52,-0.7,0.0,0.0,0.0,0.0,0.0,1.04,7.488,-0.342,0.698,0.095,0.0,0,0,0,1,0,0,0,0,567876,3500.0,3800.0,3841.99
임병욱,-0.16,42,-0.13,-0.03,92,92,87,14,21,3,0,3,33,10,1,0,4,0,0,32,1,0,1,0.241,0.272,0.379,0.651,0.075,57.9,112267,2024,11226,33.0,22.0,190.0,-0.084,43.0,42.0,0.0,1.0,0.977,1.989,-0.37,-0.4,-0.05,0.0,0.0,0.0,0.0,0.0,-0.81,-3.535,-0.114,-0.924,-0.074,0.0,0,0,0,1,0,0,0,0,567876,7000.0,6000.0,6087.8
김병휘,-0.19,28,0.03,-0.21,71,70,59,6,10,3,0,1,16,3,0,0,6,5,0,26,0,1,0,0.169,0.3,0.271,0.571,0.081,61.7,145777,2024,14577,28.0,21.0,166.0,-0.11,68.0,20.0,46.0,2.0,0.971,3.578,-2.92,0.0,0.42,0.27,0.0,0.0,0.0,0.0,-2.22,-11.417,1.018,-1.202,-0.203,0.0,0,0,0,0,1,0,0,0,567876,3300.0,3500.0,3615.62
변상권,-0.2,77,-0.58,0.38,232,232,219,16,55,3,1,5,75,21,0,0,11,1,0,51,4,0,1,0.251,0.289,0.342,0.631,0.075,57.6,132237,2024,13223,46.0,37.0,329.0,0.285,95.0,94.0,0.0,1.0,0.989,2.571,5.5,-1.26,-0.03,0.0,0.0,0.0,0.0,0.0,4.21,13.179,-1.087,3.123,0.385,0.0,0,0,0,0,0,1,0,0,567876,4800.0,5500.0,5984.6
원성준,-0.22,51,-0.16,-0.07,125,124,112,12,28,5,0,2,39,11,2,0,10,0,0,36,2,1,2,0.25,0.306,0.348,0.654,0.087,67.3,161367,2024,16136,24.0,14.0,126.0,-0.115,36.0,33.0,2.0,1.0,0.972,2.5,-2.11,1.15,-0.23,0.0,0.0,0.0,0.0,0.0,-1.18,-7.08,-0.079,-1.259,-0.108,0.0,0,0,0,0,0,0,1,0,567876,3000.0,4000.0,5451.42
박주홍,-0.27,25,-0.44,0.17,59,59,49,5,5,2,0,0,7,1,2,0,10,0,0,17,1,0,0,0.102,0.254,0.143,0.397,0.016,12.6,145807,2024,14580,24.0,15.0,118.0,0.146,40.0,39.0,1.0,0.0,1.0,3.051,1.86,-0.15,0.19,0.0,0.0,0.0,0.0,0.0,1.9,11.4,-0.3,1.6,0.174,0.0,0,0,0,0,0,1,0,0,567876,3600.0,3700.0,3743.3
장재영,-0.33,38,-0.25,-0.07,139,139,119,14,20,3,0,4,35,13,0,0,17,3,0,64,2,0,0,0.168,0.288,0.294,0.582,0.072,55.7,147847,2024,14784,37.0,35.0,283.0,-0.102,69.0,66.0,3.0,0.0,1.0,2.194,-1.37,-0.06,0.74,0.0,0.0,0.0,0.0,0.0,-0.7,-2.724,-0.422,-1.122,-0.064,0.0,0,0,0,1,0,0,0,0,567876,4000.0,4600.0,4687.15
김웅빈,-0.4,12,-0.4,0.0,38,37,32,2,4,0,0,0,4,2,0,0,4,1,0,15,1,1,0,0.125,0.243,0.125,0.368,0.002,1.5,125037,2024,12503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,567876,5000.0,4000.0,4675.96
고영우,-0.42,94,0.01,-0.43,290,286,254,21,65,12,2,0,81,35,0,0,28,1,0,71,5,4,3,0.256,0.329,0.319,0.648,0.094,73.5,161287,2024,16128,89.0,63.0,554.0,-0.574,184.0,55.0,117.0,12.0,0.935,2.794,-3.92,0.0,-2.12,-0.33,0.0,0.0,0.0,0.0,-6.41,-10.371,0.124,-6.286,-0.586,0.0,0,0,1,0,0,0,0,0,567876,3000.0,4500.0,6789.05
이원석,-0.53,39,-0.33,-0.2,109,109,91,5,20,4,0,0,24,8,0,0,14,2,0,18,2,0,2,0.22,0.33,0.264,0.594,0.085,66.4,101807,2024,10180,12.0,12.0,87.0,-0.254,91.0,85.0,4.0,2.0,97.8,9.21,-1.45,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,-2.02,-7.46,-0.76,-2.78,-0.185,0.0,1,0,0,0,0,0,0,0,567876,40000.0,30000.0,27218.83
이승원,-0.74,20,-0.53,-0.2,41,39,37,3,4,1,0,0,5,1,0,0,2,0,0,13,2,2,0,0.108,0.154,0.135,0.289,-0.058,-43.9,154767,2024,15476,19.0,13.0,97.0,-0.242,48.0,20.0,25.0,3.0,0.938,4.175,-1.84,0.0,-0.64,-0.87,0.0,0.0,0.0,0.0,-3.35,-25.389,0.701,-2.649,-0.306,0.0,0,0,0,0,1,0,0,0,567876,10100.0,3200.0,8420.2
임지열,-0.87,22,-0.59,-0.28,57,57,49,4,5,0,0,1,8,5,0,0,7,0,0,16,2,0,1,0.102,0.211,0.163,0.374,-0.011,-8.3,112257,2024,11225,17.0,14.0,105.0,-0.296,19.0,19.0,0.0,0.0,1.0,1.629,-3.3,0.04,0.24,0.0,0.0,0.0,0.0,0.0,-3.0,-25.412,-0.245,-3.245,-0.274,0.0,1,0,0,0,0,0,0,0,567876,7200.0,5800.0,5796.8
이재상,-1.04,36,-0.55,-0.49,89,88,84,7,16,1,0,1,20,5,0,0,2,2,0,33,0,1,0,0.19,0.227,0.238,0.465,0.013,9.9,161247,2024,16124,35.0,28.0,221.0,-0.344,98.0,44.0,50.0,4.0,95.9,3.83,-3.25,0.0,-0.05,-2.19,0.0,0.0,0.0,0.0,-5.49,-21.96,1.72,-3.77,-0.501,0.0,0,0,0,0,1,0,0,0,567876,3000.0,3200.0,3420.82
