Name,Team,WAAwithPOS,G_x,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR,G_y,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,연봉(만원)
김재현,24 C,0.787,109,85,758.1,682,627,48,7,99.0,8.01,-1.18,,-0.78,,-0.12,2.21,0.98,,0.81,1.06,7.8,8.61,0.074,108707,-0.07,110,-0.18,0.1,326,316,288,27,70,11,0,0,81,26,1,1,14,10,0,63,8,10,4,0.243,0.297,0.281,0.578,0.067,52.1,5500
김건희,24 C,0.296,66,49,431.2,295,267,24,4,98.6,6.07,-0.32,,-0.45,,-0.37,-1.12,0.91,,-1.63,-2.83,4.87,3.24,-0.149,154727,0.22,83,0.37,-0.16,283,283,261,27,67,15,0,9,109,38,0,0,18,0,0,82,7,0,4,0.257,0.3,0.418,0.718,0.103,79.2,3200
김시앙,24 C,0.034,6,2,19.1,20,20,0,0,100.0,9.31,-0.09,,0.07,,,,0.32,,0.2,4.86,0.17,0.37,0.019,148517,-0.07,6,-0.09,0.02,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.143,0.143,0.143,0.286,-0.07,-52.9,3600
이형종,24 RF,-0.007,29,26,218.2,60,59,0,1,98.3,2.43,0.87,-0.05,0.16,,,,,,0.98,4.03,-1.06,-0.08,0.09,125167,0.36,35,0.28,0.08,126,125,102,19,22,3,0,4,37,19,1,0,22,1,1,27,1,1,0,0.216,0.36,0.363,0.723,0.128,100.7,68000
송지후,24 2B,-0.012,1,0,3.0,0,0,0,0,0.0,0.0,-0.16,,0.02,,,,,,-0.14,-10.1,0.01,-0.13,-0.013,161307,-0.05,2,-0.03,-0.01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.19,-151.2,3000
박성빈,24 C,-0.047,12,4,37.0,27,24,2,1,96.3,6.32,0.0,,-0.37,,,-0.12,-0.38,,-0.76,-9.08,0.24,-0.52,-0.069,154797,-0.02,12,0.05,-0.07,11,11,9,1,2,1,0,0,3,2,0,0,1,1,0,2,0,0,0,0.222,0.364,0.333,0.697,0.137,110.5,3000
박준형,24 C,-0.094,4,2,12.1,7,7,0,0,100.0,5.11,0.0,,0.04,,,-0.24,-1.36,,-1.15,-41.35,0.12,-1.03,-0.105,142117,-0.22,4,-0.12,-0.11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.19,-154.2,3000
김동헌,24 C,-0.123,2,2,14.0,11,10,0,1,90.9,6.43,0.0,,-0.45,,,-0.73,-0.47,,-1.51,-109.07,0.17,-1.35,-0.138,154737,-0.1,2,0.04,-0.14,7,7,5,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.2,0.429,0.2,0.629,0.153,115.9,4000
이원석,24 1B,-0.254,12,12,87.0,91,85,4,2,97.8,9.21,-1.45,,-0.57,,,,,,-2.02,-7.46,-0.76,-2.78,-0.185,101807,-0.53,39,-0.33,-0.2,109,109,91,5,20,4,0,0,24,8,0,0,14,2,0,18,2,0,2,0.22,0.33,0.264,0.594,0.085,66.4,40000
이재상,24 SS,-0.344,35,28,221.0,98,44,50,4,95.9,3.83,-3.25,,-0.05,-2.19,,,,,-5.49,-21.96,1.72,-3.77,-0.501,161247,-1.04,36,-0.55,-0.49,89,88,84,7,16,1,0,1,20,5,0,0,2,2,0,33,0,1,0,0.19,0.227,0.238,0.465,0.013,9.9,3000
최주환,24 1B,-0.499,122,116,1027.2,972,906,60,6,99.4,8.46,2.39,,2.07,,0.29,,,,4.75,5.26,-10.22,-5.47,0.434,101827,-0.03,130,-0.32,0.3,544,544,482,49,124,23,1,13,188,84,0,1,47,6,2,92,12,0,9,0.257,0.325,0.39,0.715,0.111,86.1,65000
김윤하,24 P,,18,12,79.0,12,2,9,1,91.7,1.25,,,,,,,,,0.0,0.0,,,0.0,161237,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3000
김선기,24 P,,41,6,76.1,11,0,11,0,100.0,1.3,,,,,,,,,0.0,0.0,,,0.0,130927,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,7000
문성현,24 P,,39,0,38.1,3,2,1,0,100.0,0.7,,,,,,,,,0.0,0.0,,,0.0,104377,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,7500
오석주,24 P,,16,0,17.0,2,0,2,0,100.0,1.06,,,,,,,,,0.0,,,,0.0,128607,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4000
윤정현,24 P,,2,0,3.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,141317,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4000
김동욱,24 P,,37,0,36.0,5,2,3,0,100.0,1.25,,,,,,,,,0.0,0.0,,,0.0,146817,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3000
양지율,24 P,,20,0,18.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,128547,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3000
박범준,24 P,,5,0,5.1,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,161337,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3000
신준우,24 SS,,1,0,1.0,0,0,0,0,0.0,0.0,0.0,,0.01,,,,,,0.01,1.15,,,0.001,146957,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,4200
김연주,24 P,,33,0,31.1,6,2,4,0,100.0,1.72,,,,,,,,,0.0,0.0,,,0.0,161277,0.0,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3000
원종현,24 P,,4,0,3.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,111617,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,50000
김재웅,24 P,,26,0,23.2,5,0,5,0,100.0,1.9,,,,,,,,,0.0,0.0,,,0.0,128587,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,19000
주승우,24 P,,55,0,51.2,13,3,10,0,100.0,2.26,,,,,,,,,0.0,0.0,,,0.0,150677,0.0,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3200
이영빈,24 1B,-0.041,29,15,138.0,91,73,17,1,0.989,5.87,0.65,-0.29,0.22,-0.17,0.0,,0.0,0.0,-0.25,-1.241,-0.194,-0.444,-0.023,147836,-0.18,31,-0.13,-0.05,71,69,63,11,14,2,0,2,22,12,0,1,4,0,0,20,0,2,2,0.222,0.261,0.349,0.61,0.059,45.5,5500
이유찬,24 2B,0.394,110,62,567.0,221,97,121,3,0.986,3.46,2.06,-0.63,1.74,0.36,0.0,,0.0,0.0,4.02,5.263,0.293,4.313,0.367,128941,1.01,103,0.67,0.33,262,255,231,39,64,11,0,3,84,23,16,6,22,1,0,51,9,7,1,0.277,0.341,0.364,0.705,0.115,87.9,8500
김태진,24 SS,0.964,78,37,416.0,201,82,115,4,0.98,4.262,6.27,-0.01,1.3,0.81,0.0,,0.0,0.0,8.38,15.471,2.173,10.553,0.766,112447,-0.04,81,-0.77,0.73,202,197,189,26,42,6,3,0,54,10,0,0,7,0,1,27,1,5,1,0.222,0.249,0.286,0.535,0.035,27.5,11000
오태곤,24 1B,-0.16,127,58,634.0,501,458,39,4,0.992,7.055,-1.09,1.1,0.71,0.0,0.0,,0.0,0.0,1.04,1.179,-2.788,-1.748,0.095,102494,1.29,117,1.19,0.09,288,281,247,43,68,16,0,9,111,36,27,4,31,1,2,73,4,6,3,0.275,0.355,0.449,0.804,0.143,102.4,25000
권광민,24 LF,0.067,13,9,80.0,28,28,0,0,1.0,3.15,0.55,0.33,0.12,0.0,0.0,,0.0,0.0,0.99,10.966,-0.259,0.731,0.09,136769,0.4,19,0.31,0.09,51,51,48,10,13,3,0,4,28,9,0,0,3,0,0,17,0,0,0,0.271,0.314,0.583,0.897,0.16,119.1,3300
김민수,24 3B,-0.14,20,4,57.0,35,21,12,2,0.943,5.211,-2.07,0.0,-0.62,1.1,0.0,,0.0,0.0,-1.52,-10.944,-0.012,-1.532,-0.139,129316,-0.33,19,-0.22,-0.11,22,22,20,1,3,0,0,0,3,0,0,0,1,1,0,4,1,0,0,0.15,0.227,0.15,0.377,-0.004,-3.4,6000
전민재,24 SS,0.321,115,65,627.0,290,123,159,8,0.972,4.048,2.28,0.0,0.99,-1.85,0.0,,0.0,0.0,1.49,1.866,2.018,3.508,0.136,130731,-0.32,100,-0.39,0.07,276,272,248,34,61,5,1,2,74,32,7,3,17,4,1,53,8,4,3,0.246,0.301,0.298,0.599,0.071,54.5,3400
박계범,24 2B,-0.513,27,3,59.0,26,6,17,3,0.885,3.508,-4.28,0.0,-1.08,-0.28,0.0,,0.0,0.0,-5.66,-30.187,0.042,-5.618,-0.517,111981,-0.33,24,0.11,-0.44,20,20,15,5,3,1,0,0,4,0,1,0,5,0,0,7,2,0,0,0.2,0.4,0.267,0.667,0.135,102.1,8500
홍종표,24 2B,-0.329,98,16,302.0,148,51,92,5,0.966,4.262,-4.95,0.0,-0.42,1.23,0.0,,0.0,0.0,-4.05,-5.951,0.45,-3.6,-0.37,146120,0.16,100,0.48,-0.32,115,112,105,27,31,4,3,0,41,11,5,2,6,1,0,31,0,3,0,0.295,0.339,0.39,0.729,0.12,89.0,3500
도태훈,24 1B,0.314,104,31,398.0,299,207,89,3,0.99,6.693,4.44,0.0,0.71,-0.95,0.0,,0.0,0.0,4.27,5.912,-0.833,3.437,0.39,125605,0.06,100,-0.24,0.3,181,177,145,20,31,4,0,0,35,15,1,0,24,6,0,29,5,4,2,0.214,0.345,0.241,0.586,0.092,69.3,8000
김선빈,24 2B,-0.121,120,112,892.0,505,209,286,10,0.98,4.994,-4.86,0.0,0.38,-1.27,0.0,,0.0,0.0,-5.75,-6.9,4.428,-1.322,-0.525,100080,2.38,116,2.98,-0.6,466,458,423,48,139,23,0,9,189,57,5,1,30,5,0,39,13,7,0,0.329,0.38,0.447,0.827,0.156,117.4,60000
김규성,24 1B,-0.231,26,2,56.0,36,22,11,3,0.917,5.304,-0.44,0.0,-1.11,-0.99,0.0,,0.0,0.0,-2.54,-14.068,0.014,-2.526,-0.232,125400,-0.19,27,0.05,-0.25,15,14,12,5,3,1,0,0,4,2,1,0,2,0,0,4,0,1,0,0.25,0.357,0.333,0.69,0.119,88.3,5500
이주찬,24 3B,-0.4,15,5,54.0,23,7,12,4,0.826,3.167,-2.29,0.0,-1.63,-0.46,0.0,,0.0,0.0,-4.38,-42.048,0.003,-4.377,-0.4,148192,-0.43,17,-0.11,-0.32,25,25,24,7,4,1,0,1,8,2,0,0,1,0,0,9,1,0,0,0.167,0.2,0.333,0.533,0.025,17.0,3100
김재혁,24 CF,0.039,31,9,104.0,47,42,4,1,0.979,3.981,1.03,-0.37,-0.19,0.0,0.0,,0.0,0.0,0.52,2.415,-0.09,0.43,0.048,150363,-0.49,35,-0.53,0.04,54,54,49,6,9,2,1,0,13,6,2,2,3,0,0,19,2,0,2,0.184,0.222,0.265,0.487,0.017,11.6,3000
김호진,24 3B,0.101,24,7,80.0,18,6,12,0,1.0,2.025,0.04,0.0,0.59,0.32,0.0,,0.0,0.0,1.03,6.18,0.07,1.1,0.094,158683,-0.4,26,-0.47,0.07,32,32,29,4,2,0,0,0,2,3,0,0,1,1,0,11,1,0,1,0.069,0.125,0.069,0.194,-0.088,-60.7,3000
신윤후,24 RF,0.391,33,6,103.0,33,28,5,0,1.0,2.883,1.97,2.21,0.3,0.0,0.0,,0.0,0.0,4.49,19.593,-0.206,4.284,0.41,141692,0.12,39,-0.29,0.41,35,34,31,5,5,0,0,0,5,1,0,0,1,2,0,8,1,1,0,0.161,0.235,0.161,0.396,0.004,2.9,5200
이성규,24 RF,-0.013,127,77,690.0,319,301,12,6,0.981,4.083,2.81,-1.07,-0.77,0.0,0.0,,0.0,0.0,0.97,1.1,-1.111,-0.141,0.089,125623,1.11,122,1.02,0.08,355,351,302,56,73,10,1,22,151,57,9,2,31,15,0,109,5,4,3,0.242,0.339,0.5,0.839,0.149,106.1,6000
천성호,24 2B,-0.174,66,53,449.0,206,81,121,4,0.981,4.049,-4.56,0.23,0.55,0.0,0.0,,0.0,0.0,-3.72,-8.116,1.81,-1.91,-0.34,146068,0.3,75,0.63,-0.33,255,254,234,41,69,8,3,1,86,17,7,0,18,1,0,43,5,1,1,0.295,0.346,0.368,0.714,0.116,84.6,4500
강한울,24 3B,0.027,21,3,70.0,27,6,20,1,0.963,3.343,0.36,0.0,-0.04,-0.04,0.0,,0.0,0.0,0.27,1.851,0.03,0.3,0.025,112553,-0.47,18,-0.47,0.01,25,22,21,1,2,0,0,0,2,1,0,0,0,0,0,6,1,3,1,0.095,0.091,0.095,0.186,-0.114,-81.5,10000
정훈,24 1B,-0.142,54,40,347.0,305,265,37,3,0.99,7.833,0.31,0.0,0.34,-0.45,0.0,,0.0,0.0,0.23,0.613,-1.781,-1.551,0.021,102532,0.76,109,0.76,0.0,325,324,285,31,76,20,0,9,123,47,1,1,35,0,0,63,3,1,4,0.267,0.343,0.432,0.775,0.133,94.9,30000
박정우,24 CF,0.32,74,9,187.0,57,52,2,3,0.947,2.599,5.09,-0.4,-1.14,0.0,0.0,,0.0,0.0,3.56,6.928,-0.054,3.506,0.325,128690,0.42,66,0.05,0.37,69,69,65,17,20,3,1,0,25,11,0,1,4,0,0,14,3,0,0,0.308,0.348,0.385,0.733,0.121,89.2,3800
고승민,24 2B,0.421,129,114,970.0,534,243,278,13,0.976,4.834,2.37,0.3,-1.2,-0.43,0.0,,0.0,0.0,1.05,1.172,3.562,4.612,0.096,141602,3.08,120,2.96,0.12,532,531,481,79,148,27,6,14,229,87,5,4,41,1,0,78,10,1,8,0.308,0.358,0.476,0.834,0.152,107.9,8000
김병휘,24 SS,-0.11,28,21,166.0,68,20,46,2,0.971,3.578,-2.92,0.0,0.42,0.27,0.0,,0.0,0.0,-2.22,-11.417,1.018,-1.202,-0.203,145777,-0.19,28,0.03,-0.21,71,70,59,6,10,3,0,1,16,3,0,0,6,5,0,26,0,1,0,0.169,0.3,0.271,0.571,0.081,61.7,3300
박주홍,24 LF,0.146,24,15,118.0,40,39,1,0,1.0,3.051,1.86,-0.15,0.19,0.0,0.0,,0.0,0.0,1.9,11.4,-0.3,1.6,0.174,145807,-0.27,25,-0.44,0.17,59,59,49,5,5,2,0,0,7,1,2,0,10,0,0,17,1,0,0,0.102,0.254,0.143,0.397,0.016,12.6,3600
페라자,24 LF,-0.375,95,82,668.0,164,149,6,9,0.945,2.088,1.47,-0.67,-3.17,0.0,0.0,,0.0,0.0,-2.36,-3.577,-1.746,-4.106,-0.216,161219,2.13,122,2.27,-0.14,522,518,455,75,125,24,0,24,221,70,7,5,63,2,5,129,6,0,2,0.275,0.364,0.486,0.85,0.158,116.7,60000
고영우,24 3B,-0.574,89,63,554.0,184,55,117,12,0.935,2.794,-3.92,0.0,-2.12,-0.33,0.0,,0.0,0.0,-6.41,-10.371,0.124,-6.286,-0.586,161287,-0.42,94,0.01,-0.43,290,286,254,21,65,12,2,0,81,35,0,0,28,1,0,71,5,4,3,0.256,0.329,0.319,0.648,0.094,73.5,3000
이용규,24 CF,-0.039,60,48,425.0,119,118,0,1,0.992,2.499,-0.25,-0.1,0.32,0.0,0.0,,0.0,0.0,-0.03,-0.072,-0.393,-0.423,-0.003,100357,1.42,60,1.43,-0.01,227,224,183,27,56,5,2,1,68,12,2,2,31,9,0,33,4,3,1,0.306,0.429,0.372,0.801,0.172,136.7,20000
원성준,24 CF,-0.115,24,14,126.0,36,33,2,1,0.972,2.5,-2.11,1.15,-0.23,0.0,0.0,,0.0,0.0,-1.18,-7.08,-0.079,-1.259,-0.108,161367,-0.22,51,-0.16,-0.07,125,124,112,12,28,5,0,2,39,11,2,0,10,0,0,36,2,1,2,0.25,0.306,0.348,0.654,0.087,67.3,3000
이주형,24 RF,0.154,107,91,776.0,217,210,4,3,0.986,2.482,2.41,0.07,0.51,0.0,0.0,,0.0,0.0,2.99,4.024,-1.301,1.689,0.273,145917,1.96,115,1.72,0.25,537,536,473,82,126,19,3,13,190,60,6,0,49,14,1,119,4,0,1,0.266,0.352,0.402,0.754,0.133,103.6,6600
송성문,24 3B,0.389,148,120,1072.0,431,232,189,10,0.977,3.535,2.77,0.0,1.94,-0.27,0.0,,0.0,0.0,4.48,4.359,-0.217,4.263,0.409,113767,6.13,142,5.83,0.29,602,601,527,88,179,29,4,19,273,104,21,0,64,3,2,82,5,0,8,0.34,0.409,0.518,0.927,0.191,148.9,13000
구본혁,24 3B,0.647,154,93,883.0,400,145,245,10,0.975,3.975,3.13,0.0,1.56,0.97,0.0,,0.0,0.0,5.6,5.236,1.487,7.087,0.512,141406,1.29,133,0.73,0.56,389,385,339,48,87,14,2,2,111,43,8,4,38,4,0,51,7,4,4,0.257,0.335,0.327,0.662,0.101,77.6,7000
정은원,24 LF,0.091,20,19,147.0,49,38,10,1,0.98,2.939,1.35,-0.45,-0.14,0.36,0.0,,0.0,0.0,1.12,8.064,-0.127,0.993,0.102,131379,0.06,27,-0.04,0.09,78,77,64,10,11,3,1,1,19,6,2,0,13,0,0,16,0,1,0,0.172,0.312,0.297,0.609,0.088,64.6,17800
문현빈,24 2B,-0.02,70,51,458.0,217,79,135,3,0.986,4.205,-2.99,0.0,1.36,0.14,0.0,,0.0,0.0,-1.48,-3.045,1.265,-0.215,-0.135,154229,0.5,103,0.63,-0.14,289,287,260,29,72,16,2,5,107,47,3,5,24,2,1,53,9,1,2,0.277,0.34,0.412,0.752,0.126,93.2,8000
김주형,24 SS,0.078,22,4,68.0,38,16,20,2,0.947,4.765,0.54,0.0,-0.43,0.45,0.0,,0.0,0.0,0.57,3.731,0.288,0.858,0.052,142147,-0.12,22,-0.19,0.07,25,24,20,0,3,0,0,0,3,2,0,1,1,3,0,9,0,1,0,0.15,0.292,0.15,0.442,0.05,37.3,4500
임병욱,24 CF,-0.084,33,22,190.0,43,42,0,1,0.977,1.989,-0.37,-0.4,-0.05,0.0,0.0,,0.0,0.0,-0.81,-3.535,-0.114,-0.924,-0.074,112267,-0.16,42,-0.13,-0.03,92,92,87,14,21,3,0,3,33,10,1,0,4,0,0,32,1,0,1,0.241,0.272,0.379,0.651,0.075,57.9,7000
장진혁,24 CF,0.021,107,76,696.0,179,177,1,1,0.994,2.302,-1.68,1.1,0.92,0.0,0.0,,0.0,0.0,0.33,0.444,-0.101,0.229,0.03,125839,0.58,99,0.57,0.0,327,322,289,56,76,16,0,9,119,44,14,6,29,3,0,72,6,5,1,0.263,0.335,0.412,0.747,0.125,91.6,5800
하주석,24 SS,-0.285,51,32,275.0,140,51,82,7,0.95,4.353,-3.42,0.0,-1.19,-0.32,0.0,,0.0,0.0,-4.86,-13.722,1.745,-3.115,-0.444,109139,0.25,64,0.7,-0.45,151,149,137,16,40,9,1,1,54,11,1,2,10,2,0,33,1,2,0,0.292,0.349,0.394,0.743,0.127,94.7,7000
최원영,24 LF,-0.006,50,8,132.0,30,28,0,2,0.933,1.909,1.43,-0.68,-0.74,0.0,0.0,,0.0,0.0,0.02,0.058,-0.08,-0.06,0.002,150846,0.17,57,0.17,0.0,41,41,37,18,10,2,0,1,15,5,6,4,1,3,0,7,0,0,0,0.27,0.341,0.405,0.746,0.134,102.6,3000
박수종,24 CF,0.105,85,33,360.0,124,120,0,4,0.968,3.0,2.23,0.37,-1.33,0.0,0.0,,0.0,0.0,1.25,2.118,-0.098,1.152,0.114,151327,0.05,80,-0.05,0.11,148,144,129,23,33,5,1,0,40,6,3,0,13,2,0,17,4,4,0,0.256,0.333,0.31,0.643,0.097,73.8,4000
안익훈,24 LF,0.38,33,9,130.0,35,35,0,0,1.0,2.423,4.13,0.07,0.19,0.0,0.0,,0.0,0.0,4.38,19.113,-0.224,4.156,0.4,113476,-0.02,37,-0.42,0.4,56,54,49,8,9,1,0,0,10,3,2,0,4,0,0,13,2,2,1,0.184,0.241,0.204,0.445,0.01,7.8,5500
김현종,24 CF,0.092,11,0,25.0,5,5,0,0,1.0,1.8,0.87,0.09,0.06,0.0,0.0,,0.0,0.0,1.02,13.353,-0.008,1.012,0.093,160136,0.06,17,-0.03,0.09,16,16,15,8,3,1,0,0,4,2,0,0,0,1,0,4,0,0,0,0.2,0.25,0.267,0.517,0.042,31.9,3000
제러드,24 RF,-0.552,35,31,270.0,64,61,2,1,0.984,2.1,-5.59,-0.37,0.59,0.0,0.0,,0.0,0.0,-5.36,-22.053,-0.684,-6.044,-0.49,161581,1.59,38,2.09,-0.5,169,169,144,29,47,16,1,10,95,39,4,0,21,3,0,35,0,0,1,0.326,0.42,0.66,1.08,0.241,183.7,30000
김태연,24 RF,-1.214,124,102,863.0,392,344,39,9,0.977,3.994,-8.7,-0.66,-1.22,-0.07,0.0,,0.0,0.0,-10.6,-12.31,-2.69,-13.29,-0.968,125859,0.61,126,1.43,-0.82,472,466,413,59,120,24,0,12,180,61,5,2,45,4,0,89,9,6,4,0.291,0.363,0.436,0.799,0.145,106.5,7800
문성주,24 LF,0.402,88,68,584.0,152,146,5,1,0.993,2.327,4.97,0.82,0.42,0.0,0.0,,0.0,0.0,6.22,10.178,-1.822,4.398,0.568,131126,2.41,96,1.85,0.56,361,360,305,47,96,16,2,0,116,48,13,7,49,3,0,38,4,1,3,0.315,0.411,0.38,0.791,0.158,120.8,20000
권희동,24 LF,-0.058,129,113,915.0,251,238,11,2,0.992,2.449,3.48,-0.36,0.16,0.0,0.0,,0.0,0.0,3.28,3.661,-3.917,-0.637,0.3,111725,3.77,123,3.48,0.29,511,509,416,66,125,22,1,13,188,77,4,0,77,10,1,63,10,2,6,0.3,0.417,0.452,0.869,0.182,137.9,15000
전다민,24 LF,-0.049,14,5,62.0,9,8,1,0,1.0,1.306,-0.02,-0.53,0.09,0.0,0.0,,0.0,0.0,-0.45,-4.629,-0.083,-0.533,-0.041,160721,0.3,25,0.34,-0.04,34,34,27,10,9,2,0,0,11,1,1,1,7,0,0,8,0,0,0,0.333,0.471,0.407,0.878,0.202,156.9,3000
김태근,24 LF,-0.207,33,5,94.0,23,23,0,0,1.0,2.202,-1.37,-0.97,0.16,0.0,0.0,,0.0,0.0,-2.17,-9.469,-0.092,-2.262,-0.198,141751,-0.7,43,-0.5,-0.2,27,26,23,7,2,0,0,0,2,1,0,1,0,3,0,10,0,1,0,0.087,0.192,0.087,0.279,-0.028,-21.7,3400
한석현,24 RF,-0.317,39,14,169.0,44,39,5,0,1.0,2.343,-4.66,1.01,0.42,0.0,0.0,,0.0,0.0,-3.22,-11.889,-0.25,-3.47,-0.294,132505,-0.52,40,-0.22,-0.3,76,76,73,10,18,4,1,0,24,3,2,1,2,1,0,22,2,0,0,0.247,0.276,0.329,0.605,0.067,50.3,3900
