Name,Team,WAAwithPOS,G_x,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR,G_y,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,연봉(만원)
김한별,24 SS,-0.236,39,9,113.0,48,20,27,1,0.979,3.743,-3.25,0.0,0.42,-0.15,0.0,,0.0,0.0,-2.99,-11.04,0.406,-2.584,-0.273,147165,-0.07,40,0.24,-0.31,50,50,44,8,14,1,0,0,15,3,0,0,2,4,0,9,2,0,0,0.318,0.4,0.341,0.741,0.148,109.8,3800
홍성호,24 RF,0.031,7,0,12.0,5,5,0,0,1.0,3.75,0.31,0.0,0.04,0.0,0.0,,0.0,0.0,0.36,7.406,-0.023,0.337,0.033,126061,0.07,15,0.03,0.03,15,15,14,0,4,2,0,0,6,1,1,0,1,0,0,7,0,0,0,0.286,0.333,0.429,0.762,0.129,100.8,3300
김수윤,24 1B,-0.13,8,1,27.0,24,22,1,1,0.958,7.667,-0.99,0.0,-0.36,0.0,0.0,,0.0,0.0,-1.34,-24.12,-0.088,-1.428,-0.122,129035,-0.16,9,-0.07,-0.08,10,10,9,0,2,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0.222,0.3,0.222,0.522,0.05,37.3,3200
김대한,24 RF,-0.042,59,18,221.0,55,54,0,1,0.982,2.199,-0.23,0.13,-0.01,0.0,0.0,,0.0,0.0,-0.11,-0.268,-0.35,-0.46,-0.01,141701,-0.69,61,-0.7,0.01,89,87,75,10,10,1,0,1,14,7,1,1,8,2,0,26,1,2,2,0.133,0.23,0.187,0.417,0.007,5.6,3700
최정원,24 CF,0.11,60,30,296.0,141,108,30,3,0.979,4.196,0.67,0.04,-0.47,0.77,0.0,,0.0,0.0,1.02,2.448,0.186,1.206,0.093,142215,0.62,65,0.55,0.06,155,154,131,33,37,5,0,1,45,14,7,3,17,4,0,34,1,1,2,0.282,0.377,0.344,0.721,0.131,99.0,6600
최항,24 2B,0.202,68,27,295.0,163,64,97,2,0.988,4.912,0.45,0.0,0.82,0.38,0.0,,0.0,0.0,1.64,3.473,0.576,2.216,0.15,108102,-0.31,72,-0.41,0.1,143,143,132,17,33,3,1,0,38,12,0,1,10,1,0,32,3,0,0,0.25,0.308,0.288,0.596,0.073,51.3,3100
조수행,24 LF,0.445,135,93,885.0,252,247,4,1,0.996,2.553,5.46,-0.29,1.14,0.0,0.0,,0.0,0.0,6.32,6.741,-1.445,4.875,0.577,125241,0.97,130,0.4,0.57,382,368,328,60,87,5,2,0,96,30,64,8,33,3,1,53,2,14,4,0.265,0.334,0.293,0.627,0.085,65.5,9500
이상혁,24 RF,-0.116,18,1,41.0,10,10,0,0,1.0,2.195,-0.64,-0.71,0.1,0.0,0.0,,0.0,0.0,-1.26,-10.08,-0.009,-1.269,-0.115,151399,-0.21,43,-0.09,-0.12,15,15,13,13,2,0,0,0,2,0,5,2,2,0,0,5,0,0,0,0.154,0.267,0.154,0.421,0.019,13.9,3100
이원석,24 CF,0.025,75,28,336.0,82,80,1,1,0.988,2.17,0.9,-0.68,0.17,0.0,0.0,,0.0,0.0,0.39,0.749,-0.117,0.273,0.036,131389,-0.21,87,-0.24,0.03,154,152,133,26,31,4,1,0,37,13,8,2,16,2,0,32,3,2,1,0.233,0.322,0.278,0.6,0.082,61.5,3600
천재환,24 RF,-0.303,96,51,494.0,104,100,2,2,0.981,1.858,-3.51,0.89,0.1,0.0,0.0,,0.0,0.0,-2.52,-3.78,-0.8,-3.32,-0.23,132615,0.37,89,0.56,-0.2,236,233,215,31,61,9,1,5,87,33,8,2,13,4,0,52,7,3,1,0.284,0.335,0.405,0.74,0.121,91.5,5000
김성욱,24 CF,-0.367,144,94,875.0,233,226,6,1,0.996,2.386,-4.93,-0.35,1.34,0.0,0.0,,0.0,0.0,-3.93,-3.93,-0.084,-4.014,-0.359,111535,-0.49,129,-0.1,-0.38,412,409,358,55,73,8,2,17,136,60,10,4,31,15,0,79,7,3,5,0.204,0.291,0.38,0.671,0.095,71.4,9500
유로결,24 RF,0.246,20,6,81.0,16,16,0,0,1.0,1.778,1.95,0.7,0.17,0.0,0.0,,0.0,0.0,2.82,20.304,-0.128,2.692,0.258,141269,0.01,23,-0.23,0.24,39,39,36,6,8,1,0,0,9,4,0,1,3,0,0,11,4,0,0,0.222,0.282,0.25,0.532,0.047,34.4,3300
오선진,24 3B,0.144,27,3,74.0,20,3,17,0,1.0,2.432,0.69,0.0,0.5,0.35,0.0,,0.0,0.0,1.54,8.213,0.034,1.574,0.141,105572,0.16,26,0.04,0.12,29,24,20,0,4,1,0,0,5,0,0,0,2,2,0,8,0,5,0,0.2,0.333,0.25,0.583,0.095,67.4,10000
김휘집,24 3B,0.412,89,75,638.0,286,150,126,10,0.965,3.893,3.57,0.0,-0.49,1.04,0.0,,0.0,0.0,4.22,6.828,0.288,4.508,0.386,147855,1.99,89,1.52,0.47,366,364,314,54,86,15,0,11,134,48,4,3,37,7,0,70,7,2,6,0.274,0.357,0.427,0.784,0.141,106.3,11000
정준재,24 2B,0.423,78,57,476.0,248,89,156,3,0.988,4.632,3.38,0.0,1.46,-0.84,0.0,,0.0,0.0,3.33,6.148,1.303,4.633,0.304,160424,1.8,88,1.52,0.28,240,237,215,40,66,8,5,1,87,23,16,5,19,3,0,49,3,3,0,0.307,0.371,0.405,0.776,0.143,103.2,3000
김찬형,24 2B,-0.02,5,2,24.0,10,6,4,0,1.0,3.75,-0.39,0.0,0.17,0.0,0.0,,0.0,0.0,-0.24,-6.912,0.016,-0.224,-0.022,126224,-0.26,5,-0.23,-0.03,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,-0.19,-139.6,5000
정현승,24 RF,-0.087,21,8,86.0,15,15,0,0,1.0,1.57,-1.23,0.16,0.2,0.0,0.0,,0.0,0.0,-0.87,-5.966,-0.085,-0.955,-0.079,160434,-0.25,23,-0.17,-0.08,31,31,29,1,7,0,0,1,10,4,1,0,2,0,0,6,0,0,0,0.241,0.29,0.345,0.635,0.076,53.9,3000
박민석,24 2B,-0.258,13,0,30.0,14,4,7,3,0.786,3.3,-1.96,0.0,-1.3,0.38,0.0,,0.0,0.0,-2.88,-31.902,0.06,-2.82,-0.263,141108,-0.31,20,-0.14,-0.18,14,14,14,6,3,0,0,0,3,0,0,1,0,0,0,7,0,0,0,0.214,0.214,0.214,0.428,-0.01,-7.4,3100
최경모,24 2B,-0.08,48,11,152.0,53,14,35,4,0.925,2.901,0.67,0.0,-0.97,-0.67,0.0,,0.0,0.0,-0.98,-2.94,0.102,-0.878,-0.09,141514,-0.21,50,-0.17,-0.04,50,43,35,12,6,0,0,0,6,0,6,3,8,0,0,7,2,7,0,0.171,0.326,0.171,0.497,0.062,45.2,3700
송민섭,24 RF,-0.261,36,0,68.0,12,11,0,1,0.917,1.456,-2.15,-0.31,-0.32,0.0,0.0,,0.0,0.0,-2.79,-11.16,-0.067,-2.857,-0.255,113428,-0.18,36,0.08,-0.26,20,19,14,8,3,0,0,0,3,1,0,1,3,2,0,6,0,1,0,0.214,0.421,0.214,0.635,0.145,105.2,6500
하재훈,24 RF,-1.018,100,73,666.0,140,128,5,7,0.95,1.797,-8.65,0.45,-2.04,0.0,0.0,,0.0,0.0,-10.25,-14.76,-0.896,-11.146,-0.937,141474,-0.74,107,0.11,-0.85,317,315,290,40,72,19,0,10,121,36,15,2,18,2,0,90,5,2,5,0.248,0.292,0.417,0.709,0.102,73.9,10000
최민창,24 RF,-0.005,6,0,8.0,2,2,0,0,1.0,2.25,-0.39,0.33,0.01,0.0,0.0,,0.0,0.0,-0.05,-1.2,-0.005,-0.055,-0.005,113514,-0.07,7,-0.06,0.0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-133.8,3000
안상현,24 2B,-0.255,34,23,193.0,96,34,57,5,0.948,4.244,-1.84,0.0,-1.31,-0.28,0.0,,0.0,0.0,-3.35,-14.188,0.557,-2.793,-0.306,126134,-0.8,37,-0.58,-0.22,75,74,70,3,12,1,0,0,13,2,1,1,4,0,0,14,0,1,0,0.171,0.216,0.186,0.402,-0.01,-7.2,4000
황영묵,24 2B,0.212,131,83,786.0,449,191,246,12,0.973,5.004,2.76,0.0,-0.52,-2.37,0.0,,0.0,0.0,-0.12,-0.132,2.441,2.321,-0.011,161109,1.39,123,1.38,0.01,389,386,349,52,105,8,4,3,130,35,4,7,31,5,0,56,6,3,1,0.301,0.365,0.372,0.737,0.129,95.1,3000
황성빈,24 CF,-0.171,123,85,749.0,155,146,5,4,0.974,1.814,-0.35,-0.19,-0.72,0.0,0.0,,0.0,0.0,-1.25,-1.463,-0.619,-1.869,-0.114,146422,2.33,125,2.46,-0.13,406,400,366,94,117,15,8,4,160,26,51,10,31,2,0,56,3,6,1,0.32,0.375,0.437,0.812,0.153,109.0,7600
이진영,24 CF,0.146,46,21,203.0,60,59,0,1,0.983,2.616,1.99,-0.26,-0.05,0.0,0.0,,0.0,0.0,1.68,5.259,-0.085,1.595,0.153,125399,-0.15,42,-0.3,0.15,103,103,93,20,19,6,0,1,28,13,0,1,8,2,0,27,3,0,0,0.204,0.282,0.301,0.583,0.067,50.9,7000
박승욱,24 SS,-0.335,155,112,1010.0,481,166,292,23,0.952,4.081,-9.41,0.0,-2.97,2.75,0.0,,0.0,0.0,-9.19,-8.538,5.524,-3.666,-0.84,108042,1.01,139,1.65,-0.64,468,463,405,57,106,19,1,7,148,53,4,5,47,10,3,120,7,3,3,0.262,0.351,0.365,0.716,0.121,86.4,13500
이도윤,24 SS,0.491,135,97,879.0,405,163,227,15,0.963,3.993,-1.5,0.0,-0.0,1.27,0.0,,0.0,0.0,-0.22,-0.235,5.593,5.373,-0.02,114149,0.59,134,0.74,-0.14,374,368,336,49,93,10,3,1,112,46,6,4,26,3,0,56,5,6,3,0.277,0.332,0.333,0.665,0.098,72.4,7500
장두성,24 CF,0.011,53,3,105.0,30,29,0,1,0.967,2.486,0.65,-0.2,-0.28,0.0,0.0,,0.0,0.0,0.17,0.462,-0.045,0.125,0.016,131552,-0.12,71,-0.14,0.01,37,37,32,23,5,0,0,0,5,1,14,3,3,2,0,9,2,0,0,0.156,0.27,0.156,0.426,0.028,19.8,4000
노진혁,24 SS,-0.112,59,31,284.0,139,67,64,8,0.942,4.151,-0.03,0.0,-1.82,-0.07,0.0,,0.0,0.0,-1.92,-4.686,0.69,-1.23,-0.175,111652,-0.26,73,-0.18,-0.08,157,154,137,13,30,6,0,2,42,13,0,0,15,1,1,39,1,2,2,0.219,0.297,0.307,0.604,0.072,51.0,60000
손호영,24 3B,-0.598,105,93,787.0,262,90,159,13,0.95,2.848,-4.54,0.0,-1.13,-0.86,0.0,,0.0,0.0,-6.67,-9.147,0.121,-6.549,-0.609,145902,2.4,100,2.96,-0.57,428,425,396,70,126,26,4,18,214,78,7,4,17,9,2,65,5,1,5,0.318,0.356,0.54,0.896,0.17,121.7,4500
안주형,24 2B,-0.181,89,42,420.0,228,94,131,3,0.987,4.821,-3.78,0.0,1.19,-0.57,0.0,,0.0,0.0,-3.16,-5.113,1.175,-1.985,-0.289,129883,-0.92,82,-0.57,-0.35,166,154,142,24,31,2,0,0,33,8,4,2,11,1,0,39,3,12,0,0.218,0.279,0.232,0.511,0.041,29.2,5200
김성윤,24 CF,0.035,36,17,176.0,51,49,2,0,1.0,2.608,1.03,-0.96,0.42,0.0,0.0,,0.0,0.0,0.49,1.96,-0.105,0.385,0.045,129363,-0.03,32,-0.07,0.04,89,86,74,15,18,4,0,0,22,6,3,1,9,1,0,16,1,3,2,0.243,0.326,0.297,0.623,0.088,65.0,10000
김헌곤,24 LF,0.076,118,66,621.0,166,165,0,1,0.994,2.391,0.87,0.46,0.79,0.0,0.0,,0.0,0.0,2.12,2.587,-1.292,0.828,0.194,106403,1.05,117,0.87,0.18,311,307,281,43,85,8,1,9,122,34,4,2,22,3,0,50,5,4,1,0.302,0.358,0.434,0.792,0.142,101.0,6000
양도근,24 2B,0.064,18,7,77.0,38,18,20,0,1.0,4.442,-0.67,0.0,0.55,0.66,0.0,,0.0,0.0,0.53,4.24,0.171,0.701,0.048,158753,0.04,16,0.01,0.03,29,28,23,5,4,0,1,0,6,2,0,0,5,0,0,8,0,1,0,0.174,0.321,0.261,0.582,0.085,58.1,3000
김재상,24 2B,0.128,35,24,209.0,104,36,66,2,0.981,4.392,0.63,0.0,0.27,-0.26,0.0,,0.0,0.0,0.62,2.551,0.777,1.397,0.057,154993,-0.03,35,-0.08,0.05,91,90,84,13,20,4,0,2,30,12,4,0,5,0,0,23,0,1,1,0.238,0.278,0.357,0.635,0.073,51.1,3200
윤정빈,24 RF,0.299,63,35,348.0,97,95,2,0,1.0,2.509,2.9,0.38,1.05,0.0,0.0,,0.0,0.0,4.34,9.92,-1.071,3.269,0.397,131613,1.05,69,0.67,0.38,188,188,161,26,46,4,1,7,73,20,1,3,22,3,0,47,1,0,2,0.286,0.378,0.453,0.831,0.159,113.7,3700
최상민,24 RF,0.131,38,1,63.0,25,23,2,0,1.0,3.571,0.13,1.17,0.16,0.0,0.0,,0.0,0.0,1.45,5.495,-0.021,1.429,0.132,131954,0.12,43,-0.01,0.13,13,13,12,9,2,2,0,0,4,1,2,1,0,1,0,5,0,0,0,0.167,0.231,0.333,0.564,0.058,42.6,3200
김성현,24 2B,-0.405,78,39,390.0,178,64,108,6,0.966,3.969,-4.03,0.0,-0.24,-0.83,0.0,,0.0,0.0,-5.04,-9.305,0.609,-4.431,-0.46,106364,-0.49,71,0.03,-0.53,167,162,141,21,32,3,1,1,40,15,2,0,16,4,0,28,7,5,1,0.227,0.321,0.284,0.605,0.085,60.3,20000
김영웅,24 3B,0.82,132,114,979.0,356,141,200,15,0.958,3.135,7.06,0.0,0.27,1.29,0.0,,0.0,0.0,8.13,8.869,0.844,8.974,0.743,150353,2.29,126,1.59,0.71,509,508,456,65,115,16,3,28,221,79,9,2,45,3,0,155,2,1,4,0.252,0.321,0.485,0.806,0.137,97.8,3800
전병우,24 3B,0.404,53,34,292.0,102,47,52,3,0.971,3.051,3.18,0.0,0.46,0.96,0.0,,0.0,0.0,4.43,12.036,-0.005,4.425,0.405,114223,0.3,58,-0.07,0.36,128,128,111,17,25,5,0,5,45,14,0,1,14,1,0,42,3,0,2,0.225,0.313,0.405,0.718,0.11,77.9,6000
김현준,24 RF,0.212,82,42,399.0,125,120,4,1,0.992,2.797,1.27,1.07,0.49,0.0,0.0,,0.0,0.0,2.84,4.987,-0.52,2.32,0.259,148673,-0.58,79,-0.83,0.25,205,201,183,23,41,10,1,0,53,11,2,0,11,4,0,49,4,4,3,0.224,0.279,0.29,0.569,0.059,41.4,14000
김민혁,24 LF,-0.079,104,87,692.0,165,161,1,3,0.982,2.107,3.5,-1.43,-0.55,0.0,0.0,,0.0,0.0,1.51,2.091,-2.378,-0.868,0.138,113398,2.2,115,2.08,0.12,393,389,351,47,124,14,3,1,147,34,4,2,35,1,1,45,9,3,3,0.353,0.41,0.419,0.829,0.164,118.0,24000
오윤석,24 2B,0.409,77,48,454.0,226,81,142,3,0.987,4.421,1.4,0.0,1.25,0.23,0.0,,0.0,0.0,2.95,5.517,1.527,4.477,0.27,113978,1.52,73,1.36,0.16,201,198,174,33,51,12,2,6,85,27,0,1,18,4,0,41,7,3,2,0.293,0.369,0.489,0.858,0.166,120.7,14000
신본기,24 SS,0.057,95,33,369.0,179,62,110,7,0.961,4.195,-1.55,0.0,-0.61,1.71,0.0,,0.0,0.0,-0.46,-0.697,1.08,0.62,-0.042,108408,0.82,84,0.84,-0.02,152,143,122,18,34,3,0,3,46,19,2,0,16,3,0,28,3,9,2,0.279,0.371,0.377,0.748,0.135,97.6,13000
정준영,24 RF,0.305,43,21,196.0,53,51,0,2,0.962,2.342,4.12,0.13,-0.45,0.0,0.0,,0.0,0.0,3.81,12.759,-0.467,3.343,0.348,155198,0.17,43,-0.17,0.34,74,71,62,9,14,2,0,0,16,3,0,0,8,1,0,16,1,3,0,0.226,0.324,0.258,0.582,0.079,57.8,4200
황재균,24 3B,-0.238,140,128,1091.0,273,86,173,14,0.949,2.137,-2.93,0.0,0.46,-0.16,0.0,,0.0,0.0,-2.6,-2.674,0.0,-2.6,-0.238,104078,-0.3,137,0.02,-0.32,536,531,493,60,128,22,0,13,189,58,4,6,34,2,0,95,16,5,2,0.26,0.309,0.383,0.692,0.099,72.2,100000
로하스,24 LF,-0.096,171,135,1142.0,287,279,6,2,0.993,2.246,1.6,-1.07,1.4,0.0,0.0,,0.0,0.0,1.92,1.617,-2.967,-1.047,0.175,129958,6.5,144,6.34,0.16,670,664,572,108,188,39,1,32,325,112,2,1,88,6,9,115,10,0,4,0.329,0.421,0.568,0.989,0.211,153.3,50000
최원준,24 RF,-0.305,190,111,1024.0,242,233,5,4,0.983,2.092,-3.73,0.74,0.5,0.0,0.0,,0.0,0.0,-2.49,-1.887,-0.844,-3.334,-0.228,125340,2.17,136,2.43,-0.26,508,501,438,75,128,23,3,9,184,56,21,9,50,8,0,66,6,7,5,0.292,0.371,0.42,0.791,0.147,110.1,22000
홍현빈,24 RF,-0.22,32,3,70.0,18,17,0,1,0.944,2.186,-2.24,0.23,-0.34,0.0,0.0,,0.0,0.0,-2.36,-10.62,-0.046,-2.406,-0.216,129418,-0.18,28,0.04,-0.22,22,21,18,5,4,0,1,0,6,2,0,0,3,0,0,7,0,1,0,0.222,0.333,0.333,0.666,0.108,78.0,4500
안치영,24 CF,0.048,30,13,125.0,26,26,0,0,1.0,1.872,0.32,-0.06,0.28,0.0,0.0,,0.0,0.0,0.56,2.688,-0.037,0.523,0.051,130068,-0.22,31,-0.26,0.05,48,46,44,12,11,0,0,0,11,3,0,1,2,0,0,12,0,2,0,0.25,0.283,0.25,0.533,0.042,30.8,5000
이호연,24 3B,-0.037,22,8,77.0,27,12,15,0,1.0,3.156,-1.07,0.0,0.5,0.11,0.0,,0.0,0.0,-0.46,-3.011,0.058,-0.402,-0.042,131518,-0.61,27,-0.55,-0.06,43,42,41,3,6,1,0,0,7,0,0,0,1,0,0,12,2,1,0,0.146,0.167,0.171,0.338,-0.044,-32.6,8500
김병준,24 CF,0.007,31,4,68.0,24,22,2,0,1.0,3.176,0.89,-0.95,0.16,0.0,0.0,,0.0,0.0,0.1,0.465,-0.019,0.081,0.009,150978,0.16,35,0.15,0.01,16,16,14,9,5,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0.357,0.438,0.357,0.795,0.162,121.4,3100
문상철,24 1B,0.169,90,78,641.0,620,564,50,6,0.99,8.621,8.24,0.11,0.16,0.0,0.0,,0.0,0.0,8.19,13.104,-6.336,1.854,0.748,113338,1.64,125,0.96,0.68,403,401,347,50,89,11,0,17,151,58,6,1,45,7,2,86,8,1,3,0.256,0.351,0.435,0.786,0.139,101.7,11000
이창진,24 LF,-0.362,95,56,489.0,118,117,0,1,0.992,2.153,-2.17,-1.02,0.39,0.0,0.0,,0.0,0.0,-2.8,-4.244,-1.165,-3.965,-0.256,112330,0.54,103,0.8,-0.26,247,242,191,36,50,10,0,1,63,18,4,3,45,2,0,36,6,5,4,0.262,0.401,0.33,0.731,0.144,107.0,12000
김동혁,24 CF,0.009,29,0,58.0,23,21,0,2,0.913,3.259,1.21,-0.23,-0.87,0.0,0.0,,0.0,0.0,0.1,0.497,-0.005,0.095,0.009,156452,0.16,39,0.15,0.01,17,17,15,8,3,0,1,0,5,1,3,1,2,0,0,5,0,0,0,0.2,0.294,0.333,0.627,0.086,60.6,3100
윤도현,24 2B,0.186,7,6,53.0,19,8,11,0,1.0,3.226,1.3,0.0,0.37,0.28,0.0,,0.0,0.0,1.95,40.114,0.084,2.034,0.178,150580,0.5,6,0.33,0.16,27,27,27,5,11,2,0,1,16,8,1,0,0,0,0,9,0,0,0,0.407,0.407,0.593,1.0,0.212,154.7,3000
소크라테스,24 LF,-0.361,171,134,1133.0,276,265,6,5,0.982,2.153,-0.24,-0.26,-0.85,0.0,0.0,,0.0,0.0,-1.35,-1.137,-2.604,-3.954,-0.123,149960,3.42,140,3.52,-0.1,602,599,552,92,171,30,3,26,285,97,13,5,41,4,4,91,7,0,5,0.31,0.359,0.516,0.875,0.163,121.2,50000
박민,24 SS,-0.058,17,8,72.0,39,10,23,6,0.846,4.125,0.66,0.0,-2.46,0.96,0.0,,0.0,0.0,-0.84,-7.115,0.209,-0.631,-0.077,146110,-0.01,16,0.0,-0.01,30,30,29,5,8,4,0,0,12,2,0,1,1,0,0,7,0,0,0,0.276,0.3,0.414,0.714,0.105,77.5,3500
레이예스,24 RF,-0.823,131,125,1012.0,213,207,2,4,0.981,1.859,-6.28,-0.17,0.39,0.0,0.0,,0.0,0.0,-6.06,-6.661,-2.945,-9.005,-0.554,161062,3.4,144,3.98,-0.58,632,631,574,88,202,40,3,15,293,111,5,0,46,1,2,82,16,0,11,0.352,0.394,0.51,0.904,0.179,127.5,60000
이우성,24 1B,-0.923,120,106,865.0,695,651,36,8,0.988,7.148,-4.32,-0.31,-0.17,0.0,0.0,,0.0,0.0,-5.1,-6.12,-5.006,-10.106,-0.466,110990,0.18,112,0.73,-0.55,449,449,399,56,115,16,1,9,160,54,7,1,44,3,0,89,17,0,3,0.288,0.361,0.401,0.762,0.134,99.8,13000
카디네스,24 RF,-0.188,7,5,34.0,9,9,0,0,1.0,2.382,-1.73,-0.31,0.1,0.0,0.0,,0.0,0.0,-1.93,-39.703,-0.123,-2.053,-0.176,161563,-0.06,7,0.11,-0.18,25,25,24,2,8,2,0,2,16,5,0,1,1,0,0,6,1,0,0,0.333,0.36,0.667,1.027,0.21,145.5,32700
류지혁,24 2B,-0.113,115,85,685.0,306,158,141,7,0.977,3.928,-2.78,0.0,1.23,-1.2,0.0,,0.0,0.0,-2.65,-3.318,1.416,-1.234,-0.242,108943,0.09,100,0.42,-0.34,348,343,302,43,78,9,1,3,98,36,11,4,33,6,0,70,7,5,2,0.258,0.341,0.325,0.666,0.106,76.0,20000
장재영,24 RF,-0.102,37,35,283.0,69,66,3,0,1.0,2.194,-1.37,-0.06,0.74,0.0,0.0,,0.0,0.0,-0.7,-2.724,-0.422,-1.122,-0.064,147847,-0.33,38,-0.25,-0.07,139,139,119,14,20,3,0,4,35,13,0,0,17,3,0,64,2,0,0,0.168,0.288,0.294,0.582,0.072,55.7,4000
도슨,24 LF,-0.114,88,79,680.0,192,190,0,2,0.99,2.515,1.2,-0.5,-0.05,0.0,0.0,,0.0,0.0,0.64,1.047,-1.883,-1.243,0.058,156527,3.17,95,3.07,0.1,429,429,382,69,126,31,2,11,194,57,2,2,39,6,0,54,10,0,2,0.33,0.399,0.508,0.907,0.187,145.9,55000
임지열,24 RF,-0.296,17,14,105.0,19,19,0,0,1.0,1.629,-3.3,0.04,0.24,0.0,0.0,,0.0,0.0,-3.0,-25.412,-0.245,-3.245,-0.274,112257,-0.87,22,-0.59,-0.28,57,57,49,4,5,0,0,1,8,5,0,0,7,0,0,16,2,0,1,0.102,0.211,0.163,0.374,-0.011,-8.3,7200
